"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"MORF_RPA2","MORF_RPA2","MORF_RPA2","129/5016","193/10013",1.52797900651208e-06,3.32919721411216e-05,2.60018657188308e-05,"1663/23649/6433/57418/55854/6602/3340/4171/7419/4850/7514/8668/200081/790/4998/8438/8886/23511/23351/1457/6901/5230/1445/3191/10226/26121/54555/2931/4967/4521/10105/8882/9600/9761/2967/8078/10902/5201/10314/10575/27013/2034/829/9927/6118/23307/10285/27230/10657/3181/1017/23019/23550/2962/8894/2002/9088/10038/9070/23039/4245/1729/8546/3939/10440/4076/5630/11137/10238/10128/3184/23344/2958/10939/65005/8751/805/23020/113419/4841/10480/256364/9184/995/8703/8659/2232/124801/23248/6184/27069/5245/8085/11273/23214/4798/23204/22883/7064/10869/7690/4580/4296/6599/1964/10594/5708/6197/10425/2885/5430/28955/54732/51741/6917/10445/2870/6721/10554/7407/1874/4676/23636/7866/9189/11331/2189/8517/11165",129
"GNF2_MKI67","GNF2_MKI67","GNF2_MKI67","26/5016","28/10013",1.54386077705558e-06,3.32919721411216e-05,2.60018657188308e-05,"9918/259266/3161/6790/22974/332/64151/2305/10112/1058/991/1063/11130/7153/5111/9700/3832/1062/890/4288/9833/6240/983/6241/11065/146909",26
"MODULE_244","MODULE_244","MODULE_244","125/5016","187/10013",2.19851653711525e-06,4.62238101928482e-05,3.61019557673663e-05,"204/5244/1663/7444/5981/5982/5888/5424/5378/5165/5597/9448/9319/6596/4140/479/4292/3835/6595/4998/8438/22929/8570/4436/8317/10521/5427/5706/4522/7443/1457/9371/9097/5422/5127/5432/4363/6788/10469/3978/5425/3984/1326/5889/3312/1656/506/5985/4172/5754/7272/5210/90/10575/2043/4751/9928/5585/1017/7517/10131/5605/5189/7153/10693/5111/1024/5983/2048/1022/8536/1019/10592/9493/3832/1062/3480/9775/5596/10733/11004/27/8444/5558/5440/4288/1111/3192/10461/1633/3098/5603/4643/1859/9401/51727/205/5584/8833/5984/9833/5347/7083/5871/1841/4144/4920/699/983/3035/9416/3981/5426/1662/2242/3932/11200/2963/2547/641/5557/9931/6891/7407/1454",125
"GNF2_H2AFX","GNF2_H2AFX","GNF2_H2AFX","28/5016","31/10013",2.3659044677752e-06,4.85298940829011e-05,3.79030651576823e-05,"259266/4171/6790/332/7468/2305/10051/991/1063/7112/11130/9787/5111/55143/1062/890/9133/899/3148/9232/6240/983/79801/6241/7298/146909/3014/23234",28
"GCM_CALM1","GCM_CALM1","GCM_CALM1","79/5016","110/10013",2.61284797472716e-06,5.23191701606081e-05,4.08625848679134e-05,"11188/3423/23274/23095/10787/10838/55746/57704/9448/23291/9891/1781/3093/2932/1399/10521/9371/10391/25999/9110/1182/81566/55832/55754/150465/10297/57142/10314/9486/23673/2309/80212/9479/84293/2181/23263/4131/5901/26057/23558/9215/56907/23014/85465/10152/23162/84260/122830/473/57645/81609/23126/526/57720/143686/23576/114928/10444/203259/23214/7532/57148/10869/253959/55884/10193/84890/51335/23270/51616/1778/50861/5253/7637/801/9867/51400/6293/57026",79
"MODULE_105","MODULE_105","MODULE_105","132/5016","200/10013",3.25664082945585e-06,6.3693835757497e-05,4.97464841512962e-05,"6642/6307/3909/2581/1001/1994/4802/5214/3422/490/3028/4140/2260/5050/1785/5663/10961/332/3912/4436/1384/3710/11332/4713/997/3956/10521/5836/4605/9663/2935/4125/3315/7965/2146/196/5425/59/23531/5376/2965/2305/4055/5467/1611/1839/5210/2632/7372/22916/1058/9784/4751/1490/10808/5033/1164/6431/6659/2806/8242/10606/6249/4245/7283/6117/7326/5111/10810/891/2012/301/3775/5279/8836/1545/10063/6895/6938/5045/5366/10609/8543/8991/7851/6574/890/7162/123/4288/5213/2697/9989/3898/8566/5635/899/51035/1293/4085/10370/9833/5092/5245/6240/10036/7001/8772/5867/1841/10963/8754/10960/7059/983/4255/1503/6241/1163/2877/2535/8204/80781/9735/6284/6829/10447/641/104/9931/6721/5268",132
"GNF2_CKS1B","GNF2_CKS1B","GNF2_CKS1B","32/5016","37/10013",3.77504025819067e-06,7.21547467531443e-05,5.63546679691621e-05,"9918/259266/9319/10403/22974/332/5902/55723/6119/4172/10112/10575/991/10606/5901/5983/55143/9700/10592/3832/471/1062/11004/890/8833/5984/9833/699/5036/1163/11065/9212",32
"MORF_GNB1","MORF_GNB1","MORF_GNB1","191/5016","305/10013",5.22623366634689e-06,9.76725002977274e-05,7.62846738666774e-05,"204/3052/5725/60481/23649/4190/23644/10198/8574/6047/10147/8943/865/9948/537/23291/4171/56005/5250/11176/6626/2782/4898/7419/7514/8668/200081/8570/8655/51433/10961/23511/4670/8664/22919/5230/8428/23295/5432/1445/11100/26121/11316/54555/94239/6742/8887/2617/4521/3614/6009/10105/4717/7468/9761/10645/10094/8683/8724/10902/4691/10096/5496/57142/10314/3065/829/50999/1810/23215/3925/10983/10285/27230/10434/10657/3181/5585/1017/7913/2806/5690/10054/5605/5300/1854/1635/23039/51690/25814/1786/1736/6451/10487/5538/1729/10440/4076/9700/10574/6434/5695/3032/10097/10128/6741/3184/9908/3033/2098/2958/8125/10939/65005/10899/10456/10130/805/23020/113419/22838/4841/27316/7013/8525/10480/114908/3192/64795/22934/9868/9184/518/5018/4720/7307/6294/6427/5928/7398/10109/6184/3015/7417/6240/4723/11273/4725/10768/65110/23214/2990/22883/7064/7690/2783/3054/4296/6599/1964/9804/2787/10594/6731/6051/7298/9632/10425/7284/27335/90411/5430/6635/22906/54732/7332/6917/9883/9612/55660/27044/7919/51465/6721/57819/7917/10921/23234/7416/11331/3833",191
"GCM_CBFB","GCM_CBFB","GCM_CBFB","53/5016","70/10013",9.65204120983307e-06,0.000173415436508267,0.00013544180784925,"865/8243/5250/6626/7514/8886/5720/4670/6634/2079/328/10664/3191/1155/5216/1655/506/8683/4172/10902/23527/4691/515/3065/829/34/3925/10987/10657/1854/25814/4678/4076/1660/11137/6434/3184/2098/7157/4841/3192/6427/5928/7534/3251/8665/6635/71/55967/4673/6917/3150/9326",53
"MODULE_118","MODULE_118","MODULE_118","247/5016","408/10013",9.69146910331574e-06,0.000173415436508267,0.00013544180784925,"80256/3675/8842/9918/933/1663/26064/3371/954/9319/87/3161/4171/11343/51512/7374/2260/5050/10403/55218/3693/8438/22974/3912/3655/8318/6732/1832/29775/7078/638/9889/1033/4318/4605/994/1869/8406/11151/4173/3783/26093/1628/858/857/4521/5054/6119/2146/5425/2022/10360/9400/7358/27339/5818/3875/2305/397/2026/4172/4015/4001/1627/1058/2202/2335/3485/25797/390/23046/6513/991/3925/1063/5955/9928/4602/894/4072/8795/7852/5328/5552/11130/1031/5208/1164/2181/79586/1434/5184/1026/6659/9787/9088/8910/10606/5880/813/10038/3949/9518/23404/4861/9590/9945/7153/22903/5111/4017/891/79022/2012/9415/301/8728/4440/10024/3936/4609/8870/8836/7057/1545/3832/10579/1848/6652/597/7168/10650/9123/3487/1969/3339/3321/6004/6279/51454/890/4651/2719/123/4288/6001/3992/11098/51232/23657/9223/2697/5352/701/9133/1896/7791/3689/55823/9401/899/51035/7805/6282/7048/151987/8833/2919/5984/6286/4085/9232/501/19/3251/9188/6297/1381/9768/5347/3481/915/6240/10036/54541/1841/11031/2237/8754/3575/22809/5881/4071/983/2353/3726/3752/6241/55970/9662/11065/10409/4524/284119/977/5187/1104/1728/7262/90355/2827/51363/7485/6525/9735/11156/5142/23764/23532/3434/3638/10445/3014/27341/3556/6275/4312/3117/100/2316/85236/7169/4860/7052/54535/10962/63940/9080/9374/1719/7124/3833/23089/25907/8517/100133941/5645",247
"MODULE_38","MODULE_38","MODULE_38","277/5016","463/10013",1.05238582259484e-05,0.00018438676600047,0.000144010691512977,"6405/26/80256/3675/7005/9961/23649/7454/211/7133/535/5606/7077/23644/999/4052/5652/10076/9697/2065/4802/10272/9886/4171/3993/4854/11343/2355/5362/3566/2260/2192/1785/6932/3693/790/23645/7022/9962/393/645/1947/23428/5742/1832/23616/10521/7078/9701/10043/3162/23170/5155/4689/1439/5641/26133/10544/182/8406/2321/4324/3163/7991/3783/1082/898/7040/3718/6324/857/5054/4232/7461/2022/2625/81855/9400/6603/3292/1277/7466/6484/595/3875/4055/5467/2030/3280/1796/2335/3485/3554/6382/22848/2034/1820/5768/4209/2117/1889/6513/7128/5228/10965/4053/1846/6909/5328/976/1017/4035/5208/79586/27076/116138/1026/23550/9322/2354/8242/154796/10245/9088/11135/813/1028/1013/5819/348/10912/9518/3911/3691/2048/301/8728/26056/9764/3300/10238/5292/7020/8870/23650/27229/5330/10579/1847/4123/7168/5045/6524/10650/3613/9123/2064/2886/3487/23476/1291/1292/3339/1580/3321/8515/1893/6279/388/9922/1956/2719/123/6001/133/871/51232/79888/5097/115817/2114/1896/978/3898/8659/7791/10020/8566/55823/2232/3678/9249/7805/4487/6282/6280/1293/2199/2919/6286/3248/22836/10370/6522/19/3636/717/1381/6764/23423/23102/3481/8000/11031/7148/649/10791/4920/1942/2705/10555/4071/1140/3892/929/5272/3726/3913/2745/8794/1263/9610/22845/8851/4524/977/5339/51341/5187/2517/2624/7262/1366/7378/10766/4070/11187/4303/11156/23764/1201/347/1364/4128/6275/1612/7088/2316/1675/85236/7169/4860/7052/80740/54535/2878/2013/10626/1159/7124/80301/23089/2119/2297/4067/5175/8517",277
"GCM_BMPR2","GCM_BMPR2","GCM_BMPR2","62/5016","85/10013",1.38545247097892e-05,0.000235454715002439,0.000183896041256051,"23274/23095/10787/10838/55746/57704/9448/23291/1781/3093/11158/2932/1399/10521/9371/55069/9110/1182/81566/55832/55754/57142/9486/23673/2309/80212/2181/23499/5901/23558/56907/23014/85465/4664/10152/473/57645/81609/23126/93627/4651/51125/57720/143686/9231/60685/4774/256471/203259/57148/253959/55884/84890/51335/23270/1778/50861/5253/7637/801/9867/6293",62
"MORF_DDB1","MORF_DDB1","MORF_DDB1","156/5016","246/10013",1.39984967302282e-05,0.000235454715002439,0.000183896041256051,"7095/9690/2137/1663/10953/23633/6301/8498/7175/6433/57418/7158/3340/9319/6596/4171/284403/9733/832/200081/790/27292/10573/10075/51593/8886/7023/2802/372/23511/11018/1457/5432/7264/3191/10226/26121/11196/8882/3312/9761/8078/10591/10902/22916/84759/10314/10575/23301/9927/25936/6118/10285/27230/4801/10657/3181/10549/10212/1017/221443/6745/2002/5300/9088/4357/10038/23039/4245/26057/7818/8546/1455/1965/29889/11137/5879/86/4711/9128/5861/10128/6741/22872/23344/22893/1213/10939/1453/3607/473/8751/805/23020/113419/8893/9879/4841/2746/6749/256364/1070/64210/9601/8450/995/8703/8659/29/10898/2232/23248/6522/9790/54386/6809/5245/11273/10768/23214/8019/1107/4798/22883/4580/10594/10897/5708/10589/1479/25970/23042/5430/28955/10519/6917/8295/9612/23137/79065/1616/10554/8859/7407/23/6311/4676/23636/10195/11331/2189/8517/11165/9326/6880/7703",156
"MODULE_239","MODULE_239","MODULE_239","83/5016","120/10013",1.59422480619418e-05,0.000262890796472413,0.000205324309404575,"55610/163/55971/60481/159/55248/8621/3422/23250/55746/4905/1739/7374/55728/3842/334/10959/55573/51430/1832/10175/51527/10735/5611/80777/1326/1655/51026/3157/3156/23451/80146/3416/84918/8805/79586/10564/57169/6745/10606/57045/8546/10313/54407/9415/54841/23595/1660/51719/56262/29766/9908/26092/58497/8560/55252/7873/5295/4841/6867/26011/3688/5756/117143/51128/9601/51094/10092/23385/7871/133619/22836/6990/10678/10972/9804/84833/64746/754/10134/51616/3482/1778",83
"MODULE_403","MODULE_403","MODULE_403","37/5016","46/10013",2.06005378400817e-05,0.000333174083144399,0.000260217320085243,"29916/55610/7374/8318/4436/7443/4605/994/1869/4172/1058/991/4751/1017/2069/7517/7153/6117/5111/891/1019/10733/4288/9401/3015/9833/142940/5347/7083/1841/2237/7336/1107/983/9134/29952/3838",37
"MODULE_124","MODULE_124","MODULE_124","68/5016","96/10013",2.72340002653638e-05,0.000432147060814546,0.000337517699415829,"9918/1663/2260/3835/10403/9183/332/8317/994/1869/5935/11151/4150/3191/4793/898/11100/8178/7019/8099/1871/900/9136/1810/1846/10657/7852/3181/1017/1028/8900/891/1022/1019/86/10592/9493/6741/1848/8451/2958/11004/9015/890/5440/3192/9184/9133/1844/4085/9232/5885/5347/699/3185/983/6599/5936/11065/10540/1479/1104/3838/9735/6917/2963/2961/11331",68
"MORF_PCNA","MORF_PCNA","MORF_PCNA","60/5016","83/10013",2.99779523850393e-05,0.000466878851033668,0.000364644099186443,"8243/4171/5250/7374/51668/7514/4436/4670/2079/4522/10664/2091/6742/708/8683/6428/3313/4691/5496/3336/7341/10987/10657/3181/7913/5690/10054/8520/6627/5901/5111/10492/6426/5695/10541/6647/142/6637/23020/10146/4841/27316/54107/9184/7307/7398/3015/5885/3251/4176/9768/2237/54205/7284/9212/6635/7332/2547/3150/4722",60
"MODULE_57","MODULE_57","MODULE_57","43/5016","56/10013",3.71753063723391e-05,0.000568444230166131,0.000443969209116547,"8243/4171/4998/8318/990/8317/4174/994/1869/4173/898/4172/1871/896/3065/991/894/1017/1026/9088/5111/8900/891/23595/1019/9700/4193/7157/890/1111/9184/701/9133/995/4085/9232/4176/5347/4088/699/983/9134/11200",43
"MORF_RAB1A","MORF_RAB1A","MORF_RAB1A","124/5016","193/10013",4.37788981950323e-05,0.000657465238964682,0.000513496851009402,"8813/3927/381/23144/4190/9168/26009/7175/23291/8301/1781/832/9689/10573/10959/10075/6548/2734/372/8220/10175/5230/5127/6810/51366/7264/10945/10467/6009/10952/5573/5869/55186/57142/26003/9167/7341/9528/829/3953/23469/6185/5887/9870/8892/10285/2107/27230/10987/10657/9643/23549/6745/5447/7317/23480/23558/1455/377/5279/11137/5879/64844/9128/3032/5861/7009/5373/1213/1453/26092/2029/65005/10899/805/5868/9166/84364/7508/115817/8703/23515/9114/29/1173/10092/23248/6746/5885/6522/7534/6166/54386/7529/378/23214/8019/10477/10474/2548/22992/10540/6470/475/5430/9798/10159/9276/6612/10519/5034/10134/6256/50626/1201/5770/79065/8859/6311/23636/7844/1523/9554/6880",124
"MORF_DEK","MORF_DEK","MORF_DEK","164/5016","264/10013",4.50628654529339e-05,0.000664874909577499,0.000519283989706939,"292/4190/26009/2665/55854/3796/8243/23291/4171/1207/5250/6626/2782/3320/51668/9689/7514/8668/10075/51433/4436/23511/4670/5902/1399/2079/5230/8428/10664/2091/11100/26121/54555/94239/6742/4521/55744/6009/9275/10952/708/3312/8683/6428/10902/4691/5496/57142/9167/7341/3065/829/23215/10285/2107/27230/10434/10987/10657/6144/3181/10212/1017/7913/5690/10054/1350/5300/8520/1854/23039/51690/25814/47/5901/6117/23480/5111/7818/3939/9698/10492/10574/6426/6434/64844/5695/10541/3032/10128/6741/3184/9908/1213/10939/6647/23421/65005/10899/805/6233/23020/2631/4841/5631/27316/54107/10480/84364/8872/114908/3192/9184/518/5018/1974/6651/7307/6294/7398/10092/5984/3015/3148/5885/7534/30968/6166/7417/3251/9768/54386/7529/10449/4723/23214/7324/1964/10594/10949/7284/27335/9212/1537/5430/6635/9798/6612/7332/4673/6917/9883/2547/5094/7919/22887/7150/6721/57819/4676/3150/10921/4722/11331",164
"MORF_PRKDC","MORF_PRKDC","MORF_PRKDC","122/5016","191/10013",7.39209632172918e-05,0.00107185396665073,0.000837144846598731,"204/55735/8574/57418/9319/4171/6626/2782/7419/5236/7514/8668/200081/790/8438/8886/8570/51433/7023/23511/6732/8317/7593/4174/9097/3191/26121/6742/2617/4521/10360/7468/8882/9761/10645/4172/10902/23107/10314/10575/1820/829/6118/10657/3181/11130/1031/10212/1017/23019/2806/8894/5300/9088/1854/1635/23039/25814/1786/1736/1729/26057/10440/29889/86/10128/6741/3184/3033/2098/2958/8125/10939/23020/9879/4841/6749/3192/22934/9184/518/64210/701/6294/7398/6184/5984/7417/9790/3419/2923/6240/10036/65110/23214/7064/7690/3054/6599/1964/2787/10594/5708/8607/6051/7298/10522/10425/90411/5430/6472/6917/9883/8295/6721/57819/7407/28973/23/23636/10195/7866",122
"GCM_MAP4K4","GCM_MAP4K4","GCM_MAP4K4","111/5016","172/10013",8.23609106424073e-05,0.00115858933213153,0.000904887343701204,"9043/58473/56895/23274/23095/10838/28996/57704/9448/23291/285527/1739/1781/3093/11158/56650/11342/9706/23259/8455/51100/1399/10521/25999/57584/9110/23142/1182/55754/55914/150465/10297/57142/10314/9486/23673/80212/84886/57580/57403/64412/23499/29767/57509/5901/26057/23558/23037/55207/56907/1837/23014/1783/9857/56262/93643/5962/85465/10152/23162/51228/122060/122830/374655/94015/57677/81609/23126/93627/4651/51125/57720/143686/3992/26207/23043/60685/27020/114793/112939/204851/57406/79982/256471/79685/203259/23300/113201/10768/7532/26115/9915/53342/8658/79834/253959/55884/9659/25970/84890/51335/56899/64853/7328/23270/1778/7637/801/22909/9666/6293",111
"MORF_AATF","MORF_AATF","MORF_AATF","132/5016","209/10013",8.26579785111676e-05,0.00115858933213153,0.000904887343701204,"55735/4190/26009/6433/57418/55854/7158/4171/1207/9733/6626/7419/7514/8668/200081/790/5550/10075/51593/8886/51433/7023/23511/4174/10598/5432/1445/26121/54555/6742/7965/8882/3312/9761/8078/10902/4691/10575/27013/829/9927/6118/10285/2107/27230/10434/10987/10657/3181/10212/1017/7913/23019/5300/9088/9070/23039/51690/25814/47/7818/10440/29889/4076/11137/86/5695/3032/10128/6741/3184/3033/23344/2958/10939/65005/805/23020/113419/8893/4841/54107/2746/10480/6749/84364/3192/9184/64210/5018/8659/6294/7398/6184/7417/9790/3419/54386/5245/51367/23214/22883/7064/9158/4580/1964/10594/5708/8607/10425/7284/27335/1537/5430/7332/6917/9883/8295/7919/2475/10554/57819/7407/4676/10921/23636/10195/9189/11331/11165/9326/5691",132
"MORF_CDC10","MORF_CDC10","MORF_CDC10","96/5016","146/10013",8.60172957711612e-05,0.00117488537258549,0.00091761496025201,"5981/23200/6433/10147/8943/55854/7158/23198/2782/7419/7514/200081/51433/7023/23511/3189/1399/25777/5230/8428/23568/5432/80208/3191/10226/8887/8036/8882/3312/9600/10094/8732/10902/23527/10314/10575/6146/829/6118/10285/27230/10657/3181/1017/7913/23019/5300/1854/9070/23039/1729/3845/10440/4076/10128/6741/3184/2958/10939/805/23020/9879/22838/55023/4841/6867/7013/10480/114908/5018/1974/23515/6294/7398/9790/9318/54386/11273/23214/22883/7690/4299/1964/10594/10425/90411/5430/6917/3146/9883/8295/22887/23137/4676/10921/1147",96
"GNF2_INPP5D","GNF2_INPP5D","GNF2_INPP5D","34/5016","43/10013",8.66146172417362e-05,0.00117488537258549,0.00091761496025201,"7454/6047/865/6793/5927/55573/5720/2000/11151/1445/397/10096/7456/23550/5908/5880/1455/51131/7409/7805/382/6778/6890/3635/79415/2870/3107/3133/3134/5699/3105/6494/6892/3106",34
"MORF_ACP1","MORF_ACP1","MORF_ACP1","133/5016","211/10013",8.88824823474325e-05,0.00118651059768557,0.000926694552795286,"11171/2665/1975/55854/9948/5250/11176/2782/3320/7514/8668/51433/10985/10961/3326/4670/8664/2079/5411/22919/1445/3646/6625/11100/11316/54555/94239/8887/6009/9275/4669/1982/10094/8683/6428/6206/8724/10902/4691/27013/6146/3065/1810/23215/10983/51552/54454/10434/10657/6144/23326/7913/10054/1854/23039/51690/25814/1736/10487/1729/9698/3178/10574/6434/10730/5695/10541/5876/10128/3184/8125/3068/65005/10899/10130/6233/23020/113419/55023/4841/7013/54107/10480/114908/9184/5018/1974/9797/7307/6294/6427/7534/7417/4218/4723/3094/26156/7064/2783/6599/1964/9804/10594/6731/8665/9092/6181/7334/7284/27335/4869/6635/6612/9146/7332/4673/6917/9045/9883/2547/5094/7919/9874/4736/22887/6721/6046/7917/4676/3150/10921/11331/26065",133
"MORF_NPM1","MORF_NPM1","MORF_NPM1","105/5016","162/10013",9.83226499364204e-05,0.00129202107182077,0.00100910088092642,"6224/11171/2665/26986/6160/2023/5250/60/3320/6193/6175/3326/6122/8664/5230/4150/3646/1936/6217/6223/6142/54555/94239/6143/5216/1982/10094/6206/1933/4691/6146/6230/10983/6144/10376/23326/10054/1350/5901/7178/3939/3178/10574/10541/11224/6194/6176/6187/6205/23521/6202/3068/10899/6233/6161/6189/4841/6129/10480/6188/7316/6156/1915/1974/7307/6132/6427/6159/6133/6208/7534/6137/293/3094/6203/6201/1072/6124/6138/8665/6181/6232/4869/6635/71/6612/7332/6228/4673/5757/9045/203068/2547/5094/6136/6147/4736/3151/3150/10921/1192/6235/11331/6222/6234",105
"MORF_ACTG1","MORF_ACTG1","MORF_ACTG1","91/5016","138/10013",0.000111319547397863,0.0014403036824862,0.00112491332107314,"6224/11313/26986/6160/2023/5250/60/3320/6193/6175/4637/3326/6122/5230/5935/4150/6217/6223/6142/6143/5216/1982/10094/6206/1933/4691/6146/6230/6144/10376/1350/3727/5901/7178/55643/3939/3178/6194/6176/6205/23521/6202/3068/10899/805/6233/6161/6189/6134/6129/6188/7316/6156/1915/1974/8407/6132/6159/10109/6746/6133/6208/7534/567/6137/293/3094/6203/6201/1072/6124/6138/6181/6232/4869/9802/71/6612/6228/4673/5757/9045/5094/6136/6147/4736/3151/1192/6235/6222/6234",91
"MODULE_397","MODULE_397","MODULE_397","81/5016","121/10013",0.000121553708731964,0.00154888892490276,0.00120972112039467,"6405/1856/55971/9918/1663/57476/2139/9319/55796/6626/10403/4998/6790/22974/27327/3912/8318/6732/23523/4605/994/1869/7082/54332/55723/3202/5818/2305/51053/9749/54856/991/1063/89891/23397/57580/64949/10131/63926/84250/10518/10592/11270/9493/3832/10152/1062/10150/3607/51702/10733/3321/83540/113130/51560/701/29980/23623/9232/55536/501/65083/6297/5347/3489/29901/6439/7059/1942/2266/5892/3014/2050/60312/55753/9824/56953/9374/257000/3217/30837",81
"MODULE_451","MODULE_451","MODULE_451","27/5016","33/10013",0.000165191228169797,0.0020735197446388,0.0016194709564486,"54903/25930/8318/4605/5754/1058/991/4751/7153/6117/5111/891/6272/84900/1019/9922/4288/5116/3015/9833/5347/2237/65110/983/3838/23270/80862",27
"MORF_CCNF","MORF_CCNF","MORF_CCNF","55/5016","78/10013",0.000191091625819239,0.00236335378402912,0.00184583861472454,"672/58473/8504/6873/9319/6596/22859/51512/285527/284403/27292/8317/5422/3191/10469/11196/3837/5985/4437/9136/1058/5906/9927/4801/221443/10200/1763/55215/127703/10733/81611/9879/818/4288/1977/5281/1070/6782/23049/22976/10898/899/2135/4085/9790/25961/7336/27235/1479/23042/55922/200734/9824/2189/8629",55
"MORF_RAD54L","MORF_RAD54L","MORF_RAD54L","71/5016","105/10013",0.000196071788560371,0.00238980252433728,0.00186649574464793,"55735/5981/6433/9319/4171/7419/5236/8668/200081/790/5550/8438/8886/8570/23511/6732/8317/7593/9097/3191/6742/2617/7468/8882/9761/10314/10575/1820/6118/3181/11130/10212/2806/8894/9088/23039/1786/29889/86/10128/9585/6741/3033/2098/2958/10939/9879/6749/64210/701/6294/5984/9790/3419/6240/10036/23214/7064/7690/10594/10425/90411/5430/9883/8295/57819/7407/23/23636/10195/7866",71
"MODULE_72","MODULE_72","MODULE_72","185/5016","308/10013",0.00022641182817631,0.00272017639280395,0.00212452602679725,"79602/3720/3298/10953/6307/6047/9697/5597/10272/114049/9319/28951/4171/4905/2975/2260/1785/6595/55218/3842/2195/22974/3655/3710/3983/997/29799/5905/1033/1113/6430/6729/24148/10732/1457/22919/6594/5127/7249/3163/9738/8766/4793/53635/857/6742/7965/2022/9126/10951/26001/1363/7466/9354/56890/5528/7272/10902/56951/11222/3485/2274/6342/5768/10765/991/8503/3925/4751/5955/10987/10124/11130/10212/1164/79586/5335/1434/8239/6631/116138/23157/6662/56255/9088/6597/5782/8910/10606/1123/10776/1315/10038/348/9040/1786/9590/7153/6627/5111/7818/8900/79921/9645/4440/26056/1660/3300/9648/23162/9107/2958/10099/7168/1039/9123/56270/3487/1292/11004/51097/7357/54107/871/3992/51232/2697/9320/9989/9133/1859/5710/9114/7791/755/5635/6427/51035/5928/3625/2199/5584/8833/9232/26173/3251/9318/6764/23423/5347/29901/11031/27258/794/10605/9793/23015/11145/7298/9632/8408/10949/7334/10472/7485/716/23705/8624/64061/23532/23270/2316/2961/1675/85236/11325/2673/7169/9874/22887/54535/10626/23089/26065/9326",185
"GCM_HDAC1","GCM_HDAC1","GCM_HDAC1","30/5016","38/10013",0.000240567767955322,0.0028495421528229,0.00222556393186243,"1975/865/5250/9138/5720/4670/328/3191/5216/9049/8683/6428/4691/515/3065/6144/4678/10440/1643/10541/3184/2098/4841/6427/10589/55967/6917/309/3150/63940",30
"MODULE_315","MODULE_315","MODULE_315","15/5016","16/10013",0.000264010845944126,0.00308379335331958,0.00240851999808677,"9183/332/4739/7272/991/1063/7277/9493/3832/1062/890/9184/4085/699/10381",15
"MODULE_83","MODULE_83","MODULE_83","191/5016","320/10013",0.0002899445258284,0.00334031981125596,0.00260887359937883,"79602/6224/4190/11171/1495/30/1975/5315/26986/6160/54962/9689/7514/6193/8668/3301/10959/54469/8655/6175/10961/51324/4713/6122/8664/5693/1917/10627/56180/84061/5935/6923/8766/3646/1936/1891/55011/6217/6223/11140/6142/136319/6742/3315/23658/10467/10952/6143/5216/708/5878/3312/10094/1822/6206/10591/1611/51300/9136/1933/4691/9528/34/3925/6230/27230/10657/6144/84292/6431/6780/6633/826/1350/5908/1603/10912/93974/5901/1984/7818/7178/3939/4440/517/967/3178/6434/10730/5695/11224/9380/6176/6741/3417/2958/7385/6187/396/9775/6647/6205/23521/6202/6233/6637/6161/6189/192286/6134/6129/2934/6130/10480/6188/226/8872/5937/6921/10670/1915/6396/9592/6132/6427/79081/6159/6133/1345/84270/6166/567/5479/84191/6137/3921/51362/4725/3187/3094/7532/6203/79095/51282/6227/84153/6599/5707/5936/6124/6138/8665/79666/6181/6232/55272/4729/5464/4869/6635/3838/6734/4707/23466/51065/51263/5034/10134/3840/6228/4673/5757/9045/3146/5094/219927/6136/6147/59286/4736/4860/170958/3107/28973/3853/7416/6235/11331/6222/6234/5691",191
"MORF_BUB3","MORF_BUB3","MORF_BUB3","167/5016","277/10013",0.000348468819410248,0.00396030104221647,0.00309309449945939,"204/3052/55735/23649/4190/23644/8574/8243/4171/5250/6626/2782/4898/7419/7514/8668/790/8570/8655/51433/10961/4436/23511/4670/4174/5905/10598/22919/8428/1445/2091/11100/26121/54555/94239/6742/2617/4521/3614/6009/9126/4717/7468/8683/6428/4172/10902/3313/23107/22916/4691/5496/3336/3065/829/10067/3925/6118/27230/10434/10987/10657/3181/11130/1017/7913/2806/8894/5690/10054/5605/10606/8520/1854/1635/23039/51690/25814/1786/1736/5538/47/6627/5901/5111/7818/4678/9700/10574/6426/86/5695/10541/10128/6741/3184/9908/3033/2098/2958/8125/10939/6647/65005/9898/10456/10130/23020/113419/4841/27316/54107/6749/3192/9868/9184/518/4720/7307/6294/5928/7398/8833/5984/3015/7417/10935/4176/9768/6240/10036/4723/2237/4725/699/26156/7064/54205/9158/3054/1964/2787/10594/6051/7298/9632/7334/7284/27335/9212/1537/5781/6635/54732/7332/6917/9883/2547/7919/6721/57819/7917/28973/23234/7416/4722/11331",167
