"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"MEK_UP.V1_DN","MEK_UP.V1_DN","MEK_UP.V1_DN","120/5109","193/10922",1.032126757458e-05,8.4813894417201e-05,6.04632608487983e-05,"56603/7035/5577/60481/2581/841/6873/5378/6672/3430/5205/5241/4528/22996/29887/3983/51012/25939/11201/51566/6445/23475/54332/7980/2218/9830/9562/54894/9120/4940/4256/64135/3398/7456/57535/4602/23314/79887/1475/51141/2537/51309/25913/1123/684/51690/6658/29889/9315/8638/51133/4609/6744/55032/347902/6938/3480/55197/29919/55827/8416/6279/2803/26018/84909/27250/9871/2674/26353/1070/1836/55005/26053/8365/323/4886/22836/10395/2852/56339/9317/6890/23255/4071/596/221037/794/10924/253959/90806/23015/1960/8204/8334/5121/11274/3665/4603/3434/8519/57698/3006/10388/9687/51427/7699/8969/55035/7637/7594/22876/26046/65986/11254/8339/8344/8345/3012/8343/8357",120
"CORDENONSI_YAP_CONSERVED_SIGNATURE","CORDENONSI_YAP_CONSERVED_SIGNATURE","CORDENONSI_YAP_CONSERVED_SIGNATURE","43/5109","58/10922",2.01790620962745e-05,0.000158910114008161,0.000113285962645751,"3074/3161/6624/3693/332/26227/7042/4616/10397/63898/3268/5054/5376/51421/1894/2744/991/3925/1063/6446/1490/1843/64236/1031/1854/7153/8836/7057/10099/51232/50807/23576/3689/10395/558/7083/1285/79801/2621/2316/7052/2013/2119",43
"RPS14_DN.V1_DN","RPS14_DN.V1_DN","RPS14_DN.V1_DN","114/5109","186/10922",4.25662621145404e-05,0.000321800941585925,0.000229409749501523,"29116/10046/55635/4285/51154/55706/5424/55388/51083/6710/9319/79901/1183/54475/5909/790/4998/23348/990/4436/23481/4174/4605/2639/3268/2022/56652/55149/83461/8078/26271/222658/2030/10112/1894/55240/991/4072/23397/51116/1621/3397/9787/79094/79733/482/51337/6535/51659/7283/4628/28992/3601/9700/1317/7280/347733/23650/9493/27229/1062/55466/1039/11004/8490/8444/210/4288/8501/3619/166647/29028/9133/116987/2140/2035/875/54865/56992/5347/63826/51293/7083/55872/79628/9185/83660/94009/79694/55222/5091/9156/3177/8877/6470/23212/50628/5831/54821/6274/25959/79366/4194/9824/11153/7052/7407/55366/2013/56967/6234/51236/283459/80179",114
"GCNP_SHH_UP_LATE.V1_UP","GCNP_SHH_UP_LATE.V1_UP","GCNP_SHH_UP_LATE.V1_UP","111/5109","181/10922",5.15618793712503e-05,0.000374815200044858,0.00026720326151903,"7005/23649/51154/55388/23198/9319/3993/27332/7374/56889/7514/6790/9962/4174/51804/11083/10528/9057/4173/3978/8661/117246/51747/7531/23195/2030/10051/55233/79745/2591/10625/2494/4602/894/54454/8835/8743/5290/10212/1757/1164/4821/9787/1678/1315/79733/3169/55320/151648/5819/4861/51132/29893/7153/55037/4017/6885/9924/6426/10592/58472/80204/29766/8451/122786/122830/11004/1580/83879/83939/10769/28989/3619/1111/3192/10428/995/5116/4116/2634/26225/6259/80155/84340/54468/25820/144100/3481/6240/7083/6383/983/5272/1184/6241/7064/1674/666/9212/25994/4869/11261/57697/10772/29966/837/54898/10471/441376/1654/3833",111
"KRAS.DF.V1_UP","KRAS.DF.V1_UP","KRAS.DF.V1_UP","116/5109","191/10922",6.45972728253307e-05,0.000436507015425242,0.000311182946112119,"81691/9961/1774/2530/9497/54884/10079/55711/3430/602/37/22839/6604/26575/1808/8829/9252/10544/23613/6789/8406/6594/56271/11151/65990/23475/6810/55284/10226/2109/7980/54504/5054/22943/3959/230/2004/604/6364/9540/9173/5997/64236/847/3624/5328/5552/976/650/23767/9787/5880/79733/7837/54958/9590/9945/2643/4017/1643/9415/10253/7097/55500/11226/9064/5793/1030/9651/79980/7424/9871/654/26207/1836/7079/7804/978/10020/2539/1293/2919/50650/6286/26872/501/65084/28227/4054/10098/8623/3576/1138/4071/51282/3669/2745/254102/55279/79783/26873/9212/6525/3434/8519/1806/8644/4312/57730/6583/57162/81031/444/22876/11138/25907",116
"AKT_UP_MTOR_DN.V1_UP","AKT_UP_MTOR_DN.V1_UP","AKT_UP_MTOR_DN.V1_UP","109/5109","178/10922",6.55060209913587e-05,0.000436507015425242,0.000311182946112119,"5444/51573/51330/9961/89801/3918/10347/1316/5165/11186/23446/4791/1906/55287/54997/51430/610/23541/25809/51199/5836/5641/2321/51760/54793/8178/5445/54926/10367/25984/51655/10493/4355/230/1363/10846/1839/79669/2820/3554/1718/127544/10286/656/1843/1948/53947/9513/4298/7187/6533/2643/23416/56649/102/91947/5202/55061/11221/6279/10769/56169/1030/5795/5058/10205/116372/7071/8365/4047/58191/205/57216/2919/8645/4783/84270/29763/8879/57494/8000/10791/25849/23119/2990/136/9306/3726/116844/1826/1717/49854/5936/128439/286262/8877/284207/155061/10193/25825/56941/4070/1850/3434/64222/1604/64771/83699/4758",109
"SINGH_KRAS_DEPENDENCY_SIGNATURE","SINGH_KRAS_DEPENDENCY_SIGNATURE","SINGH_KRAS_DEPENDENCY_SIGNATURE","18/5109","20/10922",6.69772669171007e-05,0.000436507015425242,0.000311182946112119,"64063/3909/3918/27071/374/10045/272/84985/120224/3898/7039/4486/195814/1366/79098/10509/4128/135398",18
"E2F1_UP.V1_UP","E2F1_UP.V1_UP","E2F1_UP.V1_UP","114/5109","188/10922",8.17249552514435e-05,0.000514867218084094,0.000367045413059115,"79602/23649/3149/54969/10076/55388/1994/3796/11099/9138/29089/51729/790/55573/26277/79956/55245/10528/9663/1478/3839/9100/4173/83743/2146/23185/7019/8153/30850/57649/9600/1871/7422/4437/4001/3836/3280/6429/10625/29855/4601/8835/23397/6491/29078/27161/400961/9477/1948/9787/79939/54982/79733/151648/7187/7153/2926/92154/4678/377/10592/5292/1763/4664/675/79720/162494/10733/7371/142/6574/1745/9879/5558/80728/1111/25819/4681/8208/91010/132160/5277/840/5090/6240/7083/2237/134218/283899/699/596/7064/4296/254263/55690/666/8851/7298/9212/161882/79077/23401/768211/2842/23048/57697/51466/100/140885/7169/11169/4215/3833/6880",114
"RB_DN.V1_UP","RB_DN.V1_UP","RB_DN.V1_UP","75/5109","117/10922",0.000111702863531608,0.000681027135724965,0.000485499712463356,"1774/4361/2730/9187/54962/29089/8438/9183/8086/11020/5427/191/6594/10273/898/9253/27113/7306/5889/6484/54682/8914/3280/9048/3925/22835/113452/5395/8744/58495/3397/8520/54982/83549/1786/7283/6117/6616/5111/29107/5983/4193/29988/4609/1763/57575/90527/2886/2052/58190/115265/26007/6695/5603/347734/9592/132160/2203/4176/51181/6241/2015/9134/57804/11253/10572/55959/23654/100/5094/5557/51451/23234/57026/84311",75
"RB_DN.V1_DN","RB_DN.V1_DN","RB_DN.V1_DN","78/5109","123/10922",0.000139289273083411,0.000822677269148896,0.000586481149824889,"928/9961/2273/960/3371/3309/27122/6307/3918/3998/9620/5362/79876/8655/5720/5155/5721/10484/4318/79576/171177/10397/6713/857/56647/9570/9267/5573/4739/50805/3977/8614/1647/5033/7277/64101/79094/684/283120/10487/9645/8553/90865/4322/5045/79631/6187/757/57007/55281/8038/25819/1977/10654/2150/57462/4783/2706/399665/54541/22809/131616/9637/51112/155465/10409/91663/53637/64764/80781/11274/375790/140576/3914/2316/309/5699/11072",78
"RB_P130_DN.V1_DN","RB_P130_DN.V1_DN","RB_P130_DN.V1_DN","84/5109","135/10922",0.000203177801636503,0.00116365468209997,0.000829561678133091,"80256/7812/10953/8635/5954/2773/3422/7813/1781/55614/2568/1832/10484/79153/80208/171177/23080/7421/3977/4691/6772/1647/10765/6513/9429/1191/79887/8894/1315/6249/2799/8796/64215/4664/3417/83666/83478/55132/839/91947/81607/23219/9879/55281/203228/114908/10670/26060/23515/3099/64216/80232/285203/201895/1508/57462/2706/5654/374868/567/6778/5653/55031/55669/664/9632/79415/253832/10159/11274/338785/3916/55629/79754/441478/830/3304/6643/54978/1654/60674/402778/283131/57223",84
"TGFB_UP.V1_UP","TGFB_UP.V1_UP","TGFB_UP.V1_UP","112/5109","189/10922",0.000343164310583436,0.00190758984412557,0.00135990810386006,"56603/53616/1591/286/5128/23210/3340/1906/54498/23186/7066/3589/126353/4616/23541/5155/9388/9767/28984/9057/23205/3783/10848/23189/9267/23531/5376/9693/2004/5467/7942/3373/3694/9173/2043/127544/3399/10849/8609/6446/1490/22936/4053/6615/56937/400961/58495/3976/9590/84951/23135/8553/1573/6926/80759/6498/9314/54874/79800/7090/388/25816/81555/29967/1030/10205/116372/58494/7071/1836/23648/2114/6781/9619/3678/54361/2150/10395/94134/25841/55323/23102/221749/3667/5209/79905/9306/5569/3726/50515/2244/80176/221037/10221/23333/55279/1474/23529/22877/8877/23141/6525/677/6274/9612/57591/3269/5154/57154/9853/1454/2297",112
"CSR_LATE_UP.V1_DN","CSR_LATE_UP.V1_DN","CSR_LATE_UP.V1_DN","89/5109","147/10922",0.000508840657169651,0.00274773954871612,0.00195884523662302,"10046/6307/4199/3422/59277/2222/3476/6319/79956/23313/23475/1891/2051/2737/6309/84680/5002/3157/3156/5228/114818/84795/576/84293/55809/3553/5447/3949/94240/11161/23175/1643/9415/5025/55332/23452/54536/8654/8915/148932/285362/26018/4794/27147/2934/25891/3992/196463/6868/2674/3087/147463/571/1831/4047/2232/148423/79762/5584/134429/134147/94241/54704/23102/112476/4597/2495/7148/6439/10791/136/23566/6641/1717/26960/8722/25987/2621/55328/169611/8660/3638/57698/25894/4311/1803/3897/57189/6648",89
"BCAT_GDS748_UP","BCAT_GDS748_UP","BCAT_GDS748_UP","34/5109","48/10922",0.000626405263590581,0.00328862763385055,0.00234444075261972,"5318/25805/8406/23406/2184/23516/4739/202/5144/79669/9540/55041/25797/4602/4488/2571/10912/2643/842/3680/84909/3087/23576/8324/861/80150/360/6520/1051/7334/115207/7262/2650/10447",34
"STK33_SKM_UP","STK33_SKM_UP","STK33_SKM_UP","156/5109","278/10922",0.000977739491997065,0.00499439902668771,0.00356047382576456,"7035/928/55727/25897/10863/4254/4084/1316/7813/602/79901/27125/58476/546/25977/27128/3956/3162/23002/9321/4792/9949/28984/90427/50804/55284/64089/7980/10135/3955/55664/64115/59/3587/10019/8099/135114/1839/57561/80315/57669/390/54206/127544/5997/965/57568/8564/2635/23673/6446/1843/29103/1958/84947/5328/8970/1026/3659/3553/79717/7538/29767/1028/85451/9398/301/948/5570/10228/84804/6498/132864/54874/1847/55329/22822/10161/145389/9990/597/123920/6016/388/65065/64332/114885/10769/27242/9586/133/84159/23657/5756/283635/196394/25780/51351/284161/389/142891/57728/3017/8365/8878/2634/9076/201895/114625/92255/153222/4982/94241/137835/221079/1398/90007/2353/3726/10221/64802/10333/55196/131408/56975/7056/54813/8334/283554/7378/1850/7127/84981/10388/84458/55959/23654/150737/8969/91120/8356/89848/65124/444/9848/11138/9534/55333/7124/255403/8339/338382/3012/8968/8357/8358",156
"PDGF_UP.V1_UP","PDGF_UP.V1_UP","PDGF_UP.V1_UP","87/5109","146/10922",0.00118445765630467,0.00589111834319955,0.0041997390583656,"81887/6047/9759/10294/5597/6793/56650/7188/7430/990/6634/9929/5706/65009/284352/898/55702/2109/7980/4669/374/26610/24145/8567/4739/57515/7922/55233/3069/127544/1647/6675/54454/25940/1958/3624/1026/57343/57050/22880/9816/26953/2230/1847/317662/8720/8560/6574/85458/9320/7071/2114/84124/26027/9672/6314/5702/8800/4665/23339/51031/54541/8754/2353/5209/3777/8941/5394/3267/8061/9920/1960/10472/64963/23545/23299/151011/200424/10447/54898/23237/6526/830/2794/6311/9277/25907",87
"AKT_UP.V1_UP","AKT_UP.V1_UP","AKT_UP.V1_UP","99/5109","169/10922",0.00126346392060326,0.0061229405383081,0.00436500355835944,"51573/51330/637/5583/89801/6307/10347/5214/3422/1316/5165/11186/9618/1906/2222/5550/55287/54997/51430/23541/5836/5641/2321/4324/51760/171177/5445/219699/10367/25984/10493/230/79669/2820/3554/1718/6513/2805/23597/51141/9513/3949/6533/2643/1742/56649/102/11221/10769/56169/1030/54107/5795/5058/10205/5784/5163/8365/4047/58191/205/8645/2171/4783/84270/118881/29763/8879/57494/8000/10791/25849/6698/23119/2990/136/9306/116844/1717/128439/148808/11065/286262/2877/8877/284207/25825/4070/10801/3434/64222/138428/51155/57402/1604/30001/83699/4758/11254",99
"MEL18_DN.V1_UP","MEL18_DN.V1_UP","MEL18_DN.V1_UP","84/5109","141/10922",0.00144133265753043,0.00681029680683128,0.00485501526747092,"3675/5329/1663/7075/51083/771/27092/1906/63967/7042/3710/8829/25777/5834/28231/182/4324/6804/9120/595/10536/2784/7422/2030/1839/8614/79669/5361/10057/55240/23046/2152/3624/976/56937/6239/8744/3976/51200/9945/8728/4907/3936/83729/5045/1969/1893/26018/10184/7436/8038/133/7424/23657/25966/23400/11182/3678/9076/2919/80149/8323/54541/6890/624/3575/3037/50515/55092/22885/6573/8061/2827/1435/375790/3117/3914/6583/1305/955/30001/444/100507436/3995",84
"CYCLIN_D1_KE_.V1_UP","CYCLIN_D1_KE_.V1_UP","CYCLIN_D1_KE_.V1_UP","108/5109","188/10922",0.00197772168693017,0.00905747564251267,0.00645701410326718,"51230/7204/5424/8514/5774/224/3028/4140/2355/8527/3835/5794/5351/372/3983/2687/9647/91289/23170/9663/5432/4324/8312/7249/196/5532/30850/6484/2735/4055/1611/2771/6364/9784/2274/607/2805/10808/1846/5585/4778/6631/1026/6310/3397/8242/7905/1984/1837/3703/5630/10024/10200/5279/10238/8027/9314/7020/5330/2644/10669/1847/10063/6938/1039/3607/1969/3339/7851/4249/7545/5261/2114/861/7791/2264/7048/1040/5479/2875/5653/11031/2813/1043/1138/7064/10524/1263/7056/1960/80781/6525/2972/1762/8519/10991/6829/4122/6273/10447/3304/7916/1874/7866/4586/1052/3833/7703",108
"PGF_UP.V1_UP","PGF_UP.V1_UP","PGF_UP.V1_UP","109/5109","190/10922",0.00201277236500282,0.00905747564251267,0.00645701410326718,"996/221981/5980/51360/23376/4285/9497/26009/175/27067/4052/23224/6416/5597/4925/51109/2011/489/131544/55183/11342/81550/23139/25977/10914/10795/114882/3091/79882/9321/5611/6367/8767/93436/7980/9126/1362/51567/10973/10051/11235/2888/2677/9173/5906/5321/5997/10286/3964/34/50999/23469/8743/10124/57213/6049/5189/5471/4289/4189/25847/6303/1968/79572/55312/9857/23325/64844/4750/145389/22823/5756/26278/25780/51351/140890/9653/6782/571/6103/23382/4116/23272/3673/221154/4319/8754/7360/3799/2861/4534/794/167227/254531/23212/91304/80055/23607/50618/7975/9652/259230/23012/9674/23761/11037/56137/9236/6880",109
"LEF1_UP.V1_DN","LEF1_UP.V1_DN","LEF1_UP.V1_DN","107/5109","187/10922",0.00247320098586219,0.0108705810773943,0.00774956490062081,"6405/56603/51573/9961/53832/5874/5652/23596/2581/22998/9187/10325/54930/28978/1690/79153/51090/4832/54985/1512/23312/5157/10551/6505/4126/1363/5002/54682/4940/7915/202/83989/6364/2888/80303/3399/1490/79695/847/10396/1948/3397/5880/3169/54795/6451/10401/2947/1573/26298/64759/90865/6653/1545/7168/4240/64762/79932/481/8991/7552/5058/85458/3606/9781/5352/54463/10481/7031/64699/51149/79762/1999/5783/54502/27012/23423/65084/80221/79170/25837/956/624/4071/25924/11162/9338/79694/10924/9966/5121/5627/11274/64757/57402/8644/487/55684/1612/51703/1803/9060/10919/5644/6414/8790/79873",107
"E2F3_UP.V1_UP","E2F3_UP.V1_UP","E2F3_UP.V1_UP","108/5109","190/10922",0.00317326741107099,0.0133277231264982,0.00950124511385,"6853/65078/25791/2261/65055/7374/29887/55964/5427/51016/9837/1917/4324/9738/56704/898/27106/51655/27346/2026/4602/64858/9429/22835/576/1959/1031/286336/5300/9143/146330/2571/29767/1028/83855/3110/4861/529/2643/5111/79022/8739/84915/11001/90378/51514/11000/84451/7483/9258/81928/84304/23576/1633/7074/29028/84885/116238/9401/79622/3625/3248/23462/80318/195828/144455/56935/25837/29901/2237/10098/201255/3790/11076/154141/26996/79683/8534/9134/8851/5426/81575/10194/253650/283554/84206/254887/80757/140707/149175/339983/5727/146760/387763/2175/388228/140688/51734/84456/1122/134111/57026/23089/1050/25907/85358/2297/92659",108
"HOXA9_DN.V1_DN","HOXA9_DN.V1_DN","HOXA9_DN.V1_DN","108/5109","190/10922",0.00317326741107099,0.0133277231264982,0.00950124511385,"6542/9918/55/10953/6307/55706/6515/55388/6720/3998/54962/56915/56681/3693/8895/4998/55668/8812/8318/990/2289/1690/9837/57761/6713/1891/3202/2887/230/23329/222658/7915/2030/3157/55374/3156/6747/55120/3485/10849/3070/1958/27161/4430/79733/23558/55544/51164/28992/11161/8553/4853/79022/9415/29923/26136/10253/8027/55165/675/55215/10733/2212/6004/5558/84296/133/3992/2059/9781/60485/5163/3087/7545/4900/29028/1831/875/4047/55765/1849/22836/256987/8323/6619/11168/9317/9200/4597/81620/22809/10477/1717/3310/10276/3177/6470/5198/9582/55076/64785/64853/30001/79366/9824/114044/2189/8358",108
"MYC_UP.V1_UP","MYC_UP.V1_UP","MYC_UP.V1_UP","102/5109","181/10922",0.00576281622397946,0.0236776579637417,0.0168796447750428,"81887/4234/23223/51154/55850/84649/51018/4335/54475/7374/8527/56915/25929/8602/54517/23481/10598/54976/11040/10166/56704/55621/7087/10367/56652/27346/9136/3336/10056/271/5321/10849/26094/29914/256051/84292/29078/5393/10257/30817/83855/80758/64425/10669/6652/11001/5373/10650/94015/10609/115286/23082/23171/118491/4325/51001/56896/1844/124093/64216/84315/222962/55536/65083/84881/169714/115752/84798/51293/29901/79663/2813/2353/90161/53342/3310/6573/153364/29952/79751/1662/201164/79077/54952/126382/152579/220323/10078/116447/130574/346689/147923/6281/80742/29902/542767/81890/29803/10195/729993/400916/284098",102
"BMI1_DN.V1_UP","BMI1_DN.V1_UP","BMI1_DN.V1_UP","84/5109","147/10922",0.00712766196334691,0.0286623002355865,0.0204331630752162,"3675/9052/7204/7075/51083/5362/2260/1906/3732/63967/7042/7078/28231/182/4324/6804/59/22943/595/24145/10536/653/2030/1839/8614/6364/3694/3749/6513/2152/3624/976/56937/8744/3976/3872/51200/9945/4907/2583/3936/8884/306/83729/4240/5045/1969/57007/26018/10184/7436/8038/4314/7424/23400/11182/3678/4041/9249/9076/2919/19/79850/6890/624/3575/3037/50515/55092/81839/6573/115123/3177/56892/2242/1435/79581/375790/3914/1305/140885/444/100507436/3995",84
"ESC_V6.5_UP_LATE.V1_DN","ESC_V6.5_UP_LATE.V1_DN","ESC_V6.5_UP_LATE.V1_DN","100/5109","179/10922",0.00866948651510004,0.0341361031532064,0.0243354007441405,"79017/637/23223/55781/51660/55588/602/27071/32/27292/3383/25776/23492/26164/57761/10005/5422/7076/9013/2997/1891/57716/57664/93436/5054/20/54906/117246/4126/2735/4256/23195/7942/4015/9136/57448/1647/22868/6446/64858/2103/60370/79886/51569/81930/3624/79094/79733/126299/3958/2012/301/9314/4609/3032/51163/11001/94015/201456/8444/84524/9203/79691/404550/58494/23522/162989/54865/3625/84283/2199/5245/84798/51129/4071/53838/51013/49854/1263/1212/2810/2118/26471/2877/284119/633/3932/56941/162239/375287/10509/317781/81848/2707/6275/100/6277/9277/10381/100170841",100
"STK33_DN","STK33_DN","STK33_DN","151/5109","280/10922",0.00898151824835884,0.0346429989579555,0.024696763389687,"5577/84058/55703/7414/1829/5291/26999/5424/57418/4756/51018/8218/11320/29953/10998/790/56265/84144/6319/3983/688/65990/29904/5157/56704/11184/5425/54619/27143/57460/54682/56994/9750/2178/202/8614/5096/84836/26084/23007/51011/4548/3399/10327/8503/54996/55686/23314/79695/79946/5357/8743/2322/4778/23363/6590/435/54832/4147/84327/1024/23164/9645/80759/8676/55316/2542/150864/306/6457/114876/10609/84958/6004/84451/129804/55502/6988/80854/25816/135293/113115/2620/8525/8501/23052/9781/5213/831/23576/404550/54463/55529/114928/978/203547/2232/55260/10380/79762/10602/323/2706/5979/9702/84706/5092/352909/157638/388969/6419/26115/23566/57687/596/53342/8658/116028/153364/9920/767/144348/401097/222166/387914/55076/25825/3932/202243/84133/254887/7026/64757/84842/90624/346689/91373/55753/114112/1122/340527/7923/7407/403313/90861/79680/387882/51236/10687/284098/79154",151
"LEF1_UP.V1_UP","LEF1_UP.V1_UP","LEF1_UP.V1_UP","107/5109","194/10922",0.0111661144702467,0.0414954159387057,0.0295818058488127,"60481/2273/51177/7431/3755/7133/6515/4129/79901/1114/393/3589/3956/3002/655/4923/28984/3783/5054/2625/10367/22943/25984/2004/8614/1627/7474/2335/9486/894/4053/7852/1959/23363/56937/30817/4016/64097/2258/6535/9590/55107/4131/10763/10810/9201/23037/2012/8728/5630/347733/64220/83729/2774/1291/1382/5631/3992/80014/23057/26053/978/7062/875/2020/55503/558/3489/2786/4920/2705/23414/112464/3037/50515/6919/23612/8061/115207/10620/1960/8204/3932/6331/3768/4753/6585/23048/51393/6274/4128/6275/6273/5154/23237/6526/3897/7052/3303/3887/79958/7693/56967/9936/25907/59348/115290",107
"SIRNA_EIF4GI_UP","SIRNA_EIF4GI_UP","SIRNA_EIF4GI_UP","56/5109","95/10922",0.011197175729492,0.0414954159387057,0.0295818058488127,"51056/292/7812/9918/25875/55726/3796/5250/5720/25777/5836/51016/1512/7138/9512/3315/79009/64065/10884/10575/1434/23111/3032/23344/7385/22980/10939/9869/4841/2746/678/375056/7508/55005/476/5783/819/501/3635/6699/6698/7324/1605/79783/23403/27335/1728/23401/57402/3482/5660/79600/9189/1052/3106/23741",56
"GCNP_SHH_UP_EARLY.V1_UP","GCNP_SHH_UP_EARLY.V1_UP","GCNP_SHH_UP_EARLY.V1_UP","96/5109","173/10922",0.012658936384115,0.0460103649345718,0.0328004829385976,"7095/1185/54799/54443/23649/4361/26009/54908/23095/4913/55388/27125/9138/29089/8028/7514/3842/23047/81929/6790/9962/24137/26277/55105/54566/4174/55245/10735/56271/5611/28984/1723/80381/7087/54619/117246/51747/23360/28960/2965/57122/1871/79745/7072/90231/4602/84078/1164/65109/79939/79733/151648/547/9113/51132/7153/85415/4017/23456/6426/10592/65005/51631/1111/4685/51582/6464/9672/26225/6259/90826/221937/57494/6240/3761/2237/64859/200933/8061/7298/9212/10293/1435/159013/4673/10772/1604/29966/54898/6815/1733/5500/1719/3833/90120/7844",96
