"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN","GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN","GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN","147/8334","200/21355",3.00685805853217e-23,1.40174255674118e-20,2.3047782821859e-21,"54443/51177/8531/55726/9697/55388/259266/55771/9319/6626/3835/6790/29929/22974/332/24137/63967/9942/990/3956/3002/4605/51012/191/331/2491/2184/30844/10397/898/3978/22949/55163/2305/10635/7167/1871/51053/64065/7272/10112/9173/991/3925/4751/1063/112752/84898/343099/1959/11113/1031/6491/1026/10606/79733/151648/93974/7283/7153/3958/63979/8546/8728/26586/3832/55165/1763/1062/2098/7453/90381/11004/83540/51514/51097/2177/890/253714/113130/210/26007/1111/57405/3087/5352/220134/776/9133/145773/3017/995/29941/643/112939/9401/29127/147841/899/130814/8833/25886/11157/2171/501/9833/221150/220042/122769/144455/23300/9768/5347/55872/84879/2237/255743/7798/699/983/79801/157570/3669/1798/1163/11163/9156/11065/348654/161882/3838/377677/51065/55010/146909/729533/5718/4641/81706/54492/441282/1719/387882/1050/256302/11072/29128",147
"NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_7DY_NEGATIVE","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_7DY_NEGATIVE","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_7DY_NEGATIVE","290/8334","475/21355",9.36841405890739e-23,4.00343560783976e-20,6.58254356244283e-21,"7748/29116/23177/22902/57476/11171/960/10863/10198/6307/57602/23200/55749/6433/10147/22904/1316/23198/57560/6095/26986/28951/27125/23332/5609/9063/5527/55183/4850/7188/91746/55054/2683/51194/23645/581/23348/57062/25831/54822/7430/23468/4214/4670/84844/5494/6430/55671/6789/25939/8731/28984/5257/83752/9057/408050/23420/54793/3191/26959/7965/2625/22841/81855/80351/7019/57532/6198/7323/51274/23360/10944/8496/4891/80018/5869/6428/60468/7803/10973/51696/9749/9685/1452/7337/55186/56987/54800/4820/27086/6711/2591/23301/80146/3241/1386/7341/6421/54856/9129/50999/57035/23469/80264/11278/7320/92400/8013/1743/58517/54454/51646/1846/64282/84248/3204/262/79828/81579/6431/9208/5911/23157/5469/51119/89846/64919/50809/4289/3712/10776/51105/904/25983/51429/3727/64145/55556/55037/85451/10207/9205/5025/4907/3178/1783/1660/9882/6434/5695/4926/58487/64776/8884/57559/51163/6741/150864/53371/9908/246175/9818/3480/5366/481/11221/23219/375/3707/27436/84236/5868/64651/4026/57721/5295/23635/78991/91272/8473/818/23052/5756/127933/143884/133746/9412/25909/4929/1105/124540/1633/57466/23522/1974/23049/1831/8450/10020/7109/196264/151195/204851/64343/7048/57018/64419/26043/253260/9263/54704/11168/80318/5277/203522/56339/255394/25820/374868/57494/164/1877/1499/11273/6774/22847/85476/3635/3187/3094/7798/2873/10746/57148/9533/54205/49854/6777/5936/9776/23015/205717/23141/140775/6232/80169/54813/23042/9282/8204/79813/5912/51335/64061/7327/146198/283820/163702/3840/158293/196528/2272/84458/79693/3117/5094/56882/6687/9814/4194/801/9737/116228/26058/653316/65986/5150/1388/1654/200765/60674/10432/378938/57189/90799/9641/9939/8148/8339/64940",290
"GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN","146/8334","200/21355",1.30614525352089e-22,5.15224066158086e-20,8.47143601676301e-21,"7133/5888/639/55706/8531/5597/9319/54962/79023/55796/3835/4998/8438/22929/29929/23594/11332/8317/5902/3956/4174/2079/9837/51012/9097/10857/5230/30844/6713/4173/898/4521/10360/55247/91057/51296/9761/5985/1871/4001/10007/23150/991/3925/7347/5887/1846/10987/51029/10212/1026/6745/80207/27111/6238/11034/10054/1854/79733/93974/51659/6627/5901/63979/5983/55143/3703/8676/1783/23456/26586/10592/51645/85465/580/84920/22822/80349/51514/7873/890/54438/113115/113130/123/3619/1111/196383/93081/60485/10160/7074/701/6396/7804/9069/9133/340348/3099/23181/6427/256126/80150/51072/10654/5984/3148/4085/2171/501/2669/195828/9833/122769/840/9768/5347/10229/6240/7083/55872/2237/5272/9943/1163/162333/9156/488/7298/9212/1104/3838/302/9735/79135/55010/10383/5557/11169/9824/3105/222234/1719/140735/23191/29128",146
"NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN","268/8334","433/21355",2.44676066947791e-22,8.96213479505908e-20,1.47357541071564e-20,"80853/29116/54476/4190/54764/9921/3298/9709/51602/57602/55718/6515/57609/602/6095/10947/26986/490/27125/79960/5527/83737/56681/56650/91746/55054/54469/57062/7597/25977/10914/22861/3189/1153/4670/89781/113791/9929/5494/3091/22990/5411/26205/28984/2935/11184/7561/26959/94239/6742/8662/2625/22841/79009/54906/1998/9693/23130/5007/65117/1027/57515/23195/51696/5252/7422/5144/10051/55186/56987/4820/80219/55818/22848/9528/6421/4209/10625/11123/22868/23469/7128/80264/7320/5887/58517/92344/51193/7852/1314/8034/9904/860/140901/51119/4189/84268/25983/9026/22927/51132/64145/6533/6627/3021/29107/51526/10208/694/3845/8553/23175/10492/4076/3178/9958/1783/55901/6426/55627/8027/23787/51439/6653/51496/5876/3184/22872/9818/7090/3480/9960/1039/9905/757/27005/9898/163859/3707/23020/2803/10299/5814/51631/8473/6134/54915/27250/57700/4249/133746/140890/124540/118813/81894/23522/1844/6651/10020/7307/7109/3716/148423/80232/6314/25976/57018/6259/54861/80149/253260/94120/5277/254170/23588/118987/169714/9188/55088/440026/81565/164/399665/29123/93487/8313/9925/23099/3094/220988/55636/9533/221037/9451/54971/22992/144195/1106/3267/1263/23015/84285/345778/7056/51341/5187/144108/10620/11336/23060/155061/768211/9798/283989/56941/64061/5142/155435/10572/23764/317781/283991/338657/84981/10772/3146/54737/5770/79693/6477/10865/160760/221785/5094/5718/140688/9583/26020/57162/50861/6709/6687/8227/9814/415116/7169/4194/57154/22887/9737/57683/2794/653316/65986/5150/4676/79441/81669/378805/60674/7844/10432/23642/379025/90799/9939/55802/55056",268
"NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","290/8334","478/21355",3.65129871956061e-22,1.24825732226045e-19,2.0524142276267e-20,"204/25998/5048/928/3423/2534/5286/5329/55622/25960/55734/51230/3459/56474/55761/2581/54969/8531/23041/28996/23294/1316/7132/10640/79901/224/54878/1739/32/55094/3566/79960/29957/8886/2280/8655/51433/54517/3655/5742/2289/114327/80173/79956/10483/115201/6907/55757/55313/64397/79848/6788/9466/10156/8887/23064/7763/54462/56647/9570/708/1362/6945/10493/7126/374/7358/1374/10114/55832/79158/25842/9750/896/10591/4124/10884/10007/10802/23276/11222/26003/7456/1386/7072/10625/1647/4548/8674/7128/81847/64858/8013/51077/26123/64411/63931/11193/1958/27230/7112/8743/3204/48/79269/1959/3709/9367/10564/4552/57380/9477/2069/23019/23163/23352/3092/5782/163131/23383/8226/54552/10439/6249/10277/10487/22/9779/3597/85363/26057/55303/9645/23508/10390/79577/1368/4193/3300/64114/10154/55270/55627/93643/29088/10113/55759/55032/10144/55589/55500/1848/23344/10150/4123/7168/50488/9123/79590/26092/54507/2590/1130/8560/23219/79137/58190/58477/54491/526/9166/29982/51144/472/3176/678/10461/4929/22878/528/64210/6566/51001/23049/54778/1831/2114/1844/1827/5316/7109/54865/9592/5635/80150/83941/57326/6565/64343/80145/2919/25898/64769/23272/27236/25879/6619/58526/4712/51585/55172/56935/9702/54838/54386/7705/5867/93487/4247/7336/3576/7580/3987/10491/11214/84669/9788/2548/55144/5734/596/5394/5728/83452/283450/22992/64859/1964/10333/55167/55196/79772/22877/9240/23141/5198/2517/1960/50628/4261/79701/7262/79673/28955/3985/7267/10766/4700/23764/25840/79184/8660/3858/8295/79754/55660/112479/4155/444/11177/23137/116228/4758/3304/3303/8449/11138/65986/51451/23012/51157/1147/221092/114044/7124/5863/4671/7768/7767/55056",290
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","145/8334","200/21355",5.53247487097756e-22,1.77315819614831e-19,2.9154686655612e-20,"211/2730/3149/54908/63933/5888/55388/259266/7158/55746/9319/3028/3161/4171/79023/7374/10615/6790/22974/16/24137/79968/990/6732/11332/5902/79019/9978/5427/4522/5693/5106/51016/28231/1478/5422/2184/23516/4173/4521/7965/6119/5889/64151/6539/10635/8099/7421/5985/2597/10112/1058/5496/3554/3925/1063/63931/7112/23397/1475/11130/10376/55355/1164/2806/10131/9787/10606/51659/7283/3597/7153/5983/891/79022/29923/1019/9700/64759/10592/8870/29088/3832/55165/3417/3033/55500/22822/7453/55215/11004/8804/7371/51514/54892/1111/79682/701/9133/29127/51728/8802/56992/5984/27236/9833/4176/9768/5245/84790/7083/10963/2237/5223/1503/6241/1163/65003/5708/9793/84617/7298/6470/6888/475/80010/9212/1537/79077/64785/3838/8624/71/51155/26010/203068/1612/641/5557/200734/11138/90861/2189/1719/8345",145
"GSE14415_INDUCED_TREG_VS_TCONV_UP","GSE14415_INDUCED_TREG_VS_TCONV_UP","GSE14415_INDUCED_TREG_VS_TCONV_UP","133/8334","179/21355",6.87375233312893e-22,2.07344717436971e-19,3.40921090949614e-20,"7431/54908/5888/10721/55706/55388/9319/3161/79023/10615/6626/3835/6790/10961/332/26227/8318/5902/3956/3002/5427/1033/9837/994/55723/2109/11033/4521/6119/57584/55247/6309/10635/8099/5985/83461/7167/26271/51053/2034/991/3925/10987/1031/10212/5690/63922/8520/1854/55320/151648/51429/93974/29893/6627/5901/63979/5983/55143/10024/5270/79075/51645/11270/57082/580/3033/51228/3613/83540/890/55651/5558/6836/4288/8479/8872/115106/57405/9184/1622/1633/9133/995/8365/8407/4061/124801/256126/147841/51728/56992/7086/4085/122769/144455/27343/55839/4176/5347/55872/150468/699/983/27258/6241/1798/4580/1163/6470/348654/9212/1104/6472/302/161/10293/7332/146909/10383/401541/729533/23654/128312/5557/439/801/57819/90861/1192/8370/8330/8345",133
"GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN","GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN","GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN","144/8334","199/21355",1.03833878892263e-21,2.95811183866402e-19,4.86379748495336e-20,"51056/8837/204/163/79017/5329/2067/7077/9603/63933/10079/8531/5165/602/114049/224/4171/2023/54962/79023/3093/10403/231/3301/23594/1312/990/4436/3326/11332/6319/4174/5427/4522/7443/5693/9837/1457/191/23475/2184/11339/6788/6713/10135/2617/10105/5889/5717/55379/7421/8914/7167/51053/64065/7272/5144/51294/2335/3336/533/3070/26123/56943/1846/23397/5033/29095/1164/6385/1434/5690/2537/813/3949/51659/4678/4628/1022/2012/55143/29889/23670/10592/10211/8870/8836/5962/3832/9585/60490/306/22822/1848/7453/4236/2958/9123/5366/51514/388/55651/54892/79682/6695/80223/79053/1827/9401/79622/10252/4085/26872/7415/7417/3419/6240/55872/10963/699/983/5036/6241/28998/27235/1163/488/79683/2885/4729/9582/1104/2242/5831/64222/3014/347/2547/5718/641/5699/90861/7416/10381",144
"GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_DN","GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_DN","GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_DN","144/8334","200/21355",2.28571642218669e-21,5.09615383172754e-19,8.37921672389719e-20,"9918/54443/672/7431/6642/7414/999/5982/91522/29927/5424/55771/9448/9319/617/10615/2260/3835/23139/57544/8655/51433/24137/1808/8318/8317/8829/3956/79019/25777/91289/23170/80020/3705/994/55125/80152/23475/22995/10397/23370/3978/57584/23185/5889/7468/51596/10051/23150/6711/3925/1063/5524/23397/2322/1164/9088/79733/1032/23149/9026/7153/10955/84787/84722/79022/55143/8638/10970/9493/54874/3832/1062/283431/122953/11001/80119/5046/55215/3613/10410/10055/65123/113419/55502/23635/10788/113130/93100/4288/3619/8479/55691/125206/84532/7074/701/4061/9672/151246/9200/1152/9710/4176/162394/9768/81620/124935/55872/157638/8019/136/55038/79801/5031/6241/10924/1163/57674/29952/10522/5339/302/1468/9735/3665/1762/53373/54821/401541/388228/1612/1778/6693/2870/5557/11169/3897/643008/3107/54492/3106/3833/23380",144
"GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","144/8334","200/21355",2.28571642218669e-21,5.09615383172754e-19,8.37921672389719e-20,"9918/10460/637/55635/54908/3309/55706/5424/55388/259266/9319/64778/10615/4998/8438/22929/6175/24137/26227/8318/990/23468/3710/1033/5641/6729/9097/51566/1445/30844/51366/10226/7965/2146/23189/1326/10105/7531/64151/3312/10988/2305/10635/10019/2026/8875/10112/523/23276/4691/55120/6421/991/23215/1509/4602/5311/3181/9643/9787/57570/6597/6397/1786/55422/51659/7283/55915/7014/90956/891/8536/23175/9315/1019/9700/9882/64759/6426/10592/10541/9380/7280/3159/9493/8412/3832/1062/675/4236/55215/55784/22823/81611/51514/7873/10299/54892/2934/4288/57405/220134/5922/80223/9133/1844/29127/124222/10109/56992/4085/9232/2171/9833/9188/4176/29901/55872/54541/2237/79801/5223/10924/167227/11065/8607/84901/475/2885/9212/2517/9500/79077/56941/3014/51155/3146/4311/23654/100/3151/3995/1719/7844",144
