"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN","GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN","GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"3298/286/7414/2581/23294/27071/537/6793/3835/81550/51729/8895/9962/23256/79968/10762/51322/8897/1439/1690/23002/9057/57020/5516/7639/196/22841/10613/1655/6945/25979/56994/55914/3157/10641/64135/4751/7128/5311/55717/847/55791/51116/79269/6845/8239/7978/163131/6874/3958/5989/23108/10208/10313/79022/301/26136/4907/3915/55654/7746/58472/6741/3417/57707/2212/5993/1238/10769/51312/84159/5884/50807/9630/57466/92822/93210/51727/64343/3148/8879/5867/6774/10477/3308/50515/80194/10855/55884/9792/79673/51363/84975/677/1604/9819/4122/5265/6281/1675/2673/7405/80184/23234/55739/388677",106
"GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN","GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN","GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"79007/51099/5725/5981/23644/999/9150/10294/1459/11320/6400/3998/79023/22978/56949/3835/55614/27037/5594/113791/10175/9517/26133/412/80183/55757/54758/10469/54531/5985/8724/10767/23113/23046/57718/256051/23024/2914/9953/5908/58513/2792/55908/1786/7376/1024/55303/55207/79595/56886/84253/55833/57082/29766/663/55028/2064/5195/55793/5868/5793/26007/55835/26272/51571/55229/9753/64600/2909/1953/10085/2020/55839/80095/56905/1613/3761/27249/10791/25849/2813/3344/23566/10892/167227/1240/57118/10293/6331/55010/10623/79955/51182/58500/7699/27044/27347/2710/26046/79065/7693/5863/1945/27350/30837/7703",106
"GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN","GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN","GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"55830/29927/5378/4710/9950/23446/54916/10640/2023/23431/5205/4528/8655/16/81502/4281/80777/3163/7993/1891/7138/6217/6119/5532/4717/23788/51147/23530/10007/6747/81562/3069/8443/34/63931/7112/51019/55791/219402/11130/10549/29095/79828/5690/10245/23753/64087/5111/1965/84893/3703/6885/10574/8836/6741/4716/22823/79590/10456/55252/83879/55164/26521/9456/22878/9601/1836/1633/79053/5710/115209/8802/23272/4712/220042/25961/7184/7705/4247/10960/51237/85315/10474/64979/6241/51112/51315/80011/64801/5707/339487/9582/23760/9831/9276/51065/64853/127534/203068/5557/84852/6048/90861/402/63940/64968",106
"GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP","GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP","GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"4800/79007/221981/1774/2530/3757/6515/79832/1117/10681/4925/4335/11320/32/8527/9063/3797/2775/7597/1153/113791/9929/25777/25939/83752/4324/408050/665/23370/203/1998/4256/9750/7803/8875/51696/51596/5144/6711/57535/6018/1063/7128/51646/4601/113/10124/5335/56255/4149/23263/7538/7837/55422/6451/9779/23108/51526/55082/301/55270/51439/6653/9960/10140/1238/9922/23635/7552/3688/9231/5163/678/1105/26207/23043/1831/3689/57326/256987/360/220972/51585/118987/80063/10982/915/2353/253959/4482/2902/92815/9802/4753/59307/8660/23270/6275/4763/373156/51170/7405/10962/5500/5863/55056",106
"GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"9961/823/8635/11119/7414/5256/7813/26469/7321/8243/4898/2222/2060/29929/22803/4214/91289/5836/10484/1457/9658/53635/1155/8661/2549/3312/10114/54682/23527/4179/26234/8805/3709/514/55809/9491/81537/23309/7533/8459/54552/23108/4678/84250/6272/55082/8728/79616/51439/54536/51380/54849/51651/3613/9980/4170/7170/65123/9586/168374/56996/29982/2746/472/79980/1456/112616/30827/55529/1622/9673/54987/1953/23001/10559/255394/6692/84191/6809/84790/283899/5986/58485/84669/4534/2548/55196/6197/151188/147991/80010/202243/4707/25840/23299/4810/283219/4763/26020/51170/4215/11331/1052/9674/9236/8345",106
"GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN","GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN","GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"55610/5577/25998/29116/26993/10046/56474/2139/259266/5255/23198/54556/6932/3732/55668/6548/9552/8317/79956/9701/1113/1477/79863/215/408050/6810/23205/10397/55111/11140/51298/6324/2617/6009/10645/23683/271/55157/10849/22936/80262/718/79575/6535/63827/10955/11224/1847/22891/83478/91445/22980/55135/1453/6455/207/55224/9344/26353/10160/375056/55361/55229/64600/2035/3460/7135/11182/10444/80228/51005/553115/1398/367/197320/54714/682/2804/253959/8322/65108/9537/57804/79836/9632/4729/811/9798/7267/6525/11187/23764/203068/9612/3914/1066/339229/8859/10919/23/3887/79729/5671/81669/5863/8968",106
"GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN","GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN","GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"5244/3720/6482/933/23649/3755/22807/55841/1183/3566/55437/334/57613/79603/51530/113791/2321/50615/51760/113263/27075/54926/1362/23531/8496/6404/60468/55084/55603/604/27086/80146/50489/5887/79627/79886/400961/9953/4430/54982/22903/5287/694/54522/9743/9315/23670/29923/55226/2356/27314/26160/55589/10099/57610/351/81609/90102/57205/817/91272/84513/90488/60485/221895/9653/55740/55326/673/121665/7805/54861/55764/10252/55536/137835/220042/9710/3660/59339/202018/1107/5272/10855/26996/23051/79666/205717/7156/8204/2187/7325/402415/55330/2650/1806/374393/9679/55534/3482/104/5167/1122/79600/57615/5175",106
"GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP","GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP","GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"3207/637/7133/26099/5128/7158/5597/4791/5663/56142/54807/4998/23645/51291/51310/26227/9929/23351/57761/6611/9455/26093/29997/10135/23189/1326/9693/4928/1627/84695/26038/7709/8564/1889/8013/79946/3164/27076/2069/7408/5908/148022/4016/80328/4814/2643/114034/2583/8676/6434/25822/6176/597/51458/1453/6455/5868/6161/25816/23052/3619/219333/654/571/6156/60685/8407/84124/2634/79885/820/6208/51271/4665/6137/7083/79155/6698/9283/147/25948/5970/6623/79647/146691/23141/6232/1198/3119/9798/56941/64061/8303/23764/22821/3638/7328/10991/8326/10865/4914/4583/8859/1454/26286/6648",106
"GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN","GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN","GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"8938/3720/6482/54476/30845/4361/57476/22807/57514/25897/822/8531/6558/7813/5774/5527/10403/55573/11332/8829/4616/5641/655/6855/10391/1445/57030/5446/2625/1326/4355/254394/3554/2274/55041/127544/9324/4602/22936/83982/10965/1846/1164/84969/6659/51371/254428/8728/8676/64114/10154/55329/11107/55589/23710/8844/79180/23179/23092/54438/54107/23052/84159/3606/121551/26272/50807/776/2063/29115/9261/284996/80149/3015/11157/6990/143279/3636/123169/63901/558/7798/10678/79095/50515/253558/2745/26471/11145/143888/9500/205428/56941/57419/7332/84937/7328/6275/837/4217/1803/51135/27347/84456/64968/23191",106
"GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN","GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN","GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN","106/8334","198/21355",2.2865094342138e-05,4.35557963545631e-05,7.16154710567473e-06,"8837/330/23118/6624/3301/29887/3383/7494/51199/9766/4792/8767/10148/10135/54462/1326/9693/10938/51561/9750/9444/10289/6364/64135/127544/58480/1647/7128/29126/8795/6385/9953/3553/79689/3949/2643/54453/891/3656/3601/51347/8638/8676/10154/55332/10010/8870/255488/4664/54509/597/5366/3068/64332/25816/10957/6934/5795/25819/79682/60485/114908/51582/112495/119392/1844/84919/3460/11182/2919/80149/116039/94241/144455/56935/5271/5724/3576/7360/983/5209/3344/171024/27289/1263/23529/79666/9852/285848/754/79135/7127/91404/23048/387763/123879/4520/100/57162/127687/415116/11177/65986/7124/100128191/6648",106
"GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP","GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP","GSE14415_ACT_VS_CTRL_NATURAL_TREG_UP","99/8334","183/21355",2.39580050813735e-05,4.5620738974112e-05,7.5010698575958e-06,"56603/6307/51154/5424/51015/7515/79023/7419/6790/8886/10961/332/23594/27037/5902/25807/5427/9837/1936/55723/6119/10539/708/5985/83461/26271/10591/7372/51639/991/7347/57404/9479/8743/79002/9643/79828/1164/3553/5690/7277/56984/84268/151648/51690/6627/11161/56907/3939/10440/1019/1368/56267/1039/57410/7371/79169/55651/8479/93081/9184/118813/1633/137682/6396/124245/8407/124801/51728/26027/115209/94081/84460/9768/8772/55872/65008/1138/983/27258/5223/6241/1212/5441/200150/219902/286128/84967/55343/3838/10572/23764/10383/729533/128312/57819/28973/3133/10921",99
"GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP","GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP","GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP","105/8334","196/21355",2.40072948795098e-05,4.56976273727268e-05,7.51371203004232e-06,"2534/3298/8635/822/10863/55841/6894/6515/6672/6160/26469/54847/8527/3566/79960/2932/54434/55614/162/23002/8780/9767/80183/11151/64779/9466/3202/23064/1787/230/51296/10019/60468/202/10591/604/868/200576/54856/23046/11064/54454/976/7913/79144/23499/81926/23225/55544/51526/54663/8553/4853/4907/9314/597/64762/54877/351/7159/27436/23635/6134/85458/60485/3087/5796/831/55364/1633/57466/80223/23355/26053/29/55823/51035/23358/10252/9263/55568/118987/64400/1107/155066/64393/80011/9092/79666/55152/5062/5324/3932/9284/8303/51466/10793/9737/8859/29803/25850/339290/9939/11165/31",105
"GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN","GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN","GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN","92/8334","168/21355",2.4428972219883e-05,4.64830313705232e-05,7.64285001391516e-06,"54476/5286/5476/9697/55593/27440/55062/9319/284403/2683/54498/54997/393/27128/9701/23170/4605/81610/23253/23406/10295/25865/8887/54926/1362/7421/4001/80325/3241/5768/23046/9991/23397/79026/27111/6249/1786/6451/23175/51317/3915/9882/51645/6941/23787/79847/55165/2120/22901/3613/4026/113130/8525/23052/84304/219854/80097/5140/10160/26207/1622/55229/995/4720/1465/10444/7805/10380/4085/26269/5885/4088/80221/83986/54541/1043/58485/80194/1717/155465/9156/8851/26873/11187/5727/64853/151011/147645/10865/9260/259230/2189",92
"GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP","GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP","GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP","104/8334","194/21355",2.5204213029078e-05,4.78693349678193e-05,7.87078933188752e-06,"54879/22807/822/9454/5424/2817/9340/23250/6710/6620/3998/55020/4791/5317/790/7597/1312/126353/5594/6305/91289/27351/26133/191/5127/6650/10295/7264/5971/53635/27113/9400/9600/4820/4209/2166/6446/5507/23024/1408/7852/5585/8202/3704/3397/58986/54795/4245/29893/1022/1912/60560/92558/25822/317662/23476/11132/127703/8751/2041/84296/56904/138151/80014/23049/23400/9592/10109/80155/133619/58526/55172/26012/7171/4597/8085/51293/5871/10960/6699/5986/51282/7064/2783/22992/254102/1263/26470/5339/91304/6734/6525/79581/4059/7874/387032/58500/23654/57165/7917/9189/146542/10381/8343",104
"GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP","GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP","GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP","104/8334","194/21355",2.5204213029078e-05,4.78693349678193e-05,7.87078933188752e-06,"115939/330/54480/57602/3918/865/58476/8079/4650/85377/54471/6729/55969/24148/7355/23568/10664/64748/54531/2931/7461/54619/11196/55161/6242/80219/55223/9129/10376/80207/64768/8226/9754/84971/55915/51308/114034/90627/10492/10200/158427/9856/84259/85465/10113/53371/55917/27/23219/55502/64332/4026/4651/9586/54107/11128/93081/90268/64084/11182/9673/80232/133619/134549/5277/65083/9790/8879/440026/4824/2801/84790/6730/2194/80131/84522/54205/10221/147687/64859/488/56945/55844/23765/51272/55095/122809/285848/53637/28955/6525/5142/79581/7874/3014/387755/401546/27153/55660/57089/255919/51236/8139/55802",104
"GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP","GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP","GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP","104/8334","194/21355",2.5204213029078e-05,4.78693349678193e-05,7.87078933188752e-06,"22807/7204/1829/1112/28996/55633/259266/5927/11343/55285/51776/1808/4616/27128/55757/5257/8797/9124/23268/1363/2651/387119/57666/9685/4090/10051/51409/6242/2335/3485/7072/81563/23266/10765/6446/4072/8835/83690/847/5335/6659/6310/5782/84962/6397/23383/9754/22903/9743/9315/79786/2752/55667/10152/6821/65123/54491/7552/85463/3992/9231/1105/2114/3460/10444/3678/284611/50650/501/254065/154810/7551/147138/54910/367/7324/10678/51523/3603/326624/5017/81839/79683/55279/10409/8204/80781/148641/128239/5587/11156/8303/10801/23396/6256/389206/196528/1612/100/63940/401115/285512/4067/647946",104
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP","104/8334","194/21355",2.5204213029078e-05,4.78693349678193e-05,7.87078933188752e-06,"3052/9918/54799/5601/58508/54878/5250/22979/51290/22803/10914/2802/9647/27128/57820/57761/4281/22995/55353/23731/1787/57178/55294/9761/22818/387119/23150/66008/7347/84795/2107/157506/6144/343099/5033/27161/56937/6310/60559/10400/10313/8650/6272/54407/9816/11097/6426/51531/7097/54816/55206/91947/6187/1213/23521/29922/2590/113419/57205/54892/51312/84513/9919/6188/84304/226/134145/5018/1836/6156/1915/135228/8703/861/2909/6132/51035/50651/284996/619279/26130/219654/23102/352909/3516/7532/57684/9451/6666/64219/7267/57118/57634/7327/90624/84307/11261/7919/51465/790955/285830/388815/4050/92249",104
"GSE29618_BCELL_VS_MDC_UP","GSE29618_BCELL_VS_MDC_UP","GSE29618_BCELL_VS_MDC_UP","104/8334","194/21355",2.5204213029078e-05,4.78693349678193e-05,7.87078933188752e-06,"10181/55692/933/330/10863/55841/26999/5218/9448/27125/489/3566/4983/91746/7430/3983/113791/1983/994/11040/80183/6625/25865/27075/8036/4927/10493/975/9750/60468/51696/868/10289/200576/6711/4953/8609/23469/80264/22936/4601/1958/5533/10133/7277/8910/5287/694/22800/23508/8728/4907/3915/11137/23325/26586/4609/27314/83478/10099/55784/29919/10957/91782/84159/27250/2308/1456/678/25780/1974/1831/643/6259/3148/9263/360/54386/59339/9788/55636/11346/9451/3669/79703/115123/55196/23015/22882/80169/51363/25825/51427/961/7088/10447/57162/7594/6643/285830/9834/4050/56242/100133941",104
"GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP","GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP","GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP","103/8334","192/21355",2.6458271367119e-05,5.02325122438306e-05,8.25934853175718e-06,"81887/843/56928/112611/3298/11119/3631/1112/3918/23294/10885/10954/4040/87/22920/2512/23492/328/79918/55353/3978/64081/5193/51011/10314/10327/4602/196483/80818/54832/55780/375775/7700/8650/8933/27090/27314/2542/10113/64784/114804/114827/79590/81609/9869/5993/3707/23635/414328/166647/128338/157657/9797/149076/51149/553115/79411/6259/256471/22836/256987/153222/137835/8495/6809/51367/196074/202018/81844/26960/5091/1964/10276/8722/22845/80227/55508/80010/727957/90411/54494/130502/54954/677/144233/129293/57181/221785/64093/4795/29902/54741/54978/7693/751071/146542/345462/5863/644135/8420/84450/26149/84726",103
"GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN","GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN","GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_DN","95/8334","175/21355",2.88937926556565e-05,5.4836183840935e-05,9.01629510973581e-06,"54879/55775/9563/5610/6400/87/54962/55218/4436/3560/5427/283578/57820/5834/9949/7249/4173/2997/136319/23288/6119/7468/64151/26610/9750/4124/23046/84878/7112/8165/8743/57580/57479/286336/54832/151648/23039/7153/6117/63979/55250/10505/79621/80727/84547/3832/80312/55032/27163/23344/54849/10055/2177/890/6502/10788/9203/80071/57405/9131/5192/4796/151246/6259/55689/221937/64745/144455/63901/115752/161823/1876/10474/157570/84230/6241/10855/23333/9793/197322/348654/223082/2187/286128/114826/23270/84941/57181/6840/57016/219844/9824/9937/8370/8330",95
"SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","145/8334","285/21355",2.91356076134986e-05,5.52746562493603e-05,9.08838978071632e-06,"51056/55/8685/7444/7133/822/1495/1829/5954/26999/3430/55133/483/10170/57590/4799/29887/3383/5720/23313/9517/5721/10326/2000/7355/8767/7138/54504/644/10367/3959/7323/6484/10094/10019/4055/2651/604/2335/6772/2744/8869/6342/26234/23307/29103/2107/8743/57169/3659/5690/2537/9473/3597/2643/6272/3601/53/1824/10906/948/967/8291/3557/9314/7097/950/9746/7453/597/10410/79180/8804/4170/817/10184/8473/526/2040/6934/133/2209/10618/118932/831/5937/571/3460/8566/4061/2634/8682/284996/6280/1230/308/1508/54704/840/717/7171/7001/3660/6890/22809/5209/6773/1051/10924/4615/2745/2015/6051/391/475/2885/3119/9582/3985/302/754/11274/10581/3665/3434/8519/51616/1806/23654/837/307/5265/5660/140885/11177/2710/1066/6891/5699/23636/3106/4067/23191/5691/6648",145
"GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP","GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP","GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"8813/25998/11188/60481/2530/79142/55749/30/841/53339/8943/55854/489/9620/9138/83737/23152/54997/3476/114882/2099/387680/23002/9766/2000/64428/1186/6650/5862/6142/8887/6804/27075/23731/22852/6198/26973/81688/84759/3964/10765/80127/56243/139231/65109/5782/7014/8933/6041/132864/4664/83606/6938/5170/29919/26092/1893/54507/55502/5295/54540/7013/79949/6188/57700/196394/26278/55835/143384/22878/128338/23515/10092/26225/118429/166336/90826/94241/567/84289/388969/3187/9022/94056/220988/25948/9788/79647/90806/4482/124817/168544/7562/9798/10159/162239/1510/399909/955/23137/26058/6643/3073/344595/378938/339829",106
"GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_DN","GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_DN","GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_DN","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"26073/3052/9690/2137/29781/7431/5424/55796/55183/57549/4528/29887/2280/79956/4689/5427/2954/1477/7165/55313/2639/5054/8985/55247/8914/56994/6428/9749/5201/4001/8614/271/515/9429/79886/56943/51019/10434/1031/6745/65109/10245/64792/112399/11047/10277/5111/84893/3601/6426/81873/55833/9380/84934/9775/29922/29920/10130/4594/54107/85463/10284/374618/120534/2697/160897/9412/9868/2585/222068/203260/9310/85395/3275/51727/5584/6259/51304/3148/55656/171546/221035/138311/25961/5049/5734/4615/4580/200933/81490/475/4729/55152/5831/9403/128239/11156/2963/3146/23234/414919/2189/81567/647087/23354/6648",106
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"3207/6482/54799/8491/54764/114879/22807/9099/4134/4052/10079/816/28996/57661/22859/2355/6932/9706/2683/5990/2767/162/1917/215/2000/8428/55353/9466/20/1855/6468/10536/8437/5869/51147/5252/10057/7433/9784/64135/5768/2700/79828/6659/1948/128637/83786/10298/1729/51763/7178/2048/9315/1840/89953/23162/4240/6455/1292/473/79932/8394/1130/57007/79137/6161/55262/738/23657/654/55361/29761/4343/9619/3570/9672/8682/134/2150/55568/6522/57462/254065/64745/6764/90701/23582/55806/929/124583/83452/3603/55167/1212/6232/10620/727957/5142/23036/6477/5660/6136/5089/2550/1523/3690",106
"GSE17721_CTRL_VS_LPS_6H_BMDC_DN","GSE17721_CTRL_VS_LPS_6H_BMDC_DN","GSE17721_CTRL_VS_LPS_6H_BMDC_DN","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"960/7444/23118/55248/6710/84708/7321/23291/3993/6624/25930/2280/54918/372/57715/3189/7593/5902/6942/1471/7076/10916/80152/5432/64089/898/196/1326/10105/7466/56951/3081/1981/90/5136/390/148479/51102/9048/84418/1271/9904/6590/88745/1013/59285/7317/529/1912/1573/150472/6812/1317/8870/26160/55500/9818/161253/663/5045/8844/22823/55651/9536/5795/3606/9456/1105/29761/5922/340348/50848/10642/3099/7039/116064/84283/81565/378/10098/51068/23414/3035/929/53343/6623/23529/79666/55254/57085/5781/54494/27439/29110/83999/5142/339366/84937/23275/12/3914/9853/147040/7726/4067/1602",106
"GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"79657/55734/50484/5424/1747/6416/55810/1659/79364/11099/37/55205/38/11176/143684/8648/25977/84336/23555/11083/10005/56061/79719/55621/54926/27143/57584/4126/8914/55084/10641/90/26123/5328/1854/55320/9885/83636/842/2012/64780/55852/81873/23787/317662/3184/9908/26502/83540/84524/113115/26260/210/84895/196294/3606/79691/3087/5884/90268/26207/55529/571/84255/55179/92822/10020/64699/84885/199990/115209/64216/23248/57326/128240/5001/7534/26012/4176/51129/3660/6890/2873/58485/9306/5031/55092/11346/64393/10540/55017/205428/56941/162239/59307/64222/4674/150737/9583/7541/23054/4215/6643/51451/79441/100131187",106
"GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP","GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP","GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"163/637/7444/25791/51015/7132/602/483/5134/6720/55743/594/64744/2017/22974/3476/51726/5720/10762/10101/11020/64841/51012/25939/57136/4793/10148/11140/3955/5054/2784/55754/29959/23046/83982/54867/51646/51251/5393/6385/8202/57403/4502/5469/9040/6041/56262/153090/29988/25844/55362/10121/54536/10427/83606/55080/51380/7009/55647/122953/29919/6455/54532/4651/7162/10957/55281/149951/3628/3098/701/8407/978/3898/3099/51727/54751/10654/56983/134510/55568/1365/9790/80019/163590/57555/84437/10474/140738/22883/5728/64802/6470/6666/6415/4261/728294/92815/377677/64853/8326/26155/27347/116228/2664/3304",106
"GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"65220/330/3459/25897/639/64761/2817/5597/27071/2355/56949/4036/93664/9962/3383/4616/4792/57534/8848/9057/9013/9100/10397/4233/3955/7306/1326/55163/7126/23321/7358/5007/80824/2820/3554/1718/894/27340/29914/5290/3164/1026/435/51119/9026/1786/5119/54496/254428/1455/6272/57224/58489/6498/25822/6744/675/7009/122786/64332/10318/1030/85463/3688/654/5922/57466/54778/171586/5152/57551/57216/80149/10252/64122/124997/90850/4144/4204/10678/9723/3856/136/53343/81603/3726/1051/55254/8851/56975/2081/2624/84937/2057/4520/23365/92714/4641/51135/161145/65124/415116/6046/441376/5175/140809",106
"GSE17721_LPS_VS_POLYIC_24H_BMDC_UP","GSE17721_LPS_VS_POLYIC_24H_BMDC_UP","GSE17721_LPS_VS_POLYIC_24H_BMDC_UP","106/8334","199/21355",3.02679706901799e-05,5.67095921444073e-05,9.32432533616681e-06,"1856/7812/51534/7454/29085/10147/27440/55796/55604/5236/8668/2683/2512/4708/80270/9777/3038/2184/10049/1855/23560/10539/10846/23530/2632/9136/10575/25843/85440/22868/64747/51552/3416/51569/5533/157506/847/48/9904/11017/2069/10054/2671/23480/23558/84105/7818/8553/29889/55858/50640/5270/91875/55362/8870/51439/3487/351/3068/6574/58527/29982/83707/23657/5884/4929/388272/673/222068/284361/79622/4116/8613/323/256471/4085/10559/318/64324/51647/51117/51031/125488/10963/1876/84864/84522/5394/51504/253512/375757/246184/222166/3838/5727/3556/60491/5718/6583/64078/26275/10471/63943/28973/131118/7124",106
