"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"chr22q13","chr22q13","chr22q13","95/8624","308/40721",4.30741660270728e-05,0.00109013274398723,0.000966322653949898,"23542/29781/56666/83642/51512/55020/9620/27127/2192/11158/10762/27128/29775/23616/3956/11078/23464/129138/51386/85377/79019/55964/11015/10521/11144/6942/25776/56993/9929/9567/9701/6305/25777/91289/11252/25809/638/27349/23170/23492/5155/6122/10454/54471/80339/8911/23313/7380/9978/2033/83746/5905/84844/171568/27351/64781/9889/4248/53947/11135/5880/84645/25814/114794/7008/3761/94009/9582/91689/253190/23466/10766/4700/23764/7477/400935/3005/27341/2547/23654/57591/415116/25829/6721/414918/150383/1454/23467/101927051/57026/26286/27350/100874530/85358/91695",95
"chr12q13","chr12q13","chr12q13","121/8624","411/40721",4.59003260626201e-05,0.00109013274398723,0.000966322653949898,"79657/8630/51474/25875/1975/2065/57609/6602/5939/11176/10411/4637/8086/23468/4891/81566/51561/506/3875/2735/7421/22818/5869/8914/29095/3164/1017/4035/3227/60673/4778/10376/904/377/79022/54407/517/967/5630/10220/3679/10024/2583/23017/9924/9700/84872/3178/10956/4284/23416/347902/83729/6821/6895/8608/11226/51380/55716/23344/7009/283373/5213/3678/25946/91010/29127/4665/6778/79837/121274/8085/84790/57701/84926/3489/7480/3856/196410/3892/5036/3889/6773/118430/27289/5916/9416/10540/283377/140461/79962/91523/10193/6472/11247/84975/440104/9802/25840/3854/56901/338785/144233/338761/10445/5094/5557/3221/84324/54458/3853/3887/55652/100124700/6171/115557/283335/100286844/101927267/105751187/115409980",121
"chr10q24","chr10q24","chr10q24","62/8624","186/40721",7.89285721467955e-05,0.00173035715860283,0.00153383460042356,"23223/9748/7479/22978/56889/4791/55280/57715/55118/6319/54619/23268/10613/56652/84445/81855/81621/6468/10360/8729/79004/9644/84795/26507/26123/60370/2805/79946/10121/79847/23082/54805/22984/64210/55361/83742/118813/401647/81894/118980/80019/55662/27343/54838/119032/81603/84287/51013/5223/84833/9849/23401/79955/6585/84458/57089/8861/1147/728558/100505561/100505761/100505839",62
"chr1p35","chr1p35","chr1p35","46/8624","130/40721",0.000132343473004587,0.0026941349861648,0.00238815289632337,"204/23633/10076/8668/200081/6429/51102/3065/127544/55223/6118/23673/576/10657/113452/3208/27245/2537/83667/93974/9473/9698/90853/1912/113451/2140/2035/55721/56063/149076/252995/7805/9672/553115/81493/5928/57648/5724/65108/339487/54952/1104/3932/85028/101929406/8420",46
"chr1q21","chr1q21","chr1q21","114/8624","395/40721",0.000179604047185687,0.00341247689652806,0.00302491026839052,"10903/51177/607/653519/9129/51107/2330/10401/5565/8515/58497/6097/1893/57592/80222/57530/81609/9869/54507/4170/574406/5993/5298/8394/81611/55793/8416/8991/2029/65005/23126/126626/57198/8751/10899/6279/7170/91181/11000/6278/9898/27173/10456/148327/57459/65123/2209/554313/5710/11189/7062/114771/51043/6464/103/3570/55585/200186/23248/6282/84648/3713/6703/57115/6280/6283/10654/57326/6699/6698/54544/1163/6232/51027/9659/11022/653604/163778/8338/317772/338324/353145/10623/200035/6274/51463/140576/6284/57402/6275/6273/56882/6281/6277/148741/109729141/574414/6704/440689/10962/728833/100874097/353137/1945/200030/388677/9939/27246/284565/149013/400818/8370/57234/388692",114
"chr1p34","chr1p34","chr1p34","84/8624","281/40721",0.000357670020906739,0.00637099724740128,0.00564742138273798,"1298/9967/7075/4802/64834/10420/64744/55624/8438/23139/63967/6421/339488/54936/55700/54955/84618/51440/656/4610/6018/9783/64175/6513/991/9048/533/79033/10327/8503/5690/192669/7389/79654/79717/23499/10487/5538/114034/4678/4595/55143/29889/127703/79932/6202/11004/112950/51249/57643/2899/80149/64769/26508/64789/114625/51058/84879/4725/1503/10465/1263/79647/374969/55929/163732/84967/2275/10946/51118/149175/84842/343521/4520/2707/127534/83931/79693/127687/22887/79729/149478/105378645/149466",84
"chr15q22","chr15q22","chr15q22","42/8624","125/40721",0.000861313175029348,0.0144396620519626,0.0127997004338727,"6642/6095/771/54878/9187/51495/54962/51324/8925/51285/8766/54832/83464/81556/9245/663/2958/7168/80119/9960/54778/9133/145773/4643/79856/5479/84191/9768/348093/115752/4088/5604/53944/83660/6124/9543/23060/302/51065/283807/145741/80301",42
"chr5q35","chr5q35","chr5q35","68/8624","226/40721",0.00101168432531366,0.0152264060433425,0.0134970912295557,"51121/54908/26262/51491/5601/91522/84321/6793/23291/54825/6620/2568/23197/55819/57222/8614/80315/1627/23567/90249/1843/4488/57179/80758/4245/9945/23138/55651/64777/91272/81786/90933/192286/54540/22838/255426/2264/51149/8878/11282/153222/94081/64324/92181/3187/10636/10960/114787/285590/85007/1212/30832/4869/84851/54732/643836/9260/2870/646019/653316/64901/4056/54492/101928649/345462/729678/100996419/100859930",68
"chr15q15","chr15q15","chr15q15","47/8624","145/40721",0.001065048444045,0.0152264060433425,0.0134970912295557,"5888/7158/79968/30844/64397/90427/55192/171177/57617/11339/90416/54617/54567/3712/90417/79094/51496/57082/27229/3706/5330/56924/106821730/2644/4236/22893/146059/701/197131/6692/113201/23339/23582/2923/9677/161823/9836/255189/113189/619189/11261/123745/1159/548596/100505648/100505573/440278",47
"chr15q23","chr15q23","chr15q23","25/8624","65/40721",0.0011058103154378,0.0152264060433425,0.0134970912295557,"8554/5315/79719/10391/54982/56906/5607/9493/22801/6176/54852/55075/26035/7090/8125/55323/123228/10116/79875/3073/196993/145837/145694/100506686/80072",25
"chr20q13","chr20q13","chr20q13","112/8624","405/40721",0.00112194570845682,0.0152264060433425,0.0134970912295557,"8813/1591/55734/51507/10953/3755/140876/10079/5476/2139/8537/51006/7022/6790/63935/4318/23613/51098/4605/4773/80336/6789/57167/1477/655/7165/80331/24148/51012/26164/28231/4923/55257/10732/11083/54994/55738/1917/5753/26205/10139/10005/116151/5266/6590/79183/57580/6385/8202/57727/84612/514/84969/6431/10564/57169/1434/57403/6780/6615/8675/56937/55905/60598/27296/140825/56731/79025/79144/140685/85441/140700/6874/3911/9885/11047/140831/55544/51526/10955/5509/54915/81928/9334/9825/7529/10287/6919/6227/7764/1051/11065/10388/63939/5770/55959/100/50861/81031/23315/54963/55251/109729184/79716/100505783/101928158/100505771/100127888/149775/387521/100131496/105416157",112
"chr1p13","chr1p13","chr1p13","62/8624","205/40721",0.00142511224794175,0.0184616813937908,0.0163649253352162,"54879/7812/6301/11218/1117/2773/29957/57535/271/3749/515/5906/829/10286/10745/965/8458/64858/55791/2780/2947/84722/6272/7482/5738/10542/80263/10390/9398/10717/284612/3321/55917/85369/1952/4343/389/333926/6566/128338/22854/284611/113802/204851/476/9122/10768/3752/126868/81839/284613/163259/57463/1435/653149/148545/388662/6884/55170/84852/56900/100287722",62
"chr16q22","chr16q22","chr16q22","55/8624","179/40721",0.0017282944056293,0.0214158219827978,0.0189835541121754,"23644/999/79567/1001/865/55066/16/80152/55815/10725/1723/10664/50855/55565/80777/3038/25839/55512/84138/9057/23659/26231/80262/54496/7014/92154/1783/29109/6553/91862/463/123920/57610/81577/28987/6483/197258/51673/9114/5681/51647/164/794/57546/1728/9798/55794/146198/25894/5699/1874/84752/400541/101927957/100506083",55
"chr8p21","chr8p21","chr8p21","41/8624","130/40721",0.00372195627569862,0.0441982307739212,0.0391784871126171,"2137/10863/1808/63898/23516/8797/54793/665/1191/8795/10174/2185/5533/64236/2053/23039/4017/55790/526/51312/91782/80005/64760/6781/4824/55872/55806/80346/649/661/2675/157570/8794/1960/157313/9583/5520/10687/389641/100507156/79873",41
