"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"MEK_UP.V1_DN","MEK_UP.V1_DN","MEK_UP.V1_DN","24/495","193/10922",6.57753089574746e-06,0.000111818025227707,9.31554614900119e-05,"7035/8839/55034/5241/51566/8821/4256/7456/4602/4609/429/8416/6279/2674/26353/4886/10395/596/1960/8204/4603/8519/9687/11254",24
"PRC2_EZH2_UP.V1_DN","PRC2_EZH2_UP.V1_DN","PRC2_EZH2_UP.V1_DN","23/495","192/10922",1.89424840771133e-05,0.000273475760043721,0.00022783232471979,"10460/55635/3161/4171/24137/4605/11151/6387/7164/7272/4001/23397/9787/54795/9924/79075/79682/11182/81620/699/9212/5644/3887",23
"CSR_LATE_UP.V1_UP","CSR_LATE_UP.V1_UP","CSR_LATE_UP.V1_UP","21/495","166/10922",1.90116838533068e-05,0.000273475760043721,0.00022783232471979,"54443/9319/332/3655/7078/4522/4605/6387/896/11130/4502/10606/8553/55143/6941/9123/83540/55872/983/6241/11065",21
"VEGF_A_UP.V1_DN","VEGF_A_UP.V1_DN","VEGF_A_UP.V1_DN","22/495","193/10922",6.15595342964883e-05,0.00082225949381738,0.000685023389163931,"3161/10403/332/1033/22943/7272/4001/10051/1058/9173/8727/9787/1968/891/3832/1062/10733/9133/4085/699/5099/6241",22
"PRC2_EED_DN.V1_DN","PRC2_EED_DN.V1_DN","PRC2_EED_DN.V1_DN","21/495","193/10922",0.000174874092203237,0.00218009701613369,0.00181623618568976,"10460/4171/57192/24137/6319/4605/11151/7046/6387/54795/55143/23400/11182/9401/5364/5347/4597/2194/26233/79087/11194",21
"RB_P107_DN.V1_UP","RB_P107_DN.V1_UP","RB_P107_DN.V1_UP","16/495","130/10922",0.000254182699424981,0.00297076029952946,0.0024749368101906,"5982/4171/24137/23594/5427/994/975/3925/23397/5983/6941/4240/64946/4085/4176/6241",16
"RPS14_DN.V1_DN","RPS14_DN.V1_DN","RPS14_DN.V1_DN","20/495","186/10922",0.000290540724246485,0.00319594796671133,0.0026625403831876,"55635/51083/9319/4605/10112/991/23397/9787/51337/51659/9700/1062/11004/4288/29028/9133/5347/55872/9824/56967",20
"RAF_UP.V1_UP","RAF_UP.V1_UP","RAF_UP.V1_UP","20/495","193/10922",0.000471836144141272,0.00490185327524544,0.00408372803116423,"211/23224/10403/3655/11151/2887/8714/25797/79710/6386/1545/6279/51097/10205/11182/4041/55450/824/6280/89797",20
"GCNP_SHH_UP_LATE.V1_UP","GCNP_SHH_UP_LATE.V1_UP","GCNP_SHH_UP_LATE.V1_UP","19/495","181/10922",0.000553008298006379,0.00544276588037858,0.00453436166786394,"9319/3993/6790/10051/4602/9787/151648/5819/7153/9924/10592/11004/10769/6383/983/6241/666/9212/54898",19
"RB_P130_DN.V1_UP","RB_P130_DN.V1_UP","RB_P130_DN.V1_UP","15/495","129/10922",0.000722574854170567,0.00675607488649481,0.00562847781143389,"1535/489/27092/6790/332/10112/54478/6004/9133/29127/983/11065/9212/9516/50861",15
"LEF1_UP.V1_DN","LEF1_UP.V1_DN","LEF1_UP.V1_DN","19/495","187/10922",0.000825847852506521,0.0073539784961295,0.00612659058501079,"5652/55034/1666/54682/80303/10103/1948/54795/6451/26298/1545/4240/79932/481/8991/5352/624/9060/5644",19
"HINATA_NFKB_MATRIX","HINATA_NFKB_MATRIX","HINATA_NFKB_MATRIX","4/495","11/10922",0.00106612884957742,0.00906209522140809,0.00754962056160089,"5054/2335/396/4312",4
"P53_DN.V1_UP","P53_DN.V1_UP","P53_DN.V1_UP","19/495","194/10922",0.00128343342011573,0.0104348717200714,0.00869327900124155,"10403/4680/23002/57214/51599/196/22943/2274/6385/1948/652/5420/26509/7739/2898/10653/4312/5645/4082",19
"AKT_UP.V1_UP","AKT_UP.V1_UP","AKT_UP.V1_UP","17/495","169/10922",0.00170099484288434,0.0132535848174738,0.0110415454713545,"2222/5641/3055/171177/1718/6513/6533/56649/10769/10205/5163/493869/116844/1717/11065/4758/11254",17
"LEF1_UP.V1_UP","LEF1_UP.V1_UP","LEF1_UP.V1_UP","18/495","194/10922",0.00309083479422418,0.0231194442607969,0.0192607810334812,"7431/6515/3589/10202/4923/5054/2625/22943/2335/7852/23037/1382/5799/1960/8204/3303/3887/56967",18
"E2F1_UP.V1_UP","E2F1_UP.V1_UP","E2F1_UP.V1_UP","17/495","188/10922",0.00516007108458307,0.0371128189545013,0.0309186445553965,"1535/4001/23397/1948/9787/151648/7153/10592/5292/675/10733/699/596/4296/666/9212/51466",17
"SNF5_DN.V1_UP","SNF5_DN.V1_UP","SNF5_DN.V1_UP","16/495","174/10922",0.00558882522146562,0.0382850958485171,0.031895267017059,"6515/54820/10112/7852/6533/481/4041/57650/699/11065/9212/6657/389792/347/51466/6892",16
"HOXA9_DN.V1_DN","HOXA9_DN.V1_DN","HOXA9_DN.V1_DN","17/495","190/10922",0.00573252772063358,0.0382850958485171,0.031895267017059,"6515/6720/2887/8553/408/55165/675/55215/10733/6004/5163/3087/29028/4597/81620/1717/9824",17
