"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP","GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP","GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP","43/696","200/21355",2.99000333491744e-23,1.16518129959167e-20,7.77400867078535e-21,"9319/4171/2260/6790/22974/332/24137/1033/4605/28231/994/5932/11151/2625/7468/4001/1058/991/4602/11130/3709/9787/1854/891/55143/3832/55165/1062/55215/10733/11004/890/5799/29028/9133/9232/4176/81620/699/6241/1163/11065/9212",43
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","42/696","200/21355",2.56114960791501e-22,9.26770279549817e-20,6.18334691053767e-20,"211/259266/9319/3161/4171/22974/332/24137/5427/1033/5641/28231/5932/10112/57415/1058/1718/991/3925/23397/10606/1854/51659/7153/891/55143/9700/26509/3832/55165/1062/675/11004/4288/79682/9133/29127/4176/6241/1163/11065/9212",42
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP","GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP","GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP","41/696","198/21355",1.4268609572949e-21,4.81898507310399e-19,3.21519335710452e-19,"3161/4171/38/22974/332/5427/1033/994/23659/2091/642/9144/10635/7272/10112/991/3925/4602/11130/9787/51659/891/55143/9700/3832/55215/10733/11004/890/4288/9133/29127/3148/9232/983/6241/1717/11065/7351/9212/3303",41
"GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","41/696","200/21355",2.12639729364277e-21,6.73270543099641e-19,4.49201428282034e-19,"54443/10460/259266/2222/6790/332/24137/5427/1033/10635/7272/10112/4001/1058/991/3925/4751/23397/4502/9787/7153/8553/55143/10592/6941/3832/10733/11004/6279/890/4288/9133/57650/4085/699/983/6241/1163/9212/128239/9516",41
"VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP","VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP","VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP","33/696","127/21355",7.25259433105178e-21,2.16127311065343e-18,1.44198640229147e-18,"54443/259266/55771/9319/22974/332/24137/991/9928/23397/81930/11113/9787/7153/891/9700/57082/3832/55165/1062/11004/890/4288/9133/221150/5347/55872/150468/699/6241/11065/9212/8329",33
"GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP","GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP","GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP","40/696","199/21355",1.41078934884715e-20,3.97058824514427e-18,2.64914888839077e-18,"7035/54443/10460/5982/259266/9319/6790/332/23594/196/7272/4001/991/3925/4751/23397/9787/7153/5983/55143/6941/3832/4288/3087/10018/9133/29127/57650/3148/4085/9232/4176/4597/81620/699/983/1163/27333/4082/6648",40
"GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","37/696","176/21355",7.98899774323984e-20,2.130119082487e-17,1.42120065116583e-17,"54443/10460/55635/3459/3161/10403/22974/332/7272/3925/9928/23397/81930/11113/9787/151648/7153/8553/55143/2799/6941/57082/3832/481/83540/890/4288/23400/29127/4085/493869/150468/699/983/27333/9212/4603",37
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN","38/696","198/21355",6.99456262630448e-19,1.77172271324293e-16,1.18208108384546e-16,"8938/5652/259266/9319/3161/6790/24137/6319/1033/10635/10112/991/4751/9928/4602/8727/23397/11130/9787/10606/7153/222/5983/891/10024/9700/3832/55165/55215/10733/4288/9133/29127/3148/9232/983/6241/29803",38
"GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","38/696","200/21355",1.0038788766251e-18,2.31165926771944e-16,1.54232300136039e-16,"10460/55635/259266/9319/6175/24137/1033/5641/5932/51566/30844/10635/10112/991/4602/8727/9787/51659/891/9700/10592/10541/3832/1062/675/55215/4288/9133/29127/4085/9232/4176/55872/11065/9212/2517/4311/23654",38
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","38/696","200/21355",1.0038788766251e-18,2.31165926771944e-16,1.54232300136039e-16,"211/259266/9319/3161/4171/6790/22974/24137/5427/4522/28231/10635/10112/1058/3925/23397/11130/9787/10606/51659/7153/5983/891/9700/10592/3832/55165/55215/11004/79682/10018/9133/29127/4176/6241/1163/9212/22928",38
"GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP","GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP","GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP","36/696","182/21355",2.10221313287184e-18,4.63035292657772e-16,3.08933929961166e-16,"259266/55771/3161/22974/24137/1033/5932/30844/8821/7468/10635/7272/1058/3925/9928/151648/7153/55143/3832/1062/675/11004/83540/890/4288/5352/64946/9133/4085/4176/5347/699/983/6241/1163/9212",36
"GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP","34/696","163/21355",3.30045841297282e-18,6.96671763338345e-16,4.64814559827005e-16,"54443/10460/259266/55771/22974/24137/3655/994/7468/6206/7272/8503/3925/9928/8727/23397/7153/55143/10024/10592/57082/3832/1062/2177/890/4288/29028/29127/5347/3921/150468/4603/9824/6170",34
"GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN","GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN","GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN","36/696","185/21355",3.68456254588074e-18,7.46639754297272e-16,4.98152856203075e-16,"10460/9319/4171/22974/332/24137/11151/9144/1058/3925/9928/4502/9787/5983/55143/10592/79075/57082/3832/55165/10733/83540/890/64946/29028/9133/29127/4085/5347/55872/699/983/6241/22928/8519/9824",36
"GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP","GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP","GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP","37/696","200/21355",7.31720980845466e-18,1.42573018806274e-15,9.51237275099105e-16,"259266/9319/10403/332/24137/162/7272/10112/1058/3925/4751/23397/11113/9787/7153/9700/10592/79075/57082/55165/9585/1062/2588/10733/83540/890/10525/9133/3148/150468/699/6241/1163/9212/64856/55010/9824",37
"GSE14415_INDUCED_TREG_VS_TCONV_UP","GSE14415_INDUCED_TREG_VS_TCONV_UP","GSE14415_INDUCED_TREG_VS_TCONV_UP","35/696","179/21355",9.24194553000025e-18,1.73406281685116e-15,1.15695466264448e-15,"7431/9319/3161/6790/332/5427/1033/994/10635/991/3925/1854/151648/5983/55143/10024/5270/79075/57082/83540/890/4288/9133/4061/4085/4176/5347/55872/150468/699/983/6241/1163/9212/23654",35
"GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN","35/696","184/21355",2.3063667464993e-17,4.17287640634481e-15,2.78411414398844e-15,"55635/7431/9319/3161/6790/332/23594/5427/1033/10635/3925/1854/151648/5983/55143/10024/2317/79075/57082/9123/83540/890/4288/9133/4085/4176/5347/55872/150468/699/983/6241/1163/9212/8519",35
"GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN","36/696","196/21355",2.61748856124295e-17,4.57248174181268e-15,3.05072804724178e-15,"54443/55635/259266/9319/3161/6790/22974/332/1033/857/10112/1058/991/4751/9787/891/55143/967/10024/55165/1062/83540/4288/5352/9133/9232/221150/5347/55872/983/6241/1717/11065/9212/22928/400793",36
"GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN","GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN","GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN","36/696","199/21355",4.35878699509915e-17,7.3605383057241e-15,4.91090001447837e-15,"58473/3459/3161/10403/6790/22974/332/1033/10112/1058/3925/4602/23397/7852/1854/54478/151648/7153/5983/55143/9700/57082/55165/1062/10609/11004/83540/890/4288/2674/29127/57650/4085/55872/150468/6241",36
"GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN","GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN","GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN","35/696","200/21355",3.50780752077522e-16,5.55329778132727e-14,3.70512169381883e-14,"54443/10460/259266/6790/332/24137/1033/7272/10112/1058/2274/3925/4751/23397/4502/9787/6451/7153/8553/55143/6941/3832/79180/10733/11004/890/4288/9133/824/4085/699/983/1163/9212/9516",35
"GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP","GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP","GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP","35/696","200/21355",3.50780752077522e-16,5.55329778132727e-14,3.70512169381883e-14,"10460/259266/55771/284403/332/24137/994/5932/5935/11151/25906/10051/3925/4751/11113/7913/51659/55143/9700/8573/4288/64946/9133/29127/4085/9232/221150/123036/4176/150468/983/1163/11065/128239/9824",35
"GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","33/696","182/21355",8.40379833981571e-16,1.29011037543959e-13,8.60752678441731e-14,"7035/54443/55635/4171/489/6790/22974/5427/994/7272/1058/991/6185/11113/57580/54478/151648/23164/55143/10024/9924/9700/57082/3832/11004/4288/476/5347/23306/150468/983/128239/128178",33
"GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","34/696","199/21355",1.97189423725165e-15,2.85417605883339e-13,1.90428643483159e-13,"54443/10460/259266/10403/6790/22974/332/23594/4522/5932/8821/7272/25902/23397/6385/9787/51659/7153/5983/891/3832/11004/83540/890/4288/4085/699/983/1163/9212/1435/285513/55010/55319",34
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN","34/696","199/21355",1.97189423725165e-15,2.85417605883339e-13,1.90428643483159e-13,"8938/259266/9319/6790/22974/24137/6319/5427/3055/9780/10635/10112/1718/4751/9928/4602/23397/11130/9787/7153/3996/5983/891/10024/3832/11004/4288/79682/83734/9133/983/6241/23580/29803",34
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","34/696","200/21355",2.30392952939575e-15,3.15451540430239e-13,2.10467075928584e-13,"3161/4171/10403/6790/22974/6319/5427/1033/4522/4605/2717/10635/7272/4751/23397/10606/7153/5983/891/8553/9700/5270/10592/3832/55215/11004/890/9133/9232/81620/983/6241/1717/1163",34
"GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN","GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN","GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN","34/696","200/21355",2.30392952939575e-15,3.15451540430239e-13,2.10467075928584e-13,"10460/3459/22974/332/1033/30844/10135/8821/975/10635/3925/1854/7153/5270/10592/79075/57082/9585/1062/122953/10733/6004/56950/6768/3087/64946/57650/55872/255743/150468/6241/128239/9516/9824",34
"GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","33/696","197/21355",9.28933047574352e-15,1.2384144260557e-12,8.26261500210871e-13,"1534/54443/3074/11320/10269/24137/3655/4605/7466/900/1058/9528/4751/4602/23397/11130/9787/10606/7153/2799/396/890/4288/10018/516/3148/4085/5347/54948/56905/983/26960/374395",33
"GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_UP","GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_UP","GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_UP","33/696","199/21355",1.25669751431349e-14,1.63241784808003e-12,1.08913784573835e-12,"10460/55635/9319/22978/10403/22974/332/24137/9209/1033/994/7468/3925/9928/8727/81930/7913/9787/1854/51659/55143/10024/9700/55215/10733/11004/3148/150468/1163/128239/4311/9824/286827",33
"GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","33/696","200/21355",1.45950021207e-14,1.84845701858666e-12,1.23327767919915e-12,"9319/3161/38/10403/22974/5427/1033/4522/7272/1058/8727/23397/11130/11113/4502/9787/10606/1854/7153/891/9700/1545/3832/9585/1062/10733/11004/23306/699/983/1163/11065/9824",33
"GSE45365_WT_VS_IFNAR_KO_BCELL_DN","GSE45365_WT_VS_IFNAR_KO_BCELL_DN","GSE45365_WT_VS_IFNAR_KO_BCELL_DN","32/696","192/21355",2.74766467302237e-14,3.39504127647105e-12,2.26514794995503e-12,"54443/1591/55635/10403/332/24137/10635/7272/10112/1058/6513/3925/9928/11113/9787/7153/114904/10024/9700/2317/57082/3832/55165/83540/4288/9133/9232/150468/699/9212/55010/4311",32
"GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN","GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN","GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN","32/696","199/21355",7.71828467355597e-14,9.30972146577013e-12,6.21138147538552e-12,"54443/4171/6790/332/24137/23594/4605/7164/7272/991/3925/4751/84263/23397/7153/55143/4609/3832/1062/675/890/9133/29127/4085/4176/81620/983/6241/1163/9212/23466/6648",32
"GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","32/696","200/21355",8.9104340947913e-14,1.04977346800495e-11,7.00401563730107e-12,"5982/6558/55771/10403/24137/23594/28231/5932/25906/10635/10112/1058/4602/23397/51659/7153/5983/10592/6941/55165/55215/10733/2177/79682/57650/80145/4085/9232/4176/150468/9212/9824",32
"GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP","31/696","194/21355",2.26097527922297e-13,2.60320471921444e-11,1.73684010085764e-11,"54443/10460/55635/23224/54820/6790/23594/7468/896/7272/10112/1058/991/3925/81930/11130/7913/5983/4008/6941/1062/10733/83540/79682/29028/9133/699/79605/5101/4603/613",31
"GSE11386_NAIVE_VS_MEMORY_BCELL_UP","GSE11386_NAIVE_VS_MEMORY_BCELL_UP","GSE11386_NAIVE_VS_MEMORY_BCELL_UP","30/696","185/21355",3.72085050513847e-13,4.18885081311811e-11,2.7947721571929e-11,"6515/259266/9319/10403/10269/118/24137/1209/642/9144/10635/64747/81930/11113/4502/151648/7153/55143/10592/57082/55165/9585/1062/10733/861/4176/55872/699/983/6241",30
"GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP","GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP","GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP","31/696","199/21355",4.56447706219115e-13,4.91992357384263e-11,3.28253882344810e-11,"58473/3459/259266/3161/6790/6387/7468/10112/991/3925/55686/7852/1854/151648/55143/3832/1062/11004/83540/2040/4288/57182/9133/93185/3148/4085/55872/255743/150468/6241/9060",31
"GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN","GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN","GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN","31/696","199/21355",4.56447706219115e-13,4.91992357384263e-11,3.28253882344810e-11,"4171/38/6790/22974/1033/4605/6387/10635/7272/1718/991/11113/9787/10606/891/8553/967/9700/5270/10592/3832/55215/890/4288/27295/9133/9232/6241/11065/9212/7124",31
"GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN","30/696","190/21355",7.61122490985568e-13,8.03301362361018e-11,5.35957087402337e-11,"6175/57136/2091/10135/25797/6146/6230/6125/5266/1968/84824/6194/6229/6202/6233/6189/6130/1915/6133/682/6124/125144/6165/6228/4673/9045/4311/50861/6170/6222",30
"GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN","GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN","GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN","30/696","194/21355",1.32556864688689e-12,1.37047566635286e-10,9.14371842138306e-11,"9319/3161/4171/6790/22974/24137/1033/4522/857/7466/7272/991/9928/6185/11130/9787/891/10592/57082/3832/55165/83540/4288/9133/9232/55872/699/983/6241/55010",30
