"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP","GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP","GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"8839/4171/634/54498/7023/4616/4001/8503/7852/8553/5270/2317/5211/6133/81620/22883/1649",17
"GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_DN","GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_DN","GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"1666/51599/7466/975/4602/7852/2181/9787/481/56950/5163/2150/1717/1960/23580/23466/9516",17
"GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN","GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN","GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"4171/2222/332/7468/7358/900/1718/3925/4751/9928/7913/10024/57082/890/79837/81620/1163",17
"GSE3982_DC_VS_MAC_LPS_STIM_DN","GSE3982_DC_VS_MAC_LPS_STIM_DN","GSE3982_DC_VS_MAC_LPS_STIM_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"28231/30844/10635/55603/1718/991/6144/11130/51614/9787/1514/948/55165/6004/824/4312/9060",17
"GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN","GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN","GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_GATA1_AND_SATB1_TRANSDUCED_CD4_TCELL_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"23224/4171/489/332/162/5427/4522/10635/4001/25797/201266/10592/10525/4085/1163/64218/4122",17
"GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN","GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN","GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"54820/9209/4616/23002/4792/1594/10051/55686/4602/5585/6385/11182/8878/81620/23580/7405/6892",17
"GSE45365_NK_CELL_VS_CD11B_DC_DN","GSE45365_NK_CELL_VS_CD11B_DC_DN","GSE45365_NK_CELL_VS_CD11B_DC_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"6515/10644/3383/4792/11151/5054/6385/5292/122953/79180/6279/2040/10018/6280/3868/1903/11254",17
"GSE5589_UNSTIM_VS_180MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN","GSE5589_UNSTIM_VS_180MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN","GSE5589_UNSTIM_VS_180MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"55635/84649/11320/3732/54498/25906/57153/396/6189/79682/11182/57650/10653/1501/6124/4758/286827",17
"KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN","KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN","KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN","17/696","199/21355",0.000294142735662645,0.00300453565304252,0.00200460531134696,"26999/2091/57130/2625/6125/5025/3178/4609/5292/408/5163/4061/596/3916/9045/51466/6892",17
"GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN","GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN","GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"54443/1789/7358/10112/1058/9528/25902/9700/10733/11004/7108/64946/80145/3148/221150/983/9212",17
"GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN","GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN","GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"56919/9319/4001/4602/23397/1026/55143/55250/9700/10970/122953/23400/150468/1501/6241/51363/3868",17
"GSE14308_TH2_VS_TH17_UP","GSE14308_TH2_VS_TH17_UP","GSE14308_TH2_VS_TH17_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"7431/259266/55771/4171/994/25906/11113/9700/5570/10592/10541/1062/824/144501/682/26960/84975",17
"GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP","GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP","GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"5476/4171/118/6164/10635/10112/4001/5768/3925/4602/9787/23164/55143/23787/3832/64219/4673",17
"GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP","GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP","GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"1829/94005/2625/6164/2274/9528/4602/64747/51280/11322/3087/10018/6522/3868/9516/26020/6892",17
"GSE17721_0.5H_VS_8H_CPG_BMDC_UP","GSE17721_0.5H_VS_8H_CPG_BMDC_UP","GSE17721_0.5H_VS_8H_CPG_BMDC_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"3459/118/3655/4522/11151/23659/427/374882/2335/1718/85415/9123/56950/9114/54948/2517/116447",17
"GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"38/11151/6185/23397/7852/9787/9445/10541/408/56649/8991/824/80145/4886/567/983/348262",17
"GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP","GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP","GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"11313/4522/4792/54682/2335/79586/1026/3996/201266/5292/396/79932/26353/699/23466/9725/2664",17
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN","GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN","GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"7078/57820/3055/10135/7466/7358/3488/6533/9924/9445/28988/2588/6279/673/2266/375790/6892",17
"GSE17721_POLYIC_VS_CPG_16H_BMDC_DN","GSE17721_POLYIC_VS_CPG_16H_BMDC_DN","GSE17721_POLYIC_VS_CPG_16H_BMDC_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"8938/10644/2222/332/3646/858/1718/5768/3925/1968/55250/11226/83540/699/84188/6136/6648",17
"GSE20366_TREG_VS_NAIVE_CD4_TCELL_UP","GSE20366_TREG_VS_NAIVE_CD4_TCELL_UP","GSE20366_TREG_VS_NAIVE_CD4_TCELL_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6515/84649/3655/6319/7046/975/55603/10051/9173/8503/6385/5025/4609/5292/93185/51246/286827",17
"GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"11313/113878/23659/1209/5054/7852/6533/23164/53/9123/10769/2768/8878/125144/51363/84975/6256",17
"GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"5054/6185/10970/7057/9123/6279/10525/8682/824/6280/6522/1717/23580/7262/10134/6256/3303",17
"GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN","GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN","GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"116254/55603/8727/53/28988/10769/55262/6768/5352/4061/152926/9232/162394/255743/130612/6892/7124",17
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"3055/57136/10135/3614/25797/967/10970/9123/79180/6279/7739/6280/8519/9516/4311/3303/6648",17
"GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN","GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN","GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"11313/26090/975/896/900/84263/9787/81533/6451/3337/79682/64946/127281/516/11182/51466/50854",17
"GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN","GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN","GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"1829/51083/6319/171177/51599/2887/5420/283120/79710/201266/51280/2317/824/493869/2203/22928/1364",17
"GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN","GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN","GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"1534/1829/4084/6515/2222/3732/5641/2887/9144/57486/5420/2317/4008/8573/7108/1501/5569",17
"GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN","GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN","GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"54443/1829/6790/1789/3655/2887/196/1058/1026/5420/1854/283120/79710/6386/4085/4597/699",17
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"3055/23659/427/374882/975/440275/5025/5570/10970/351/8991/3087/23400/11282/387914/9516/23654",17
"GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP","GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP","GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"2519/24137/5641/994/30844/196/975/9173/57486/1854/7153/4288/6768/3087/81544/6256/9516",17
"GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_DN","GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_DN","GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"7431/38/55034/374882/25797/7456/5570/2588/2040/144110/93185/824/171546/162394/375790/4122/9060",17
"GSE28408_LY6G_POS_VS_NEG_DC_DN","GSE28408_LY6G_POS_VS_NEG_DC_DN","GSE28408_LY6G_POS_VS_NEG_DC_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"10460/5982/3074/2222/332/7272/9928/64747/23397/81930/7913/8553/948/54948/3921/8519/6892",17
"GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6175/5641/2091/10314/6513/6194/481/8682/6133/10653/3921/6124/6228/51466/8329/7405/100505761",17
"GSE30083_SP3_VS_SP4_THYMOCYTE_DN","GSE30083_SP3_VS_SP4_THYMOCYTE_DN","GSE30083_SP3_VS_SP4_THYMOCYTE_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"23224/23002/55603/9173/57486/6385/58986/8553/51280/4907/351/3087/8682/83986/6256/9516/51466",17
"GSE3039_NKT_CELL_VS_B2_BCELL_DN","GSE3039_NKT_CELL_VS_B2_BCELL_DN","GSE3039_NKT_CELL_VS_B2_BCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"51083/54498/28231/171177/857/79974/6513/6385/1026/8553/4907/9123/4319/1649/9537/1435/6648",17
"GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN","GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN","GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"23224/5476/4680/6164/57580/9445/283537/4240/11322/9114/57326/6609/2629/3916/9725/51466/6222",17
"GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN","GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN","GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"3074/5476/6558/64834/3732/1718/991/8503/7153/1545/2040/79682/347734/9114/4597/2629/1435",17
"GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP","GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP","GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"5652/537/3161/3383/4792/5768/7852/1026/4502/1514/5025/6004/2040/7351/7262/1364/9687",17
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"5652/55603/51421/84263/11113/151648/5914/79180/8991/10525/10205/1758/824/6692/9212/4311/2664",17
"GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP","GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP","GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6790/332/23594/4792/5932/4502/1854/6941/122953/79180/6004/4085/1345/81620/11065/348262/4082",17
"GSE3982_DC_VS_TH1_UP","GSE3982_DC_VS_TH1_UP","GSE3982_DC_VS_TH1_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"9209/1186/1594/55603/8942/8727/6451/1514/948/55654/408/26509/8654/8682/7039/10653/23654",17
"GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"5982/6558/22978/54498/4616/10135/975/8503/4602/5565/122953/56950/5352/4085/2194/9516/9687",17
"GSE40655_FOXO1_KO_VS_WT_NTREG_DN","GSE40655_FOXO1_KO_VS_WT_NTREG_DN","GSE40655_FOXO1_KO_VS_WT_NTREG_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"858/25906/2274/4602/54795/1968/3178/7385/2746/10205/7108/64946/83986/116844/2517/128239/3304",17
"GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP","GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP","GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"3675/8938/259266/55771/51150/10403/3055/196/4502/8553/1062/396/10733/10525/699/285513/4082",17
"GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN","GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN","GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"2519/6558/54498/3383/4792/196/25797/79143/8553/5045/2768/81544/83986/1960/169200/387914/9516",17
"GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP","GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP","GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6790/6175/28231/30844/1209/51599/23397/9787/9700/6941/10733/124565/9401/2150/6609/699/3304",17
"GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN","GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN","GSE41978_WT_VS_ID2_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"4084/51566/10135/5054/2274/6185/5025/4907/4609/5292/29948/1382/56950/596/3916/613/4311",17
"GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP","GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP","GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"4605/427/3614/10486/896/55157/8727/23787/316/27295/9133/11282/824/10653/7351/51363/23466",17
"GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP","GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP","GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"3383/4616/4792/5054/7358/2335/79586/1026/8553/4609/5292/11322/1382/871/8878/4886/7124",17
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_UP","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_UP","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"2717/8714/7358/975/1594/2335/1718/533/55686/5266/4502/10606/53/4907/2203/4319/375790",17
"GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN","GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN","GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"5652/10644/7078/2335/9173/283120/79710/5270/2317/28988/10733/1382/4061/6241/64219/4758/6648",17
"GSE43955_1H_VS_42H_ACT_CD4_TCELL_DN","GSE43955_1H_VS_42H_ACT_CD4_TCELL_DN","GSE43955_1H_VS_42H_ACT_CD4_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"1591/51083/4605/4923/1594/6146/991/4602/6125/151648/10609/3087/64343/2203/10761/5569/27333",17
"GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN","GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN","GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"9319/7078/7466/4256/283120/5270/2317/28988/1952/6004/7108/4061/51246/9232/79837/50861/955",17
"GSE44649_WT_VS_MIR155_KO_NAIVE_CD8_TCELL_DN","GSE44649_WT_VS_MIR155_KO_NAIVE_CD8_TCELL_DN","GSE44649_WT_VS_MIR155_KO_NAIVE_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"4616/4792/2717/9144/55686/6385/1026/23767/5819/116113/122953/162394/8204/347/9060/4082/6648",17
"GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP","GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP","GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"54443/5982/5241/6790/22974/332/24137/4522/10202/642/10112/4751/9928/23397/7852/9787/11004",17
"GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN","GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN","GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL10_STIM_MACROPHAGE_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"7145/3655/57136/5932/6230/6385/5045/5163/80145/9232/84632/666/4603/4673/7259/4082/6648",17
"GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP","GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP","GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"23224/55771/10403/80331/23659/642/10486/10112/6513/9445/57082/429/675/2177/79682/567/1287",17
"GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_DN","GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_DN","GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"4084/537/6175/196/7046/9144/283120/51280/4907/1545/5045/55262/57182/83734/9114/55450/2629",17
"GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN","GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN","GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6482/5476/6175/80381/5447/283120/6202/6189/6130/7108/8878/4597/3921/2194/284613/64218/4122",17
"GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP","GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP","GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6790/332/4605/4751/11130/11113/7153/9585/10733/6004/890/29028/4597/150468/112858/11065/9824",17
"GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_4H_UP","GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_4H_UP","GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_4H_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"6558/6790/11151/196/22943/152503/975/967/2317/3832/7385/396/79180/1758/1501/6241/64218",17
"GSE7852_LN_VS_FAT_TCONV_DN","GSE7852_LN_VS_FAT_TCONV_DN","GSE7852_LN_VS_FAT_TCONV_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"1534/6515/28231/30844/4001/9173/7852/1026/23164/8553/55450/3148/493869/100128927/169200/6256/6648",17
"GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN","GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN","GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"2091/57130/2625/6125/283120/5025/3178/4609/6194/5292/408/5163/596/3916/9045/51466/6892",17
"GSE9650_NAIVE_VS_EFF_CD8_TCELL_UP","GSE9650_NAIVE_VS_EFF_CD8_TCELL_UP","GSE9650_NAIVE_VS_EFF_CD8_TCELL_UP","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"23420/7466/6125/3337/5025/9924/4609/6194/408/351/8573/5163/56905/2194/9045/51466/6499",17
"KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"4792/81502/2091/57130/2625/4609/6194/56950/10525/51246/3921/596/3916/9045/51466/3304/7124",17
"KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN","KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN","KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN","17/696","200/21355",0.00031195928809719,0.00300453565304252,0.00200460531134696,"55624/6319/6230/6125/84824/5025/5292/408/5045/10769/8573/3087/23705/9045/51466/23654/6892",17
"GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN","GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN","GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN","15/696","164/21355",0.000317483452378031,0.00305193770350494,0.00203623163005265,"26033/975/896/5768/6513/25902/7057/9123/5211/5163/116844/8204/8519/9725/64218",15
