"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOCC_LYSOSOMAL_LUMEN","GOCC_LYSOSOMAL_LUMEN","GOCC_LYSOSOMAL_LUMEN","21/665","97/19413",1.07773804661386e-11,6.31092607581459e-09,5.04592091448459e-09,"3074/5476/2239/5641/2717/427/6385/53/1514/2799/2588/196463/23400/1508/6609/6383/2548/2629/2517/375790/4758",21
"GOBP_REGULATION_OF_CHROMOSOME_SEPARATION","GOBP_REGULATION_OF_CHROMOSOME_SEPARATION","GOBP_REGULATION_OF_CHROMOSOME_SEPARATION","18/665","72/19413",2.47117621748264e-11,1.27894864449636e-08,1.02258743586739e-08,"10460/7175/9319/10403/25906/7272/11130/9787/891/9700/1062/4085/9232/5347/81620/699/11065/9212",18
"GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","20/665","91/19413",2.4961183595928e-11,1.27894864449636e-08,1.02258743586739e-08,"10460/7175/9319/10403/25906/7272/11130/9787/891/9700/1062/11004/4288/4085/9232/5347/81620/699/11065/9212",20
"GOBP_CYTOPLASMIC_TRANSLATION","GOBP_CYTOPLASMIC_TRANSLATION","GOBP_CYTOPLASMIC_TRANSLATION","25/665","148/19413",3.85953860696706e-11,1.84596436399365e-08,1.47594664868048e-08,"6175/6164/6206/6146/6230/6144/6125/1968/6194/6229/6202/6233/6189/6130/6133/6157/3921/6201/6124/6165/6228/9045/6136/6170/6222",25
"GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","17/665","65/19413",4.05310545887848e-11,1.84596436399365e-08,1.47594664868048e-08,"10460/7175/9319/10403/25906/7272/11130/9787/891/9700/1062/4085/5347/81620/699/11065/9212",17
"GOBP_CHROMOSOME_SEPARATION","GOBP_CHROMOSOME_SEPARATION","GOBP_CHROMOSOME_SEPARATION","20/665","97/19413",8.58054897927028e-11,3.70228108063462e-08,2.96017055367956e-08,"10460/7175/9319/10403/25906/7272/23397/11130/9787/7153/891/9700/1062/4085/9232/5347/81620/699/11065/9212",20
"GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","44/665","440/19413",2.12378381036732e-10,8.70538983869565e-08,6.96042199324069e-08,"54443/10460/7175/9319/79960/10403/8555/6790/7023/1033/994/5932/25906/7164/896/7272/900/9928/11130/11113/1026/9787/891/9700/4609/6194/1062/351/890/10769/9133/4085/5347/81620/699/983/5569/596/6241/1163/11065/9212/26233/128239",44
"GOCC_VACUOLAR_LUMEN","GOCC_VACUOLAR_LUMEN","GOCC_VACUOLAR_LUMEN","26/665","174/19413",2.61165479728825e-10,1.01954028705567e-07,8.15176662792677e-08,"2519/3074/5476/2239/5641/2717/427/3614/6385/53/1514/2799/6386/2588/6278/196463/23400/1508/6609/6383/2548/2629/2517/375790/4758/5645",26
"GOBP_ENTRY_INTO_HOST","GOBP_ENTRY_INTO_HOST","GOBP_ENTRY_INTO_HOST","24/665","154/19413",5.29670984817725e-10,1.97374669706169e-07,1.57811541744496e-07,"2519/3383/57617/858/857/1949/975/7852/1948/5819/1514/56649/4061/1508/6609/3921/983/682/8519/3916/7405/3304/3303/286827",24
"GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME","GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME","GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME","25/665","168/19413",6.30952954021791e-10,2.17570110504072e-07,1.73958870341785e-07,"6175/6164/6206/6146/6230/6144/6125/6194/6229/6202/6233/6189/6130/6133/6157/54948/3921/6201/6124/6165/6228/9045/6136/6170/6222",25
"GOBP_SPINDLE_ORGANIZATION","GOBP_SPINDLE_ORGANIZATION","GOBP_SPINDLE_ORGANIZATION","28/665","208/19413",6.36945919992403e-10,2.17570110504072e-07,1.73958870341785e-07,"10460/7175/259266/284403/10403/6790/22974/24137/4605/7272/991/3925/4751/9787/891/9700/3832/1062/83540/10769/64946/9133/29127/5347/9212/7405/3304/3303",28
"GOCC_CONDENSED_CHROMOSOME","GOCC_CONDENSED_CHROMOSOME","GOCC_CONDENSED_CHROMOSOME","31/665","256/19413",1.11118000060378e-09,3.64378145797992e-07,2.91339699526726e-07,"7175/54820/10403/332/57820/7272/1058/4751/81930/11130/151648/7153/891/10592/57082/1062/675/10609/11004/83540/2177/4288/79682/64946/3148/4085/221150/5347/81620/699/9212",31
"GOCC_RIBOSOMAL_SUBUNIT","GOCC_RIBOSOMAL_SUBUNIT","GOCC_RIBOSOMAL_SUBUNIT","25/665","178/19413",2.16799179699601e-09,6.8358449045282e-07,5.46562142505837e-07,"6175/6164/6206/6146/6230/6144/6125/6194/6229/6202/6233/6189/6130/6133/6157/54948/3921/6201/6124/6165/6228/9045/6136/6170/6222",25
"GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","13/665","46/19413",2.85821141872127e-09,8.67837674469516e-07,6.9388235884512e-07,"7175/9319/10403/25906/7272/11130/891/4085/9232/5347/81620/699/9212",13
"GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION","GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION","GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION","23/665","156/19413",3.67434563658127e-09,1.07579591173904e-06,8.60156025525998e-07,"7175/54820/10403/332/7272/1058/4751/81930/11130/151648/891/57082/1062/11004/83540/79682/64946/4085/221150/5347/81620/699/9212",23
"GOCC_CHROMOSOME_CENTROMERIC_REGION","GOCC_CHROMOSOME_CENTROMERIC_REGION","GOCC_CHROMOSOME_CENTROMERIC_REGION","28/665","227/19413",4.71192977435689e-09,1.33201380310958e-06,1.06501585135827e-06,"7175/54820/10403/332/7272/10051/1058/4751/81930/11130/151648/7153/891/55143/79075/57082/1062/11004/83540/79682/64946/4085/221150/5347/81620/699/9212/7405",28
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","27/665","213/19413",4.89555393575087e-09,1.33779170550952e-06,1.06963559150599e-06,"10460/7175/9319/4171/10403/25906/7272/10051/4751/23397/11130/9787/7153/891/9700/3178/5570/10592/4609/1062/4085/9232/5347/81620/699/11065/9212",27
"GOCC_SPINDLE","GOCC_SPINDLE","GOCC_SPINDLE","39/665","402/19413",5.44135930180975e-09,1.43897624374956e-06,1.15053800924853e-06,"10460/7175/259266/3161/54820/284403/8555/6790/22974/332/24137/994/7272/10112/991/4751/9928/11064/81930/9787/151648/891/55143/9700/3832/9585/1062/351/10733/11004/10769/55262/29127/4085/221150/5347/150468/983/9212",39
"GOCC_RIBOSOME","GOCC_RIBOSOME","GOCC_RIBOSOME","27/665","216/19413",6.64743736855541e-09,1.70299036085679e-06,1.36163133203929e-06,"6175/6164/6206/6146/6230/6144/6125/440275/6194/6229/6202/6233/6189/6130/6133/6157/54948/3921/6201/6124/6165/6228/9045/347/6136/6170/6222",27
"GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION","17/665","89/19413",7.64110014806029e-09,1.89823451556964e-06,1.51773941377899e-06,"7175/9319/4171/10403/25906/7272/11130/7153/891/9700/3178/4085/9232/5347/81620/699/9212",17
"GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","12/665","42/19413",1.01918159540023e-08,2.45742668208561e-06,1.96484328004867e-06,"7175/9319/10403/25906/7272/11130/891/4085/5347/81620/699/9212",12
"GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST","GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST","GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST","25/665","192/19413",1.04934332913879e-08,2.4578618892228e-06,1.96519125129241e-06,"2519/3383/57617/858/857/1949/975/7852/1948/5819/1514/56649/4061/80145/1508/6609/3921/983/682/8519/3916/7405/3304/3303/286827",25
"GOBP_MEIOTIC_CELL_CYCLE_PROCESS","GOBP_MEIOTIC_CELL_CYCLE_PROCESS","GOBP_MEIOTIC_CELL_CYCLE_PROCESS","26/665","207/19413",1.14374647841798e-08,2.60456489724183e-06,2.08248810558735e-06,"259266/9319/10403/6790/57820/994/10635/7272/10051/991/23397/81930/151648/7153/9700/10592/675/10609/83540/2177/10018/9133/9232/5347/699/4603",26
"GOCC_VACUOLAR_MEMBRANE","GOCC_VACUOLAR_MEMBRANE","GOCC_VACUOLAR_MEMBRANE","41/665","452/19413",1.52867346503252e-08,3.38704461252341e-06,2.70812223805334e-06,"1534/9066/5476/4680/57192/162/80331/1186/57617/8992/9528/533/10103/55686/6185/64747/57153/58986/53/5025/967/10970/408/283537/2040/1915/23400/9114/11182/23385/2548/64837/2629/374395/8519/3916/9516/9725/5167/7405/4758",41
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","36/665","367/19413",1.59450097433664e-08,3.43992604937153e-06,2.75040375822556e-06,"2260/3383/3655/7078/857/5054/7046/6387/7466/7164/652/4609/7057/7009/6279/10525/10018/90993/8682/6280/3148/5979/84289/624/2266/596/6201/1649/627/666/754/10134/3304/3303/7124/6648",36
"GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","11/665","37/19413",2.66394125921281e-08,5.5997411392376e-06,4.47729074794013e-06,"10403/4751/151648/891/57082/1062/11004/83540/29127/81620/9212",11
"GOCC_ENDOPLASMIC_RETICULUM_LUMEN","GOCC_ENDOPLASMIC_RETICULUM_LUMEN","GOCC_ENDOPLASMIC_RETICULUM_LUMEN","32/665","310/19413",3.04852322973675e-08,6.13504163978403e-06,4.90529195708005e-06,"2519/54972/11320/334/3912/7466/1303/2335/3488/5768/652/25870/51280/10956/10970/7057/4240/351/871/10525/3698/1758/51246/493869/567/51148/6383/2266/64856/79087/1435/1287",32
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION","13/665","55/19413",3.06826917822817e-08,6.13504163978403e-06,4.90529195708005e-06,"7175/9319/10403/25906/7272/11130/652/891/4085/5347/81620/699/9212",13
"GOBP_KINETOCHORE_ORGANIZATION","GOBP_KINETOCHORE_ORGANIZATION","GOBP_KINETOCHORE_ORGANIZATION","9/665","23/19413",3.27001631375443e-08,6.38276041432352e-06,5.10335628715509e-06,"10403/10051/1058/9787/10592/1062/83540/64946/81620",9
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","33/665","329/19413",3.72268342541108e-08,7.0973392375628e-06,5.67470004652014e-06,"7175/10403/8555/6790/5641/994/10635/896/9928/11113/9787/5914/891/9700/4609/9585/429/675/351/10733/10018/29127/6755/4041/7039/4085/81620/983/6241/1163/11065/9212/7124",33
"GOBP_VIRAL_PROCESS","GOBP_VIRAL_PROCESS","GOBP_VIRAL_PROCESS","38/665","415/19413",4.04463585532963e-08,7.53589198681644e-06,6.02534628496116e-06,"6482/11320/3383/7023/57617/858/857/1949/975/7852/7913/1948/440275/5819/4245/7153/1514/27090/56649/5045/2040/4061/11282/1508/6609/3921/983/596/682/81876/84875/8519/3916/7405/3304/3303/286827/7124",38
"GOCC_CHROMOSOMAL_REGION","GOCC_CHROMOSOMAL_REGION","GOCC_CHROMOSOMAL_REGION","35/665","366/19413",4.78784251134487e-08,8.72238509066784e-06,6.97401060073556e-06,"7175/54820/4171/10403/332/10635/7272/10051/1058/4751/81930/11130/151648/7153/891/55143/79075/57082/1062/675/11004/83540/79682/64946/9401/80145/4085/221150/4176/5347/81620/699/983/9212/7405",35
"GOBP_VIRAL_LIFE_CYCLE","GOBP_VIRAL_LIFE_CYCLE","GOBP_VIRAL_LIFE_CYCLE","32/665","318/19413",5.55684751820382e-08,9.90326868570325e-06,7.91818981598517e-06,"3383/57617/858/857/1949/975/7852/7913/1948/440275/5819/7153/1514/56649/5045/2040/4061/1508/6609/3921/983/596/682/81876/84875/8519/3916/7405/3304/3303/286827/7124",32
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","13/665","58/19413",6.06988960789962e-08,1.05874372352258e-05,8.46521894476841e-06,"6175/6164/6146/6144/6125/6130/6133/6157/6124/6165/9045/6136/6170",13
"GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION","30/665","287/19413",6.22513023183202e-08,1.06320036751164e-05,8.50085218281097e-06,"2519/3383/7023/57617/858/857/1949/975/2335/7852/1948/440275/5819/1514/56649/2040/4061/80145/2150/1508/6609/3921/983/682/8519/3916/7405/3304/3303/286827",30
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","32/665","321/19413",6.91935621436294e-08,1.15765065806831e-05,9.25603246978261e-06,"54443/7175/9319/79960/10403/8555/6790/7023/994/25906/896/7272/900/9928/11130/1026/9787/891/9700/1062/351/10769/4085/5347/81620/699/983/5569/596/6241/11065/9212",32
"GOCC_SPINDLE_POLE","GOCC_SPINDLE_POLE","GOCC_SPINDLE_POLE","22/665","169/19413",8.02685918468197e-08,1.31608383192046e-05,1.05227899248452e-05,"10460/259266/54820/284403/8555/6790/22974/994/991/4751/11064/9787/151648/891/3832/9585/10733/10769/4085/5347/150468/9212",22
"GOCC_MIDBODY","GOCC_MIDBODY","GOCC_MIDBODY","24/665","204/19413",1.46459493389372e-07,2.29867388073958e-05,1.83791197536823e-05,"54443/259266/6790/332/24137/10112/6513/4751/9928/11064/11113/5585/55143/55165/9585/1062/51097/55262/29127/5347/983/9212/7405/2664",24
"GOBP_MEIOTIC_CELL_CYCLE","GOBP_MEIOTIC_CELL_CYCLE","GOBP_MEIOTIC_CELL_CYCLE","28/665","266/19413",1.47884215537026e-07,2.29867388073958e-05,1.83791197536823e-05,"259266/9319/10403/6790/57820/994/5932/10635/7272/10051/991/4751/23397/81930/151648/7153/9700/10592/675/10609/83540/2177/10018/9133/9232/5347/699/4603",28
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","11/665","43/19413",1.48609070113683e-07,2.29867388073958e-05,1.83791197536823e-05,"6206/6230/6194/6229/6202/6233/6189/3921/6201/6228/6222",11
"HP_CORNEAL_OPACITY","HP_CORNEAL_OPACITY","HP_CORNEAL_OPACITY","28/665","268/19413",1.72970544977682e-07,2.58583025858806e-05,2.06750876596703e-05,"5982/5476/9319/6720/2260/10269/55624/57192/2717/427/7468/55603/652/2317/1545/3832/2588/6768/4041/2706/699/1717/2629/2517/6657/1364/4312/4758",28
"GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","39/665","457/19413",1.73482147136305e-07,2.58583025858806e-05,2.06750876596703e-05,"7035/64063/26999/489/334/332/7023/7078/5641/857/5054/2335/1718/5266/5447/5270/10541/4609/23787/7057/5045/351/6279/871/3698/10018/23400/23385/6280/9232/1508/10395/6692/10653/666/6657/10134/1364/7124",39
"GOCC_SPINDLE_MIDZONE","GOCC_SPINDLE_MIDZONE","GOCC_SPINDLE_MIDZONE","10/665","36/19413",2.36035947470758e-07,3.45539767386656e-05,2.76277414454964e-05,"6790/9928/81930/55143/9585/1062/351/29127/5347/9212",10
"GOBP_CELL_GROWTH","GOBP_CELL_GROWTH","GOBP_CELL_GROWTH","40/665","487/19413",3.29359827160927e-07,4.73700326853558e-05,3.78748595333535e-05,"9564/1535/26999/79960/634/6790/7046/6387/1594/2335/3488/9928/7852/1026/23767/440275/85004/5270/28988/6386/9746/29948/2064/351/1382/6279/6280/2203/84289/22883/596/627/1946/64218/5167/2664/3304/3303/780/5645",40
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS","26/665","247/19413",4.10639527670132e-07,5.80417732386163e-05,4.64074834628297e-05,"7175/10403/8555/6790/994/10635/896/9928/11113/9787/891/9700/9585/351/10733/29127/6755/4041/7039/4085/81620/983/6241/11065/9212/7124",26
"GOBP_REGULATION_OF_CYTOKINESIS","GOBP_REGULATION_OF_CYTOKINESIS","GOBP_REGULATION_OF_CYTOKINESIS","15/665","91/19413",4.39954087802187e-07,6.05090438684269e-05,4.83801975024324e-05,"8555/6790/994/10112/9928/11113/9585/675/10733/10769/29127/6755/5347/9212/7405",15
"GOCC_AZUROPHIL_GRANULE","GOCC_AZUROPHIL_GRANULE","GOCC_AZUROPHIL_GRANULE","20/665","157/19413",4.42857115406881e-07,6.05090438684269e-05,4.83801975024324e-05,"2519/3074/5476/4680/80331/2717/3614/967/2799/10970/6386/2588/6278/2040/23385/2548/2517/374395/3916/5645",20
"GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING","GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING","GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING","18/665","130/19413",4.77878784930677e-07,6.42237750633064e-05,5.13503225843542e-05,"7175/9319/10403/8555/25906/7272/900/11130/1026/891/2177/10769/4085/5347/81620/699/983/9212",18
"GOCC_MITOTIC_SPINDLE","GOCC_MITOTIC_SPINDLE","GOCC_MITOTIC_SPINDLE","20/665","159/19413",5.44043954069525e-07,7.19366505719672e-05,5.75171766042603e-05,"10460/7175/259266/8555/6790/22974/11064/81930/9700/3832/9585/1062/55262/29127/4085/221150/5347/150468/983/9212",20
"GOBP_CYTOKINESIS","GOBP_CYTOKINESIS","GOBP_CYTOKINESIS","21/665","174/19413",5.71489584726481e-07,7.43662161204396e-05,5.94597434267635e-05,"54443/8555/6790/24137/994/10112/1058/3925/9928/11113/9700/55165/9585/675/10733/10769/29127/6755/5347/9212/7405",21
"GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","15/665","96/19413",8.95871107004763e-07,0.000113012953164204,9.03598643255089e-05,"9319/57820/7272/10051/23397/151648/7153/9700/10592/10609/83540/2177/9232/5347/699",15
"GOCC_TERTIARY_GRANULE","GOCC_TERTIARY_GRANULE","GOCC_TERTIARY_GRANULE","20/665","164/19413",8.96052934334378e-07,0.000113012953164204,9.03598643255089e-05,"1535/6515/634/10321/427/25797/5768/28988/11322/2040/5799/23218/23114/567/116844/2548/124583/374395/3916/9725",20
"HP_ABNORMALITY_OF_FEMUR_MORPHOLOGY","HP_ABNORMALITY_OF_FEMUR_MORPHOLOGY","HP_ABNORMALITY_OF_FEMUR_MORPHOLOGY","26/665","258/19413",9.50380912564448e-07,0.000118048829109142,9.43863148730274e-05,"3459/6558/10269/23594/2717/1186/1594/55603/2335/5447/2317/675/55215/2588/2177/1758/5352/4041/5979/4054/124583/2629/2517/79087/613/5167",26
