"","Nalm6_0hr_Pred_Rep1","Nalm6_0hr_Pred_Rep2","Nalm6_0hr_Pred_Rep3","A687_24hr_Pred_Rep1","A687_24hr_Pred_Rep2","A687_24hr_Pred_Rep3"
"FLII",15592,11463,16467,6010,6008,5230
"FLJ12825",0,0,0,0,0,0
"FLJ13224",6,2,6,1,1,0
"FLJ16779",3610,2715,3851,4,3,6
"FLJ20021",74,79,78,90,80,56
"FLJ21408",16,5,8,10,8,3
"FLJ22447",25,16,28,18,18,31
"FLJ22763",0,0,0,0,0,0
"FLJ26245",0,0,0,0,0,0
"FLJ26850",4,4,5,5,5,2
"FLJ27354",470,344,513,190,192,158
"FLJ30679",26,13,29,5,3,4
"FLJ31104",2,3,2,8,6,6
"FLJ31356",0,0,0,2,0,0
"FLJ31662",0,0,0,0,0,0
"FLJ33360",4,1,8,5,7,4
"FLJ33581",0,0,0,0,0,0
"FLJ35934",8,7,7,3,6,10
"FLJ37035",23,6,11,11,13,19
"FLJ37453",580,385,559,239,227,207
"FLJ37505",2,2,0,0,0,0
"FLJ38576",6,6,10,6,2,5
"FLJ40194",2,1,2,0,0,0
"FLJ40288",8,3,9,0,1,0
"FLJ41941",2,0,1,0,0,0
"FLJ42102",0,0,1,0,0,0
"FLJ42393",0,1,1,1,1,0
"FLJ42969",6,5,15,1,1,2
"FLJ43879",0,1,0,0,0,0
"FLJ45079",0,0,0,0,0,0
"FLJ46066",0,0,0,0,0,0
"FLJ46284",0,0,0,0,0,0
"FLNA",34158,25918,36588,24230,23772,21596
"FLNB",16399,11836,16393,10026,10343,9011
"FLNB-AS1",0,1,1,1,0,0
"FLNC",16,16,19,10,5,10
"FLOT1",11345,8110,11435,5564,5720,4921
"FLOT2",4981,3521,5049,3130,3227,2735
"FLRT1",34,23,31,317,369,292
"FLRT2",6,6,5,0,0,0
"FLRT3",3,1,3,145,143,127
"FLT1",2034,1564,2149,6117,6550,5407
"FLT1P1",0,0,0,0,0,0
"FLT3",453,327,448,2773,2988,2476
"FLT3LG",31,31,36,19,27,12
"FLT4",68,66,63,0,1,0
"FLVCR1",4515,3426,4957,1851,1998,1651
"FLVCR1-AS1",191,150,216,308,295,277
"FLVCR2",0,1,4,4,8,4
"FLYWCH1",6412,4814,6438,2367,2501,2232
"FLYWCH1P1",0,0,0,0,0,0
"FLYWCH2",1545,1064,1523,505,510,419
"FMN1",262,192,270,3,0,4
"FMN2",1,2,2,0,0,1
"FMNL1",8718,6353,8911,3982,3972,3371
"FMNL2",6602,5057,7474,8587,9195,7289
"FMNL3",2540,2114,3125,1749,1786,1471
"FMO1",0,0,0,0,0,0
"FMO10P",0,0,0,0,0,0
"FMO11P",0,0,0,0,0,0
"FMO2",0,0,1,0,0,0
"FMO3",1,0,0,0,0,0
"FMO4",218,139,236,54,42,33
"FMO5",252,202,287,46,58,39
"FMO6P",0,0,0,0,0,0
"FMO7P",0,0,0,0,0,0
"FMO8P",0,0,0,0,0,0
"FMO9P",0,0,0,0,0,0
"FMOD",148,103,155,0,0,0
"FMR1",5427,4147,6152,3043,3456,2835
"FMR1-AS1",10,10,16,2,0,3
"FMR1-IT1",33,19,40,14,23,25
"FMR1NB",0,1,0,0,2,1
"FN1",92,16,29,0,0,1
"FN3K",588,432,602,106,118,95
"FN3KRP",4754,3409,4701,1370,1410,1208
"FNBP1",15338,11510,16222,4190,4378,3652
"FNBP1L",1825,1339,2035,2,6,6
"FNBP1P1",4,3,5,0,1,0
"FNBP4",16961,13414,18851,8325,9223,7711
"FNDC1",0,0,1,4,5,8
"FNDC1-IT1",0,0,0,0,0,0
"FNDC10",1,0,2,0,0,0
"FNDC11",2,2,4,7,4,1
"FNDC3A",6242,4820,6758,3648,3786,3140
"FNDC3B",876,739,941,1716,1680,1512
"FNDC3CP",0,0,0,0,0,0
"FNDC4",1,3,6,0,0,0
"FNDC5",57,53,88,194,213,172
"FNDC7",19,8,13,3,6,1
"FNDC8",1,2,1,2,4,3
"FNDC9",0,0,0,0,0,0
"FNIP1",3550,2697,3534,1386,1544,1261
"FNIP2",1856,1377,2128,1169,1193,936
"FNTA",5561,4054,5691,2523,2869,2127
"FNTAL1",7,5,3,2,3,2
"FNTAP2",14,3,2,0,5,3
"FNTB",861,578,847,220,238,194
"FOCAD",4,2,3,738,779,633
"FOCAD-AS1",0,0,0,0,0,0
"FOLH1",0,0,0,0,0,0
"FOLH1B",0,0,0,0,0,0
"FOLR1",0,0,0,0,0,0
"FOLR2",23,11,16,3,3,3
"FOLR3",4,0,0,0,0,0
"FOPNL",7236,5154,7523,1887,2087,1625
"FOS",334,287,366,29,34,42
"FOSB",762,480,647,40,49,40
"FOSL1",49,29,34,4,9,3
"FOSL1P1",2,0,3,0,2,0
"FOSL2",2313,1737,2336,14809,15167,13169
"FOXA1",0,0,0,0,0,0
"FOXA2",1,0,0,114,105,82
"FOXA3",0,2,0,1,0,0
"FOXB1",0,0,0,0,0,1
"FOXB2",0,0,0,0,0,0
"FOXC1",1,0,2,0,0,0
"FOXC2",4,4,3,1,0,0
"FOXC2-AS1",1,0,0,0,0,0
"FOXCUT",0,0,0,0,0,0
"FOXD1",2,0,0,0,0,0
"FOXD1-AS1",0,0,0,0,0,0
"FOXD2",113,100,110,28,27,13
"FOXD2-AS1",1039,705,1053,238,227,197
"FOXD3",0,0,0,0,0,0
"FOXD3-AS1",0,0,0,1,0,0
"FOXD4",223,160,222,37,45,39
"FOXD4L1",341,213,314,20,22,16
"FOXD4L2",0,0,0,0,0,0
"FOXD4L3",6,2,10,0,1,1
"FOXD4L4",0,0,0,0,0,0
"FOXD4L5",6,6,3,0,1,1
"FOXD4L6",20,2,8,1,4,0
"FOXE1",0,0,0,0,0,0
"FOXE3",10,5,6,0,7,1
"FOXF1",0,0,0,0,0,0
"FOXF2",2,5,3,19,22,21
"FOXG1",0,0,0,0,0,0
"FOXG1-AS1",0,0,0,0,0,0
"FOXH1",15,10,21,22,18,18
"FOXI1",1,2,0,2,1,0
"FOXI2",0,0,0,0,0,0
"FOXI3",0,1,0,969,911,721
"FOXJ1",0,2,1,0,3,0
"FOXJ2",3817,2890,4275,1629,1673,1311
"FOXJ3",12364,9383,13176,3898,4223,3375
"FOXK1",11231,8007,9307,3303,3361,2947
"FOXK2",17342,12337,17822,4457,4579,3907
"FOXL1",2531,1827,2539,1,1,1
"FOXL2",0,0,0,2821,2829,2287
"FOXL2NB",0,0,0,10676,11492,9426
"FOXM1",9431,7316,10212,4769,4771,3962
"FOXN1",1,1,0,0,0,0
"FOXN2",5733,4376,6298,2215,2298,1900
"FOXN3",11231,8334,11540,5574,5597,4574
"FOXN3-AS1",42,41,47,21,22,25
"FOXN3-AS2",0,0,0,0,0,0
"FOXN3P1",1,0,6,3,3,0
"FOXN4",6,2,13,0,1,0
"FOXO1",13653,9867,13772,1540,1556,1379
"FOXO1B",0,0,2,0,0,0
"FOXO3",2794,2116,2992,1118,1198,979
"FOXO3B",150,126,170,198,179,152
"FOXO4",719,510,781,436,390,312
"FOXO6",2637,1854,2648,130,132,86
"FOXP1",4567,3472,4855,3343,3597,2787
"FOXP1-AS1",0,0,0,0,0,0
"FOXP1-IT1",7,6,5,2,0,4
"FOXP2",7,3,14,0,2,0
"FOXP3",20,15,25,8,4,3
"FOXP4",5540,4244,6140,2280,2302,2069
"FOXP4-AS1",123,70,96,22,15,19
"FOXQ1",0,0,0,0,0,0
"FOXR1",0,0,1,0,0,0
"FOXR2",0,0,0,0,0,0
"FOXRED1",6970,5349,7776,2017,2072,1710
"FOXRED2",10381,7707,11158,2482,2463,2199
"FOXS1",11,5,13,0,0,0
"FPGS",20328,14128,19702,12573,12466,10823
"FPGT",543,413,642,258,275,247
"FPGT-TNNI3K",558,424,588,27,37,22
"FPR1",3,3,1,2,4,1
"FPR2",0,0,1,3,5,0
"FPR3",0,0,0,0,0,0
"FRA10AC1",2520,2004,3001,1321,1427,1182
"FRAS1",171,113,166,8,7,4
"FRAT1",324,240,324,476,467,382
"FRAT2",1281,904,1259,660,710,580
"FREM1",2,5,5,3,4,3
"FREM2",1,0,0,0,0,0
"FREM2-AS1",0,0,0,0,0,0
"FREM3",0,1,1,0,0,0
"FRG1",4902,3451,5114,891,895,771
"FRG1BP",1375,942,1461,143,188,150
"FRG1FP",0,0,0,0,0,0
"FRG1JP",93,70,106,14,17,19
"FRG1KP",0,0,0,0,0,0
"FRG2",0,0,0,0,0,0
"FRG2B",1,0,0,0,0,0
"FRG2C",0,0,0,2,1,1
"FRG2DP",0,0,0,0,0,0
"FRG2FP",94,93,130,0,0,0
"FRG2GP",0,0,0,0,0,0
"FRG2HP",0,0,0,0,0,0
"FRG2IP",0,0,0,0,0,0
"FRG2JP",0,0,0,0,0,0
"FRG2KP",0,0,1,0,0,1
"FRG2LP",0,0,0,0,0,0
"FRG2MP",0,0,0,0,0,0
"FRGCA",0,0,0,0,0,0
"FRK",70,49,68,0,0,0
"FRMD1",0,0,0,0,0,0
"FRMD3",27,22,23,49,47,29
"FRMD4A",25,13,14,231,249,211
"FRMD4B",4429,3280,4961,1833,1855,1533
"FRMD5",2,2,1,0,0,2
"FRMD6",36,26,35,1,3,6
"FRMD6-AS1",1,0,1,0,0,0
"FRMD6-AS2",0,0,0,0,0,0
"FRMD7",1,0,0,0,1,0
"FRMD8",6727,4771,6782,2130,2028,1849
"FRMD8P1",2,2,4,1,0,0
"FRMPD1",169,133,190,60,52,61
"FRMPD2",1,0,0,0,0,0
"FRMPD2P1",4,2,1,0,0,0
"FRMPD2P2",0,0,0,0,0,0
"FRMPD3",13,1,6,0,0,0
"FRMPD3-AS1",0,0,0,0,0,0
"FRMPD4",2,0,2,0,0,0
"FRMPD4-AS1",0,0,0,0,0,0
"FRRS1",174,124,196,102,112,93
"FRRS1L",2,1,4,0,0,0
"FRS2",2732,2128,2970,1008,1129,834
"FRS3",763,542,751,361,362,310
"FRY",195,133,173,341,318,284
"FRY-AS1",0,0,0,0,0,0
"FRYL",7833,5772,7709,4460,4938,4005
"FRZB",3,3,3,0,0,0
"FSBP",3,3,8,11,9,11
"FSCB",0,0,0,0,0,0
"FSCN1",22,27,25,1642,1714,1536
"FSCN1P1",0,0,0,1,2,1
"FSCN2",14,15,13,20,25,22
"FSCN3",34,41,39,12,6,6
"FSD1",1518,1152,1616,0,1,2
"FSD1L",1554,1272,1671,799,812,668
"FSD2",12,4,6,12,16,8
"FSHB",0,0,0,0,0,0
"FSHR",0,0,0,0,0,0
"FSIP1",67,59,67,12,12,7
"FSIP2",1,0,0,0,0,0
"FSIP2-AS1",5,2,6,13,14,17
"FST",8,11,16,81,89,61
"FSTL1",57,16,39,21,26,27
"FSTL3",1384,926,1459,286,272,238
"FSTL4",87,68,98,11,29,19
"FSTL5",10,1,4,0,0,0
"FTCD",71,61,75,32,26,30
"FTCD-AS1",0,0,0,0,0,0
"FTCDNL1",265,164,242,5,3,2
"FTH1",21030,14685,20949,14436,14911,12208
"FTH1P1",0,1,0,0,0,0
"FTH1P10",33,28,28,25,22,16
"FTH1P11",24,14,35,14,18,11
"FTH1P12",1,3,3,1,5,1
"FTH1P14",0,0,0,0,0,0
"FTH1P15",0,4,1,0,0,1
"FTH1P16",18,36,31,8,17,13
"FTH1P18",0,0,0,0,0,0
"FTH1P19",0,0,0,0,0,0
"FTH1P2",68,49,62,31,35,18
"FTH1P20",49,38,46,24,26,8
"FTH1P21",1,0,0,0,0,0
"FTH1P22",0,1,0,0,0,0
"FTH1P23",9,5,7,4,6,1
"FTH1P24",0,0,0,0,0,0
"FTH1P25",0,0,0,0,0,0
"FTH1P26",0,0,0,0,0,0
"FTH1P27",0,0,0,0,0,0
"FTH1P3",31,10,29,3,4,2
"FTH1P4",4,9,5,1,3,2
"FTH1P5",1,1,3,0,2,0
"FTH1P6",0,0,0,0,0,0
"FTH1P7",15,7,10,5,3,8
"FTH1P8",29,25,29,9,11,13
"FTH1P9",1,0,0,0,0,0
"FTHL17",0,0,0,0,0,0
"FTL",47330,32380,47838,10583,9855,8960
"FTLP1",0,0,0,0,0,0
"FTLP10",0,0,0,0,0,0
"FTLP12",1,0,1,1,1,2
"FTLP13",0,0,0,0,0,0
"FTLP14",0,0,0,0,0,0
"FTLP15",0,0,0,0,0,0
"FTLP16",0,0,0,0,0,0
"FTLP17",0,0,0,0,0,0
"FTLP18",0,0,0,0,0,0
"FTLP19",0,0,0,0,0,0
"FTLP2",19,11,25,3,9,6
"FTLP3",182,111,217,34,52,22
"FTLP4",0,0,0,0,0,0
"FTLP5",1,3,2,1,2,1
"FTLP6",0,0,0,0,0,0
"FTLP8",0,0,0,0,0,0
"FTMT",0,0,0,0,0,0
"FTO",4639,3430,5158,2939,3059,2500
"FTOP1",3,4,0,0,0,0
"FTSJ1",7705,5757,8560,2294,2413,2045
"FTSJ3",21122,15389,22647,5157,5077,4352
"FTX",181,115,169,176,161,145
"FUBP1",32022,24693,34818,14543,15873,12396
"FUBP3",11676,9059,12559,3659,3894,3368
"FUCA1",1084,677,1152,50,70,48
"FUCA1P1",0,0,0,0,0,0
"FUCA2",1,3,4,0,0,0
"FUK",1976,1501,2160,802,922,762
"FUNDC1",1622,1237,1686,594,654,501
"FUNDC2",5156,3448,4965,2146,2133,1894
"FUNDC2P2",4,0,5,1,0,0
"FUNDC2P3",0,0,0,0,0,0
"FUNDC2P4",1,0,2,0,0,0
"FUOM",1165,815,1095,463,455,375
"FURIN",1384,985,1486,2414,2386,2191
"FUS",133576,95833,139320,48752,51391,43316
"FUT1",10,4,4,1,0,0
"FUT10",1362,1043,1500,275,286,245
"FUT11",2772,1927,2928,609,592,495
"FUT2",2,1,0,0,0,0
"FUT3",28,18,33,2,0,0
"FUT4",1389,1060,1476,520,610,498
"FUT5",2,3,1,0,0,0
"FUT6",1,0,5,0,0,0
"FUT7",184,89,177,32,25,28
"FUT8",2227,1605,2432,1249,1226,1028
"FUT8-AS1",61,42,66,25,41,20
"FUT9",7,0,1,0,0,0
"FUZ",902,658,955,356,329,278
"FXN",2209,1722,2260,1256,1244,1107
"FXNP1",0,0,0,0,0,0
"FXNP2",1,2,2,1,4,0
"FXR1",13229,9627,14168,10005,10425,8494
"FXR2",5018,3520,5263,2652,2651,2254
"FXYD1",0,0,1,2,0,1
"FXYD2",8,16,14,1,0,1
"FXYD3",1,0,0,3,3,1
"FXYD4",0,0,0,0,0,0
"FXYD5",9850,6960,10012,5875,6007,5023
"FXYD6",18,30,21,0,0,0
"FXYD6-FXYD2",0,0,0,0,0,0
"FXYD6P1",0,0,0,0,0,0
"FXYD6P2",0,0,0,0,0,0
"FXYD6P3",0,0,0,0,0,0
"FXYD7",1,2,2,5,8,4
"FYB",15,3,7,3,5,6
"FYCO1",5119,3805,5139,1700,1682,1437
"FYN",2679,1970,2776,1328,1408,1161
"FYTTD1",20486,15590,22685,8303,8499,6910
"FYTTD1P1",2,7,10,0,2,0
"FZD1",407,315,407,454,449,409
"FZD10",0,0,0,0,0,0
"FZD10-AS1",0,3,2,0,0,0
"FZD2",660,436,615,583,569,483
"FZD3",2849,2135,2963,1788,1829,1539
"FZD4",4,1,2,122,95,87
"FZD5",864,616,866,235,247,229
"FZD6",432,273,388,0,1,0
"FZD7",395,277,406,18,14,15
"FZD8",2,3,1,1,3,0
"FZD9",0,0,1,0,0,0
"FZR1",6561,4889,6815,2385,2259,1996
"G0S2",0,0,0,0,0,0
"G2E3",4012,3375,4588,2313,2369,2039
"G3BP1",64739,47934,66824,17022,17218,14282
"G3BP2",33342,24822,35658,11627,11954,9345
"G6PC",0,0,0,0,0,0
"G6PC2",0,1,0,0,0,0
"G6PC3",3292,2286,3328,2303,2230,1940
"G6PD",6645,4858,6915,3522,3510,3081
"GAA",3014,2072,2787,2691,2779,2386
"GAB1",7568,6051,8224,13871,14657,11917
"GAB2",11645,8397,11744,2449,2354,2071
"GAB3",2379,1758,2405,686,805,619
"GAB4",0,0,0,0,0,0
"GABARAP",641,469,651,327,296,245
"GABARAPL1",105,61,131,0,0,0
"GABARAPL2",4254,2996,4455,2286,2271,1962
"GABARAPL3",0,0,0,0,0,0
"GABBR1",4439,3468,4921,2217,2163,2069
"GABBR2",5,0,11,1,0,2
"GABPA",8148,6266,8709,3009,3152,2533
"GABPB1",8636,6374,8830,3651,3771,3056
"GABPB1-AS1",3719,2850,3616,6258,6936,6133
"GABPB2",2797,2148,3174,780,800,667
"GABRA1",4,0,7,0,0,0
"GABRA2",3,0,1,0,0,0
"GABRA3",1,1,0,0,0,0
"GABRA4",8,8,7,0,0,0
"GABRA5",1,0,0,0,0,0
"GABRA6",5,0,3,0,0,0
"GABRB1",0,0,2,0,0,0
"GABRB2",2,0,3,1,0,0
"GABRB3",10,3,5,0,0,0
"GABRD",40,49,74,112,108,110
"GABRE",2,0,1,0,0,0
"GABRG1",0,0,0,5,7,5
"GABRG2",4,0,4,0,0,0
"GABRG3",1,0,0,0,0,0
"GABRG3-AS1",0,0,0,0,0,0
"GABRP",1,0,0,0,2,0
"GABRQ",0,1,0,0,0,0
"GABRR1",0,0,0,0,0,0
"GABRR2",163,121,164,89,78,83
"GABRR3",0,0,0,3,0,0
"GACAT1",0,0,0,0,0,0
"GACAT2",14,9,3,159,157,149
"GACAT3",0,0,0,0,0,0
"GAD1",1,1,4,27,17,20
"GAD2",2,2,2,0,0,0
"GADD45A",1784,1234,1861,869,880,792
"GADD45B",1042,746,1067,431,477,441
"GADD45G",22,14,22,117,108,90
"GADD45GIP1",4804,3183,4415,1431,1553,1350
"GADL1",260,197,284,4,1,0
"GAGE1",1,0,0,0,0,0
"GAGE10",2,0,0,1,1,2
"GAGE12B",0,0,0,0,0,0
"GAGE12C",0,0,0,0,0,0
"GAGE12D",0,0,0,0,0,0
"GAGE12E",0,0,0,0,0,0
"GAGE12F",0,0,0,0,0,0
"GAGE12G",0,0,0,0,0,0
"GAGE12H",0,0,0,0,0,0
"GAGE12I",0,0,0,0,0,0
"GAGE12J",0,0,0,0,0,0
"GAGE13",0,0,0,0,0,0
"GAGE2A",0,0,0,0,0,0
"GAGE2B",0,0,0,0,0,0
"GAGE2C",0,0,0,0,0,0
"GAGE2D",0,0,0,0,0,0
"GAGE2E",0,0,0,0,0,0
"GAK",12681,8849,12517,2116,2028,1883
"GAL",0,0,0,0,0,0
"GAL3ST1",5,4,2,0,0,0
"GAL3ST2",25,22,29,1,0,1
"GAL3ST3",0,1,1,0,0,0
"GAL3ST4",1461,1046,1456,2825,2945,2621
"GALC",11,5,8,859,890,673
"GALE",1964,1444,2152,448,475,358
"GALK1",3113,2276,3063,1377,1405,1251
"GALK2",1496,1153,1454,726,779,651
"GALM",1088,802,1085,270,269,249
"GALNS",1714,1147,1823,1185,1211,1058
"GALNT1",13686,9839,14255,6362,6537,5140
"GALNT10",3023,2170,3209,1524,1644,1361
"GALNT11",4,1,5,2,2,0
"GALNT12",391,302,493,91,73,72
"GALNT13",4,2,11,0,0,0
"GALNT14",5530,3844,5604,3536,3663,3056
"GALNT15",11,4,7,2,9,5
"GALNT16",4,3,6,0,0,0
"GALNT18",1,1,0,0,0,1
"GALNT2",36439,26994,38888,28642,29309,24575
"GALNT3",289,233,253,5,5,2
"GALNT4",17,20,28,4,9,0
"GALNT5",0,0,0,0,0,0
"GALNT6",1304,871,1356,1,6,7
"GALNT7",9639,7452,10917,9072,9424,7693
"GALNT8",25,21,27,87,86,80
"GALNT9",1,10,10,0,0,0
"GALNTL5",1,0,0,0,0,0
"GALNTL6",0,0,0,0,0,0
"GALP",0,0,0,2,0,0
"GALR1",0,0,0,0,0,0
"GALR2",3,1,5,2,0,0
"GALR3",2,5,5,4,2,6
"GALT",2131,1575,2338,926,984,821
"GAMT",4138,2692,4061,723,737,586
"GAMTP2",0,0,0,0,0,0
"GAN",2513,1792,2369,762,864,709
"GANAB",41265,29707,44542,18189,18292,15430
"GANC",2717,2143,3026,1023,978,848
"GAP43",23,30,31,0,0,0
"GAPDH",357928,249551,367983,154219,153989,130871
"GAPDHP1",754,559,844,334,301,176
"GAPDHP14",0,0,0,0,0,0
"GAPDHP15",0,0,0,0,0,0
"GAPDHP16",0,0,0,0,0,0
"GAPDHP17",0,0,0,0,0,0
"GAPDHP19",0,0,0,0,0,0
"GAPDHP2",31,12,20,5,12,4
"GAPDHP20",0,0,0,0,0,0
"GAPDHP21",7,9,18,2,3,0
"GAPDHP22",16,9,8,6,5,4
"GAPDHP23",0,0,0,0,0,0
"GAPDHP24",0,0,0,0,0,0
"GAPDHP25",0,0,0,0,0,0
"GAPDHP26",0,1,0,0,0,0
"GAPDHP27",0,0,0,0,0,0
"GAPDHP28",0,0,0,0,0,0
"GAPDHP29",0,0,0,0,0,0
"GAPDHP31",0,0,0,0,0,0
"GAPDHP32",0,0,0,0,0,0
"GAPDHP33",0,0,0,0,0,1
"GAPDHP34",0,0,0,0,0,0
"GAPDHP36",0,0,0,0,0,0
"GAPDHP37",0,0,1,0,0,0
"GAPDHP38",49,42,40,22,11,10
"GAPDHP39",0,0,0,0,0,0
"GAPDHP40",167,130,216,83,62,21
"GAPDHP41",0,0,0,0,0,0
"GAPDHP42",0,0,0,0,0,0
"GAPDHP44",14,13,10,7,5,2
"GAPDHP45",2,2,2,0,0,0
"GAPDHP46",0,0,0,0,0,0
"GAPDHP47",10,8,4,0,0,0
"GAPDHP48",0,0,0,0,0,0
"GAPDHP49",0,0,0,0,1,0
"GAPDHP50",0,0,0,0,0,0
"GAPDHP51",0,0,0,0,0,0
"GAPDHP52",2,4,6,2,0,0
"GAPDHP53",0,0,0,0,0,0
"GAPDHP54",0,0,0,0,0,0
"GAPDHP55",0,0,0,0,0,0
"GAPDHP56",0,0,0,0,0,0
"GAPDHP57",0,0,0,0,0,0
"GAPDHP58",0,0,0,0,0,0
"GAPDHP59",0,0,0,0,0,0
"GAPDHP60",29,23,13,7,12,2
"GAPDHP61",48,34,41,9,15,6
"GAPDHP62",29,19,27,0,5,3
"GAPDHP63",167,125,163,52,55,26
"GAPDHP64",0,0,0,0,0,0
"GAPDHP65",364,270,397,122,140,70
"GAPDHP66",0,1,0,0,0,0
"GAPDHP67",0,0,0,0,0,0
"GAPDHP68",0,0,1,0,0,0
"GAPDHP69",4,8,12,6,1,1
"GAPDHP70",0,2,1,0,1,0
"GAPDHP71",50,39,46,13,19,8
"GAPDHP72",77,76,76,30,38,23
"GAPDHP73",1,0,8,0,1,0
"GAPDHP74",0,0,0,0,0,0
"GAPDHP75",0,0,0,0,0,0
"GAPDHP76",0,0,0,0,0,0
"GAPDHS",0,2,1,0,0,0
"GAPLINC",6,4,0,2,0,0
"GAPT",0,0,1,0,0,0
"GAPVD1",9011,6427,9352,3551,3708,3114
"GAR1",7289,5091,7719,2028,1998,1653
"GAREM1",274,217,289,103,108,76
"GAREM2",5,5,8,3,0,4
"GARNL3",195,135,183,83,92,62
"GARS",30316,21759,32623,8909,9452,7746
"GARSP1",0,0,0,0,0,0
"GART",19433,14317,20999,10995,11426,9268
"GAS1",244,167,251,6,12,11
"GAS1RR",9,3,18,1,0,0
"GAS2",30,32,42,25,29,22
"GAS2L1",64,44,59,39,37,40
"GAS2L1P1",0,0,0,0,0,0
"GAS2L1P2",0,0,0,0,0,0
"GAS2L2",6,8,21,10,5,7
"GAS2L3",49,38,54,0,0,1
"GAS5",40438,29454,41563,30731,33838,27023
"GAS5-AS1",27,16,28,21,31,13
"GAS6",12,5,7,2,1,1
"GAS6-AS1",144,133,174,0,3,1
"GAS6-AS2",1,0,0,0,0,0
"GAS7",21948,16121,22099,1043,1098,945
"GAS8",5,8,8,358,350,300
"GAS8-AS1",0,0,0,0,0,0
"GAST",0,0,0,0,0,0
"GATA1",0,0,0,0,0,0
"GATA2",0,1,1,0,0,0
"GATA2-AS1",3,1,0,0,0,0
"GATA3",1455,1034,1569,127,100,89
"GATA3-AS1",7,3,0,0,0,0
"GATA4",0,0,0,0,0,0
"GATA5",0,0,0,0,0,0
"GATA6",0,0,0,0,0,0
"GATA6-AS1",0,0,0,0,0,0
"GATAD1",2475,1819,2738,1485,1667,1355
"GATAD2A",20584,15181,21889,5631,5508,4946
"GATAD2B",8925,6614,9657,3475,3664,2969
"GATB",2174,1613,2206,876,842,694
"GATC",6475,4944,7205,2173,2208,1739
"GATM",3790,2856,3980,17,9,15
"GATM-AS1",4,2,3,0,0,0
"GATS",1053,748,1117,799,843,739
"GATSL1",3,0,2,1,0,2
"GATSL2",17,7,12,8,9,20
"GATSL3",24,16,26,26,42,18
"GBA",2237,1639,2343,591,614,487
"GBA2",3861,2861,4244,3229,3194,2878
"GBA3",3,2,2,11,14,12
"GBAP1",919,628,999,900,940,802
"GBAS",5322,3863,5722,3346,3522,3037
"GBE1",20966,15593,22764,8697,8947,7215
"GBF1",10463,8044,11750,4589,5001,4293
"GBGT1",469,382,572,998,997,852
"GBP1",1186,850,1279,269,268,231
"GBP1P1",20,14,19,0,1,0
"GBP2",66,60,81,28,22,14
"GBP3",395,313,404,166,164,144
"GBP4",18482,12966,18275,140,171,137
"GBP5",5,1,7,1,2,0
"GBP6",1,0,5,1,2,0
"GBP7",66,46,93,0,0,0
"GBX1",0,0,0,0,0,0
"GBX2",0,0,0,78,79,60
"GC",0,0,0,0,0,0
"GCA",2468,1788,2487,2,3,8
"GCAT",2937,2097,3080,602,565,450
"GCC1",3432,2408,3597,1023,1011,898
"GCC2",3106,2485,3552,1444,1496,1245
"GCC2-AS1",25,26,31,37,29,34
"GCDH",5126,3519,5098,1052,1060,990
"GCFC2",4613,3497,4979,1353,1396,1214
"GCG",0,0,0,0,0,0
"GCGR",2,0,0,1,0,1
"GCH1",5209,3898,5602,3,15,7
"GCHFR",17,7,10,303,289,255
"GCK",3,3,4,0,0,0
"GCKR",0,0,0,0,0,0
"GCLC",2883,2132,3052,2308,2497,2061
"GCLM",2575,1957,2745,1037,1070,906
"GCM1",23,10,12,4,15,9
"GCM2",0,0,0,0,0,2
"GCN1",35156,25761,35000,11687,11814,10342
"GCNT1",4388,3233,4508,3070,3204,2607
"GCNT1P1",7,5,3,1,1,1
"GCNT1P2",0,0,0,0,0,0
"GCNT1P3",0,0,0,0,0,0
"GCNT1P4",0,0,0,0,0,0
"GCNT1P5",0,0,0,0,0,0
"GCNT2",2,4,10,6,10,4
"GCNT3",19,15,28,6,6,2
"GCNT4",0,0,0,0,0,0
"GCNT6",0,0,0,0,0,0
"GCNT7",0,0,0,0,0,0
"GCOM1",0,0,0,0,0,0
"GCOM2",13,12,18,6,7,4
"GCSAM",2166,1563,2261,7460,7525,6107
"GCSAML",0,0,0,0,0,0
"GCSAML-AS1",0,0,0,0,0,0
"GCSH",415,274,330,142,187,123
"GCSHP1",0,0,0,0,0,0
"GCSHP2",0,0,0,0,0,0
"GCSHP3",0,0,0,0,0,0
"GCSHP4",0,0,0,0,0,0
"GCSHP5",16,7,19,7,8,9
"GDA",0,0,0,26,23,16
"GDAP1",4,7,8,796,894,725
"GDAP1L1",27,35,38,1,1,2
"GDAP2",1536,1134,1592,430,500,432
"GDE1",6127,4297,6300,1630,1728,1437
"GDF1",0,0,0,0,0,0
"GDF10",1,0,0,0,0,0
"GDF11",8240,5918,9144,7228,7270,5987
"GDF15",1,2,6,14,19,18
"GDF2",0,0,0,0,0,0
"GDF3",0,0,0,0,0,0
"GDF5",1,3,0,3,2,2
"GDF5OS",0,0,0,0,0,0
"GDF6",0,0,0,0,0,0
"GDF7",1,0,0,0,0,0
"GDF9",152,113,181,50,44,35
"GDI1",10866,8030,11859,6005,6077,5137
"GDI2",41960,30441,45369,23931,24874,20197
"GDI2P1",8,7,6,5,3,3
"GDI2P2",45,34,39,19,16,8
"GDNF",53,39,57,0,0,0
"GDNF-AS1",17,10,13,1,2,0
"GDPD1",340,261,362,295,330,285
