"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TBC1D8B",225.054457603147,11.8878900653923,1.18371867866609,10.0428338925838,9.87943072755938e-24,3.79650559047099e-23
"FAM65A",2788.74029223961,-0.459254509092691,0.0457297498396629,-10.0427951323356,9.88331458610473e-24,3.79737577797099e-23
"ADH5",8266.20723593692,0.316544832958174,0.0315296600198902,10.0395891601268,1.02098502445765e-23,3.92219492767159e-23
"RBM39",26279.6854946733,0.279403833427928,0.0278304466286204,10.0395023176018,1.02188424013845e-23,3.92500631400599e-23
"NEO1",1272.37612234214,-7.82761368040959,0.779768071451814,-10.0383870114555,1.03350269658818e-23,3.96898210486343e-23
"UPF2",6865.74258206867,0.338553603638518,0.0337284932868411,10.0376142141695,1.04162977588744e-23,3.99953768049528e-23
"IGBP1",3702.27484211909,0.443660878090487,0.0442088717572627,10.0355621045136,1.06351913667804e-23,4.08291752389707e-23
"ZNF281",4198.13790232203,0.404993302009604,0.0403575032015658,10.0351426595164,1.06804901430244e-23,4.09963682049073e-23
"RAB2B",1719.31243449727,-0.522770241854306,0.052103123017118,-10.0333763425765,1.08733528406493e-23,4.17298282750221e-23
"RP11-430C7.4",77.6654951243596,2.42960849448195,0.242171359526504,10.0326004661837,1.09591566289867e-23,4.20522441160381e-23
"EDA",620.126562351414,-10.2559599396864,1.02250168984606,-10.0302620929952,1.12218328798155e-23,4.30531346856664e-23
"AC024560.3",3043.71135727159,0.49979327954034,0.0498399455444014,10.0279660035962,1.14858241069451e-23,4.40587419407419e-23
"ZNF597",165.771898765591,-7.34408413775463,0.732374402661977,-10.0277728318479,1.1508312355941e-23,4.4137784827357e-23
"MLLT10",3265.04200271375,0.421311551667216,0.0420153517464297,10.0275621684642,1.15328866160772e-23,4.42248010237765e-23
"MNT",3124.43114947054,-0.463846702131205,0.0462848735609398,-10.0215613967378,1.2255134757528e-23,4.69866996287237e-23
"NOS2",126.183251384493,-6.62577894922355,0.661172850885254,-10.0212507823819,1.22937156879364e-23,4.71269150182148e-23
"LRRC37A3",168.164751204825,1.57960052852491,0.157677286995531,10.017933201563,1.27133654507459e-23,4.8727640806561e-23
"CISD3",1151.34822771038,0.689882658653959,0.0688653521060238,10.0178484180525,1.27242738008893e-23,4.87614800387406e-23
"ARHGAP27",1822.79768517149,0.508240507157161,0.0507370743132162,10.0171425734884,1.28154491629612e-23,4.9102854153967e-23
"RTKN",1279.73591347364,0.618228405450678,0.0617369853855802,10.0139066005493,1.32417978260717e-23,5.07281354719091e-23
"TET3",7781.82823048856,-0.393085110899905,0.0392564827826722,-10.013253430677,1.332954347157e-23,5.10559400301937e-23
"KIAA1958",2551.57749080072,0.484482421370676,0.0483887503625976,10.012294546568,1.34594023293309e-23,5.1544916743505e-23
"RAB10",10195.1417714916,0.290106979297256,0.0289855625107415,10.0086717030159,1.39614415106888e-23,5.34588246218389e-23
"GUCD1",6805.96511937111,-0.37065485750817,0.037034023075747,-10.0084956136161,1.39863103136583e-23,5.35453045787711e-23
"LURAP1",76.5954649549237,2.43684108741602,0.243607354291468,10.0031507443754,1.47623915432743e-23,5.65072346226313e-23
"AC137934.1",85.3839472399491,-2.82264227925224,0.282180982488371,-10.0029500725428,1.4792345395245e-23,5.66126501016973e-23
"TMEM52",122.836024092546,-2.13609030531438,0.213593826743408,-10.0007118084011,1.51305533983723e-23,5.78975761485691e-23
"TMEM14B",2326.83496740404,-0.46195269666013,0.0461943131285373,-10.0002070682322,1.52078728794093e-23,5.81839469977595e-23
"RPH3AL",260.90342459314,10.2603766120237,1.02625711186177,9.99786164054932,1.55723257784345e-23,5.95685917093818e-23
"MELK",2409.59285355985,0.471985655268694,0.0472182580743917,9.99582946336325,1.58950877535579e-23,6.07933310607046e-23
"NAP1L1",74295.3284769451,0.247346438254609,0.0247495804995022,9.99396487789294,1.61970552066765e-23,6.19381519147681e-23
"UHRF1",34980.6667541907,-0.336967388130173,0.033728653835594,-9.99053771231659,1.6766971694582e-23,6.41070796129549e-23
"BUD31",3244.06240012562,-0.479819628001096,0.0480287558979405,-9.99025727463557,1.68144762882147e-23,6.42782286407476e-23
"KDELC1",215.055381542819,11.8211112718532,1.18395660315225,9.98441263841927,1.78354233948662e-23,6.81699825894406e-23
"LRR1",2459.92721550529,-0.484640294555354,0.0485414115878273,-9.98405853275364,1.78992143467728e-23,6.84026527407881e-23
"FKBP10",67.7234075767397,2.6116486799186,0.261618639467092,9.98265523144085,1.81542438401317e-23,6.93659546695859e-23
"NGDN",2777.41206871518,-0.460377596572865,0.0461262224097558,-9.98082159174374,1.84929106409762e-23,7.06484623037227e-23
"HSF1",8002.7571706306,0.316439067312362,0.0317051420938553,9.98068598385779,1.85182039556644e-23,7.07335664695184e-23
"IFI27L1",686.713746099092,-0.79254279465058,0.0794080650666372,-9.98063350347976,1.85280016834489e-23,7.07594644096408e-23
"RABL2B",1764.59378732579,0.515266154106062,0.0516293575088135,9.98010006260687,1.86278831794466e-23,7.1129332791865e-23
"LIPT2",113.446816177264,-2.42181187638382,0.242691820996682,-9.97895959755861,1.88432159332516e-23,7.19398519079804e-23
"CCND3",34348.0911038519,-0.334983398885782,0.0335705669539561,-9.9784850028071,1.89335494387816e-23,7.22729612225279e-23
"COPRS",1543.66241029835,-0.556794276316735,0.0558354875807811,-9.97205004274714,2.02015358148005e-23,7.71005555535902e-23
"PIGZ",66.3195236395575,2.60351474137158,0.261090487770585,9.97169511460422,2.02738695129876e-23,7.73640303026927e-23
"LSM14B",9941.28020212755,0.329862400304547,0.0330824990273681,9.97090334776894,2.04361556314651e-23,7.79706172148107e-23
"POLR2H",4622.3957845076,0.396476492824913,0.0397711479000289,9.96894768593352,2.08425352830494e-23,7.95081519199974e-23
"IL1B",251.463994425178,-8.36528607565639,0.839410934673311,-9.96566250225471,2.15432720105247e-23,8.21678896185417e-23
"FHDC1",137.166109632373,1.78253294392442,0.178868917395804,9.96558244929722,2.15606354765637e-23,8.22207417937782e-23
"SDAD1",5806.61399425687,-0.395953569394613,0.0397343706096643,-9.96501425137229,2.16842763441743e-23,8.26787960966738e-23
"SLC35G1",254.473928319127,10.2217158405665,1.0258544300179,9.96409972162247,2.18847556554045e-23,8.34296269490455e-23
"DGCR6",92.7095790992022,-5.67769452995365,0.56992872274996,-9.96211333683664,2.23265469002641e-23,8.50999997178628e-23
"CRISPLD1",250.422559312551,-8.35846526948216,0.839037065037645,-9.96197381233348,2.23579083625906e-23,8.52056871760746e-23
"PCDHGA6",147.314939621369,1.63198038227867,0.163829276719265,9.96146973825197,2.24715749533122e-23,8.56249530517089e-23
"NRSN2-AS1",211.853471343065,1.35074590176588,0.1356009723365,9.96118153499629,2.25368204939314e-23,8.58596106843537e-23
"GPBP1L1",7548.5788937184,0.334455774523976,0.0335866304647046,9.95800322617796,2.32689088796166e-23,8.86342827027503e-23
"PPP1CA",13420.0244371625,0.336402962065501,0.033785769872742,9.95694232609176,2.35184793006826e-23,8.95703786132378e-23
"JMJD6",2069.8391714739,-0.498890992783893,0.050108643727549,-9.95618631181612,2.36979427707168e-23,9.02392107876807e-23
"EXTL2",1239.93014516317,0.580339639311068,0.0583027057855213,9.95390576632873,2.42475566431542e-23,9.23170897427055e-23
"GBA",1089.98114705881,-0.62667765873906,0.0629724008632348,-9.95162404717737,2.48100822624559e-23,9.44434446383648e-23
"TP53BP1",4891.40034848548,0.379154129544357,0.0381037478985037,9.95057311827443,2.50735018975116e-23,9.5430700534775e-23
"ANAPC2",6060.37346674319,-0.413893511550524,0.0416158336665833,-9.94557780258701,2.6363957557154e-23,1.00325939752954e-22
"ZDHHC7",3251.45731143195,-0.461137345929045,0.0463701691651394,-9.94469837465513,2.65978554285401e-23,1.0119959629139e-22
"OSBPL10",93.8082025045348,-2.55533718726446,0.256995639399526,-9.94311496193105,2.70241811507734e-23,1.02805000617211e-22
"CTB-25B13.5",79.9311201464717,-2.955290408558,0.297265110115008,-9.94159862021693,2.74387883814777e-23,1.04365312044975e-22
"PSMC1",5526.63322680836,0.345542445602911,0.0347683276781088,9.93842582254756,2.83267994128667e-23,1.07725449145688e-22
"ADAMTSL2",247.417134415461,-8.34167745866188,0.839387140724403,-9.93781898000355,2.84998576253255e-23,1.08366006397966e-22
"CTD-2291D10.4",207.047759913678,11.7661109254522,1.18407101274298,9.93699769593651,2.87357380875229e-23,1.09245188458872e-22
"AP5B1",3008.60058032658,-0.455019445795658,0.0457915479987433,-9.93675614128934,2.88054819985498e-23,1.09492583463121e-22
"RINT1",2202.62822288885,-0.504998745371197,0.0508284259238447,-9.93536070008989,2.92116801002414e-23,1.11017710174575e-22
"TMEM199",1443.01954948989,-0.558439315724843,0.0562073382247567,-9.93534533679227,2.92161836106999e-23,1.11017710174575e-22
"ERVK3-1",2458.57573164692,-0.492416181587258,0.0495928971492282,-9.92916747947888,3.10839881576576e-23,1.1809598806042e-22
"RINL",343.98652303485,1.08091711315094,0.108875171779621,9.92804048418742,3.14372546070063e-23,1.19418788802801e-22
"POP4",2196.64767734841,-0.47172973946103,0.0475154085086738,-9.927931891292,3.14715032437852e-23,1.19529523738827e-22
"PDXDC1",3921.58829832179,-0.403777345472248,0.0406730108841435,-9.92740239030748,3.16390302107386e-23,1.20146335127386e-22
"AL163953.3",70.4330894740019,-3.94089429438843,0.396986500837549,-9.92702342793536,3.17594706114404e-23,1.20584168777148e-22
"ZBTB3",555.097979026758,-0.932956266229804,0.0939901220225785,-9.9261097459336,3.20517234994046e-23,1.21674091684886e-22
"ALG9",574.509244674717,-0.852127906108828,0.0858870079395209,-9.92149949744287,3.35674799201212e-23,1.27407548825983e-22
"CRK",3639.78281394948,0.4390490302793,0.0442552215371904,9.9208413160996,3.37895885819418e-23,1.28229820789441e-22
"PTCD1",423.963416154031,-1.00964418909109,0.101792948405249,-9.91860639571597,3.45546958673218e-23,1.3111214618007e-22
"UCK1",1536.84118174434,0.59583688746398,0.060086582003902,9.91630523142899,3.53604048867283e-23,1.34147570650201e-22
"ADAMTS9",571.972275888668,-10.1386029591415,1.02255256077436,-9.91499444435771,3.58276386831207e-23,1.3589813967656e-22
"CNBP",32733.7998434219,-0.270182729876335,0.0272519050487247,-9.91426945724581,3.60886824935266e-23,1.3686616784582e-22
"ETHE1",888.962795992305,0.808800833915887,0.081599174473952,9.91187520131189,3.69642262393165e-23,1.40163994354097e-22
"NAPA",2890.24065268739,-0.465859673289577,0.0470136239900237,-9.90903558909716,3.80299271247487e-23,1.44181691374007e-22
"ZFAND4",758.785442817624,-0.746863000833533,0.0753881184423548,-9.90690597225368,3.88490784404116e-23,1.47263504744457e-22
"RGS3",455.846450663257,0.945950433291707,0.095489692589161,9.9063093370884,3.90816889081862e-23,1.48121306482634e-22
"TIMM10B",3128.13417818971,-0.448404092119407,0.0452652001654533,-9.90615507012894,3.91420570833777e-23,1.48326130663886e-22
"SMG1P3",498.748907916767,-0.916541809923955,0.0925246962488262,-9.9059153618738,3.92360436217064e-23,1.48658262544093e-22
"NDOR1",3656.84971247751,-0.499884690978707,0.0504633692022881,-9.90589211304663,3.92451710671824e-23,1.48668823320575e-22
"ELK1",2887.22330088635,0.466186366650724,0.0470636025341391,9.90545435429771,3.941742732286e-23,1.49297246534283e-22
"MESDC1",2801.95678676774,-0.515397646083373,0.0520336271689474,-9.90508780811943,3.95622373982875e-23,1.49821528545291e-22
"HERC2P10",100.079109151126,-2.56882503902901,0.259345933305587,-9.905013763999,3.9591553626386e-23,1.49908338605704e-22
"POM121B",96.1000077838289,2.10550422603803,0.212590210979522,9.90405069140671,3.99748271205498e-23,1.51335118041616e-22
"ZNF829",385.314709474935,11.7018951962825,1.18153540475028,9.90397338009155,4.00057534759804e-23,1.51427750324175e-22
"AC025171.1",378.775359529458,1.05940712126255,0.107037017401009,9.89757699706387,4.26482364841699e-23,1.61403889173224e-22
"TCF7L2",1492.26662760575,0.547850235571452,0.0553580670178945,9.89648419975285,4.31166676281478e-23,1.63150353269717e-22
"TMEM86B",209.979124223348,-1.61598075989077,0.163322404010899,-9.89442183194245,4.40146294982224e-23,1.66521304792484e-22
"MAP3K4",4161.55196293354,-0.417984198119107,0.0422498705939202,-9.89314741662795,4.45787443318294e-23,1.68628323251664e-22
"MSH5",1048.837210975,-0.806123548014764,0.0814889798564471,-9.89242409752644,4.49020968696932e-23,1.69824075725393e-22
"HMBOX1",1503.33382010899,0.657752419759473,0.0665007511289103,9.89090211153305,4.55900885851644e-23,1.72398320792375e-22
"PRIM1",2154.97082739131,-0.496273164488134,0.0501775376168337,-9.89034512370417,4.58444668695246e-23,1.73332296617782e-22
"TMEM38A",374.660945898649,1.0283183617611,0.103988445852857,9.88877517427432,4.65690556241961e-23,1.76043492718326e-22
"LL0XNC01-237H1.2",47.9824516546214,3.2340940424066,0.327173494299874,9.88495125293481,4.83817219481598e-23,1.82866376202837e-22
"POM121C",7390.40197765808,-0.362086759966729,0.0366306624026022,-9.88479967921649,4.84549945163806e-23,1.83113806029752e-22
"NAPB",1426.05685418553,0.609207897194653,0.0616372658991691,9.88375925355353,4.8960922774368e-23,1.84995919777015e-22
"RNF149",798.145776062631,-0.78045301946356,0.0789698584599505,-9.88292286049071,4.9371425211969e-23,1.86516924407195e-22
"DNAJB12",3415.75525261229,-0.408120136018127,0.0413018099397148,-9.88141044215327,5.01223917895667e-23,1.89323447982208e-22
"RP4-665J23.1",69.9580502089319,-3.93038479318164,0.397826109053947,-9.87965521551191,5.10081081645426e-23,1.9263796559033e-22
"LONRF3",377.055540847302,11.6704978702167,1.18159955736627,9.87686377966294,5.24487341202664e-23,1.98046757872162e-22
"ABL2",3225.97006705554,0.448833476330911,0.045459362188539,9.87329022500164,5.43519306542763e-23,2.05200196733557e-22
"THNSL2",40.7334845827673,4.32225398040609,0.437828028260879,9.87203582551521,5.50360802220838e-23,2.0774968530709e-22
"CAD",18590.4790901767,-0.346285083905033,0.0350785108010212,-9.87171564577797,5.52120677730193e-23,2.08380456656934e-22
"CES3",79.2191346033279,-3.06663967467174,0.310681320161361,-9.87069217125445,5.57783683664156e-23,2.10483900840695e-22
"ZBTB43",554.357013570444,-10.0931766577991,1.02272513530902,-9.86890446840283,5.67813532866774e-23,2.14234264395704e-22
"ECHS1",3880.46835599889,-0.419729667039323,0.0425408288291109,-9.86651361978402,5.81506894052113e-23,2.19365430479858e-22
"SELO",3292.7031482636,-0.570329490194614,0.0578071897802306,-9.86606497155237,5.84112676832594e-23,2.20312983095504e-22
"ZNF395",3384.36711379962,-0.424918776160784,0.0430824900202655,-9.86291126536341,6.02758758272941e-23,2.27309265402737e-22
"INHBE",71.7725058258396,-3.64419896017412,0.369496246624984,-9.86261428488273,6.04544702767498e-23,2.27946112481027e-22
"PRR22",546.527088733989,-0.887202101242314,0.0899756727042739,-9.86046644139368,6.17618033558702e-23,2.32838026831479e-22
"ANOS2P",88.2213787017946,2.20570809739244,0.223744126729433,9.85817205409703,6.31892603315401e-23,2.38181155041679e-22
"LTBP3",3637.82849604225,0.424780120726794,0.0431126028051902,9.85280621182205,6.66564045261484e-23,2.51209583692326e-22
"ENPEP",141.592417520453,-2.05305104022604,0.208394862249457,-9.85173539340167,6.73705300281406e-23,2.53860125121303e-22
"LAPTM4A",2858.25132726113,0.440899384349806,0.0447553635741888,9.8513194651843,6.76499490815467e-23,2.54872052701348e-22
"ZNF600",729.522997145594,0.750718105559153,0.076205538300717,9.85122764433106,6.77117884220707e-23,2.55064052483395e-22
"ABCD4",4183.162662446,0.405783852229557,0.0412052705429148,9.84786283121081,7.00169312152045e-23,2.63704950219295e-22
"PGPEP1",250.730024090131,1.28167705760173,0.130171835444629,9.84603968457458,7.12981967416343e-23,2.684874603171e-22
"RP11-705C15.2",189.734491809431,-1.59022191726241,0.161526656335422,-9.8449503836704,7.20747812793988e-23,2.71368263683465e-22
"GEMIN2",1226.05410844,-0.637740464857643,0.0647893663747632,-9.84328911582096,7.32752845735101e-23,2.75843979445214e-22
"ABCC1",6174.05083925848,0.403187581906462,0.0409625901834611,9.84282439417741,7.36146413297575e-23,2.77032534832528e-22
"TAOK3",4830.60699035778,0.356548650535391,0.0362242015910106,9.84282978990134,7.36106922609962e-23,2.77032534832528e-22
"KIAA0895",70.7381707648679,-4.24280789544793,0.431163711670362,-9.84036406730742,7.54373533093464e-23,2.83846357148726e-22
"WNK1",14824.1853212816,0.276820806671657,0.0281312098543934,9.84034487334443,7.54517471927519e-23,2.83854968702525e-22
"ZNF800",2989.50066085279,-0.457499489134625,0.0464969472419838,-9.83934465102974,7.62056056980215e-23,2.86645051012657e-22
"RNF185",2775.09474066534,-0.442807663355584,0.045018387168327,-9.83615120861381,7.86627347001823e-23,2.95840010582931e-22
"CTD-2561J22.5",232.747038708011,10.0933992837953,1.0266402091712,9.83148642886648,8.23935497072639e-23,3.09821415504431e-22
"FBXL14",1224.51947810778,-0.612488184998258,0.0622997841825137,-9.83130508452341,8.25420700802537e-23,3.10330126873797e-22
"C21orf58",3721.09519357987,0.465956947273161,0.0473970221678763,9.83093295656382,8.28476719961674e-23,3.11429153677161e-22
"ABHD18",1933.71888528007,-0.539591921511956,0.0548950822623693,-9.82951294130491,8.40241551845525e-23,3.15800996140819e-22
"IMMP1L",651.559749900234,-0.798276286452333,0.0812285718249559,-9.82753073847689,8.56941144568188e-23,3.22025847740055e-22
"GET4",313.557147234523,1.17183065753119,0.119281778763315,9.82405418229382,8.87027515430044e-23,3.33278452320447e-22
"DRG2",3930.91948726916,-0.387857546504187,0.0394941561768311,-9.82063130473264,9.17670397612086e-23,3.44736513194582e-22
"ARL5A",3279.80302106321,-0.439272287155462,0.0447335601267858,-9.81974799033337,9.25746806711991e-23,3.47714830539636e-22
"CPSF3L",7312.58911047347,-0.358627023911924,0.0365221640813198,-9.81943520962802,9.28623491544006e-23,3.48739465938748e-22
"ZNF784",557.300939161124,-0.909070124156502,0.0925790615281345,-9.81939230265624,9.29018802137497e-23,3.48832055905879e-22
"ST3GAL6",98.5121449923256,-5.99719176733233,0.610802680107002,-9.81854199834507,9.36887280017517e-23,3.51730224609842e-22
"C6orf48",9593.43285642175,0.323994207277218,0.0330039805243058,9.81682215690958,9.5300442898335e-23,3.57723721069803e-22
"TPRA1",1832.09053175401,0.5162555780294,0.0525897202131134,9.81666333149021,9.54506600995983e-23,3.58230238264321e-22
"FAM24B",178.053509504518,1.54654042870682,0.157577941385743,9.81444747346305,9.75710306819437e-23,3.66129476469979e-22
"USPL1",2615.08384413761,-0.452044111790081,0.0460639510745883,-9.81340291583143,9.85866814391018e-23,3.6988145489048e-22
"C19orf57",821.165729078848,-0.74202672085942,0.0756194365733893,-9.81264545841038,9.93297165920768e-23,3.72609586364999e-22
"PDCD5",5069.19776115167,0.361942851705277,0.0368875559075707,9.81205837036748,9.99094374563439e-23,3.74724312046355e-22
"LRBA",5345.01267840048,-0.355124313216273,0.036205033423866,-9.80870005169444,1.03290569843695e-22,3.87343766554423e-22
"SHB",80.2777954307843,-2.88180129962786,0.293897865135129,-9.80545162620646,1.0666875829982e-22,3.99948147325308e-22
"TRMT6",3548.38701891031,-0.42543179866812,0.0433878503646791,-9.80532096179746,1.06806906600881e-22,4.00402102779225e-22
"ZEB2",8478.5907912058,0.365539669904431,0.0372868990458194,9.80343443028727,1.08821341414441e-22,4.07888688431461e-22
"TMEM167A",6615.36270017492,-0.359683783595757,0.036692829528852,-9.80256328591213,1.09764196901098e-22,4.11356984678574e-22
"SHFM1",4400.84743125564,0.385693180287587,0.039347374762287,9.80225955651963,1.10094826356774e-22,4.12530134745924e-22
"NCOA7",1546.37904238024,-0.553541652978402,0.056471240167136,-9.80218694224004,1.10174017692619e-22,4.12760910828282e-22
"NFRKB",5369.22262518398,-0.37229311791417,0.0379810142557701,-9.80208467859995,1.102856395186e-22,4.13113092822948e-22
"UBXN7",5290.00554198264,0.360600957328148,0.0367894282499226,9.8017548649701,1.10646397803006e-22,4.14398240230426e-22
"HIPK3",6744.27778125782,-0.342021759402027,0.034896393555287,-9.80106322047737,1.11406733443876e-22,4.17179254635174e-22
"UBL4A",4428.06925437172,-0.416049851480969,0.0424835327997298,-9.79320277911576,1.20419800031056e-22,4.50858037829833e-22
"ENTPD1",266.174461214485,1.18907894378089,0.121438067897425,9.79164906333383,1.22284969233628e-22,4.57768238116115e-22
"DNAJC12",683.693392361558,0.733789931828944,0.0749551632495647,9.78971827979048,1.24642684063844e-22,4.66519760353245e-22
"CPA6",352.011695853041,11.5692245201533,1.18179995069151,9.78949484080091,1.24918417860195e-22,4.67477175295837e-22
"LAGE3",1042.50107133358,-0.718856829166225,0.0734543632011782,-9.78644151059354,1.2874742213445e-22,4.81729424227016e-22
"NENF",1480.50097876251,0.608333030287538,0.0621622791984775,9.7862085839098,1.29044246496784e-22,4.82763008312553e-22
"LRRC2",277.819287758827,-1.26243678542308,0.129019425405197,-9.7848582216072,1.30778442210182e-22,4.89172705596834e-22
"LACC1",302.00710550755,1.1169281910279,0.114150767658813,9.78467524954626,1.31015190892489e-22,4.89980097486122e-22
"HSD3B7",171.635004672758,-1.62277207797343,0.165887994740395,-9.78233584963743,1.34079803676134e-22,5.01361396332588e-22
"TNRC6C",2238.99142430789,-0.513447301304041,0.0524894445706379,-9.78191530704936,1.34638190322266e-22,5.03369088786162e-22
"DMXL1",2722.39942892128,0.449511580053253,0.0459544906469834,9.78166820531957,1.3496735921597e-22,5.04519305954932e-22
"TTPA",224.128542577955,10.036821899555,1.02610458201792,9.78148044112306,1.35218015977827e-22,5.05375718307949e-22
"PLEKHO1",5032.79686419339,0.372741854153846,0.0381113912355377,9.78032661810245,1.36768465213337e-22,5.1108904235658e-22
"NCK1-AS1",159.023375685971,1.60489697133474,0.164095509494489,9.78026136290243,1.36856675720385e-22,5.11337187534624e-22
"TALDO1",7393.99304373854,0.31924712010807,0.0326439727010405,9.77966508647075,1.3766532155163e-22,5.14276585162368e-22
"NR3C2",72.3821483537985,-3.31095485293244,0.338632417920928,-9.77743026866835,1.40738393370864e-22,5.25672919106944e-22
"HLA-DRB1",8499.83036448373,-0.319981168560447,0.0327319563796098,-9.77580334183072,1.43018177623936e-22,5.34103081239635e-22
"CDR2L",383.491799258868,-1.03312229997356,0.105695360160451,-9.77452840318845,1.44830240923149e-22,5.40784127294096e-22
"RP11-809N8.5",45.9139955504565,5.92888150056187,0.606861344352068,9.7697465092162,1.51831479657044e-22,5.66835912510433e-22
"DNAJC13",4739.8433522418,0.360127020526376,0.0368647274414285,9.76887788194159,1.53138731394479e-22,5.716252964771e-22
"C2CD3",2972.05477177509,-0.417302456600104,0.0427179141785881,-9.76879289694516,1.53267227413562e-22,5.72013881206527e-22
"PTGDR",516.791626928644,-9.99269555539574,1.02302986952647,-9.76774564756458,1.54859440165487e-22,5.77864260413828e-22
"INO80E",5736.54146653281,0.400341034293491,0.0409872206160171,9.76745991254271,1.55296700509832e-22,5.7940371205331e-22
"IGHV3-29",181.129061902532,11.5732029805395,1.18505505502625,9.76596229133265,1.57608577018289e-22,5.87935654231922e-22
"ITGB2-AS1",69.8319338189447,-3.66836256052739,0.375674423814834,-9.76473863532293,1.59522796117446e-22,5.94981715628757e-22
"ELL",1831.60277901815,-0.549753492893973,0.0563027351439606,-9.76424131950797,1.60307329857665e-22,5.97812750927542e-22
"CC2D1B",3184.92876295296,0.444064630097412,0.0454843354818971,9.76302336601469,1.62244862159351e-22,6.04941926025538e-22
"NUP35",1333.12274485491,-0.56350770030588,0.0577273245081876,-9.76154195793288,1.64632765885922e-22,6.13747810375036e-22
"SLC17A5",595.656724849723,0.794270889667519,0.0813706155797388,9.76115129532449,1.6526825598484e-22,6.16018969096885e-22
"WRN",4177.20547580623,-0.404368092999916,0.0414413062522966,-9.7576097273118,1.71141225828445e-22,6.37808424102225e-22
"REC8",297.493936111451,-1.18964289305182,0.121927617102835,-9.75696008270598,1.72240734119961e-22,6.41804063940721e-22
"UBE3D",476.062689876658,-1.01724891272408,0.104285733241876,-9.75443985578274,1.76572730633659e-22,6.57841430033153e-22
"LINC01578",1602.93058767589,0.50705809569394,0.0520125326200227,9.74876765563889,1.86721078368819e-22,6.9553972464979e-22
"LDHA",57724.660295215,0.268989213053577,0.0275939013705404,9.74813997634829,1.87878963659219e-22,6.99741712014776e-22
"ZNF714",3249.7325174381,-0.426886783478184,0.0437988096638142,-9.74653847341586,1.90865568344809e-22,7.10752217264956e-22
"RAB43",82.0033798465574,2.30193780984992,0.236350905318381,9.73949224670436,2.04573957626711e-22,7.61679061986147e-22
"CELSR2",5259.18428033114,-0.419818427882701,0.0431081003013577,-9.73873645435216,2.06101003490004e-22,7.67242805340071e-22
"RP11-588K22.2",451.849986021125,-1.05150525183671,0.107972700665303,-9.73862138630948,2.063344809927e-22,7.67990038856799e-22
"SLC25A4",2300.40993157859,0.495848765167344,0.0509181260284509,9.73815817358017,2.07277008489483e-22,7.71375745448325e-22
"FTCDNL1",73.4922148953784,-4.81092565501093,0.49414885741932,-9.73578220970876,2.12178926723064e-22,7.89492804304843e-22
"ZNF133",339.354089790359,1.03927342728443,0.106793384490889,9.73162740593824,2.21028095966866e-22,8.22289040508812e-22
"NPIPB5",907.306113674272,-0.714497889409652,0.0734316833532712,-9.73010363894678,2.24364248841154e-22,8.34568095031126e-22
"SF3B3",23683.120859454,0.26506114698136,0.0272477031149792,9.72783452105529,2.29424859574389e-22,8.53256706131618e-22
"SMIM13",1927.58679017314,-0.534698747109884,0.0549758243774841,-9.72607056218834,2.33436761813911e-22,8.68039744334665e-22
"OSR2",143.633394455162,-7.13390840668956,0.733525564604331,-9.72550753638374,2.34731852477263e-22,8.72717172782519e-22
"RPA3",1890.15817309267,-0.497315813322137,0.0511461277252234,-9.72343040305823,2.39571552708426e-22,8.90569647980325e-22
"RP11-262H14.4",334.685200221372,11.4953844969477,1.18225738783105,9.72325029665235,2.39995822590519e-22,8.92005396088934e-22
"GP5",774.857834408933,-11.4677207548238,1.17957129631984,-9.72193947970936,2.43106147458447e-22,9.03422512163727e-22
"YWHAE",36947.6880353745,0.241849018619286,0.0248796570574131,9.72075370899153,2.45954111115086e-22,9.13861187060316e-22
"KDELR1",5800.94047462925,0.371157654891696,0.0381958071169133,9.71723555299202,2.54599727955238e-22,9.45834762487702e-22
"RP11-783K16.13",197.414298055,-1.56205790865611,0.160802452953036,-9.71414229055522,2.62449257196317e-22,9.74841221605645e-22
"MGRN1",3385.29162817247,0.403360709732079,0.0415363042154753,9.71103995289493,2.70562322732872e-22,1.00481721662387e-21
"IFRD2",7812.99777679263,-0.351892617336126,0.0362394930417505,-9.71019701988437,2.72809275288739e-22,1.01300153543082e-21
"MGLL",111.23436799257,-6.44264530683008,0.66359386362319,-9.70871742492245,2.76798084357826e-22,1.02765013934558e-21
"FBXW2",7800.14817532676,-0.314188263503358,0.0323636833577016,-9.70805022502455,2.78615605390072e-22,1.03423418249039e-21
"METTL6",1015.63959848969,-0.647130376013513,0.0666618486396596,-9.70765721652237,2.79691723512631e-22,1.03806445467675e-21
"RP11-267J23.4",201.731318884362,-1.47543383005645,0.151991678383625,-9.70733296550934,2.80582669214582e-22,1.04120636341395e-21
"RPRML",125.965536661381,1.80189442177399,0.18562703710489,9.70706880784725,2.8131057197897e-22,1.04374234214159e-21
"IFT88",551.785783788796,0.831738787491785,0.0857101835216721,9.70408361430561,2.89667492441262e-22,1.07457886889023e-21
"GUCA1B",146.724136450469,-1.81603018065417,0.187171314052877,-9.7025027037056,2.9419221945231e-22,1.09119160929092e-21
"PIWIL4",46.0260035924903,3.3124447122011,0.341542630830633,9.69848098946015,3.06020526364469e-22,1.13488459951296e-21
"COL11A2",739.764899756336,-0.78272764494982,0.0807093025187709,-9.69810939411572,3.07136895439348e-22,1.13884457007547e-21
