"","Nalm6_0hr_Pred_Rep1","Nalm6_0hr_Pred_Rep2","Nalm6_0hr_Pred_Rep3","A687_24hr_Pred_Rep1","A687_24hr_Pred_Rep2","A687_24hr_Pred_Rep3"
"CTD-3094K11.1",7.12806767717806,3.21038364308726,3.96043109435761,0,0,0
"CTD-3096M3.1",2.37602255905935,2.40778773231545,1.69732761186755,2.93139850902347,0,0
"CTD-3099C6.11",7.12806767717806,4.01297955385907,2.82887935311258,1.46569925451174,2.81198157528864,1.72591807093494
"CTD-3099C6.9",494.212692284346,589.105398506512,570.302077587495,705.001341420145,807.038712107839,749.048442785763
"CTD-3105H18.14",5.34605075788355,7.22336319694633,3.96043109435761,0,0,0
"CTD-3105H18.18",1.78201691929452,1.60519182154363,2.82887935311258,0,0,0
"CTD-3105H18.7",1.18801127952968,3.21038364308726,4.52620696498012,2.93139850902347,0,0
"CTD-3113P16.11",8.91008459647258,7.22336319694633,3.39465522373509,11.7255940360939,5.62396315057727,15.5332626384144
"CTD-3113P16.7",19.6021861122397,14.4467263938927,22.0652589542781,8.79419552707042,9.84193551351023,10.3555084256096
"CTD-3116E22.8",0.594005639764839,0,1.69732761186755,101.13324856131,89.9834104092364,72.4885589792674
"CTD-3126B10.1",0,1.60519182154363,1.13155174124503,10.2598947815822,8.43594472586591,13.8073445674795
"CTD-3126B10.2",5.94005639764839,16.0519182154363,4.52620696498012,5.86279701804695,4.21797236293296,10.3555084256096
"CTD-3126B10.5",1.18801127952968,1.60519182154363,0.565775870622515,4.39709776353521,1.40599078764432,1.72591807093494
"CTD-3128G10.6",11.2861071555319,12.0389386615772,19.2363796011655,8.79419552707042,2.81198157528864,5.17775421280481
"CTD-3131K8.2",349.86932182149,412.534298136713,360.399229586542,435.312678589986,485.06682173729,490.160732145522
"CTD-3138B18.5",171.073624252274,185.399655388289,179.91672685796,215.457790413225,206.680645783715,170.865889022559
"CTD-3138B18.6",9.50409023623742,9.63115092926178,10.7497415418278,30.7796843447465,44.9917052046182,41.4220337024385
"CTD-3145H4.1",1.78201691929452,4.01297955385907,1.69732761186755,0,1.40599078764432,0
"CTD-3148I10.15",2.37602255905935,5.6181713754027,5.09198283560264,7.32849627255868,4.21797236293296,5.17775421280481
"CTD-3149D2.4",1.18801127952968,1.60519182154363,3.39465522373509,1.46569925451174,1.40599078764432,0
"CTD-3154N5.1",2.97002819882419,2.40778773231545,1.13155174124503,1.46569925451174,4.21797236293296,6.90367228373975
"CTD-3154N5.2",6.53406203741322,9.63115092926178,3.39465522373509,2.93139850902347,7.02995393822159,8.62959035467469
"CTD-3162L10.1",2.97002819882419,0.802595910771815,1.13155174124503,14.6569925451174,15.4658986640875,6.90367228373975
"CTD-3184A7.4",480.550562569754,487.175717838492,438.476299732449,705.001341420145,690.341476733361,716.255999437999
"CTD-3185P2.1",125.929195630146,107.547852043423,138.615088302516,65.9564664530281,50.6156683551955,51.7775421280481
"CTD-3193K9.3",1.78201691929452,1.60519182154363,3.96043109435761,0,4.21797236293296,1.72591807093494
"CTD-3193K9.4",1.18801127952968,2.40778773231545,3.96043109435761,45.4366768898638,43.5857144169739,36.2442794896337
"CTD-3193O13.1",2.37602255905935,7.22336319694633,0.565775870622515,2.93139850902347,7.02995393822159,10.3555084256096
"CTD-3193O13.12",32.0763045473013,49.7609464678525,50.3540524854039,42.5052783808404,28.1198157528864,27.614689134959
"CTD-3193O13.13",2.37602255905935,0.802595910771815,0.565775870622515,7.32849627255868,5.62396315057727,0
"CTD-3193O13.14",2.37602255905935,2.40778773231545,1.13155174124503,1.46569925451174,0,0
"CTD-3193O13.8",0.594005639764839,1.60519182154363,1.69732761186755,10.2598947815822,1.40599078764432,8.62959035467469
"CTD-3195I5.4",38.0163609449497,35.3142200739599,31.1176728842383,11.7255940360939,9.84193551351023,12.0814264965446
"CTD-3199J23.6",16.0381522736506,11.2363427508054,15.2759485068079,13.1912932906056,9.84193551351023,10.3555084256096
"CTD-3203P2.1",52.8665019390706,52.168734200168,54.3144835797615,21.985488817676,25.3078341775977,51.7775421280481
"CTD-3212A4.2",1.78201691929452,3.21038364308726,1.13155174124503,2.93139850902347,0,0
"CTD-3214H19.12",5.34605075788355,5.6181713754027,2.26310348249006,0,1.40599078764432,0
"CTD-3214H19.6",21.3842030315342,22.4726855016108,20.3679313424106,1.46569925451174,1.40599078764432,0
"CTD-3214K23.1",5.94005639764839,3.21038364308726,5.09198283560264,5.86279701804695,11.2479263011545,8.62959035467469
"CTD-3216D2.5",32.0763045473013,24.0778773231544,35.0781039785959,19.0540903086526,29.5258065405307,20.7110168512193
"CTD-3220F14.2",5.34605075788355,10.4337468400336,3.96043109435761,17.5883910541408,18.2778802393761,27.614689134959
"CTD-3220F14.3",5.34605075788355,6.42076728617452,5.65775870622515,23.4511880721878,33.7437789034636,20.7110168512193
"CTD-3222D19.7",33.264315826831,41.7349873601344,31.6834487548609,8.79419552707042,8.43594472586591,15.5332626384144
"CTD-3222D19.8",198.991889321221,211.885320443759,208.771296259708,142.172827687638,186.996774756694,158.784462526014
"CTD-3222D19.9",32.6703101870661,25.6830691446981,34.5123281079734,14.6569925451174,11.2479263011545,10.3555084256096
"CTD-3224K15.2",29.1062763484771,44.9453710032216,50.9198283560264,2.93139850902347,4.21797236293296,5.17775421280481
"CTD-3224K15.3",103.356981319082,100.324488846477,110.32629477139,2.93139850902347,16.8718894517318,10.3555084256096
"CTD-3234P18.6",0,0,0,36.6424813627934,49.2096775675512,51.7775421280481
"CTD-3236F5.1",2.37602255905935,1.60519182154363,2.26310348249006,0,2.81198157528864,1.72591807093494
"CTD-3247F14.2",26.7302537894177,22.4726855016108,14.7101726361854,0,0,0
"CTDNEP1",4337.42918156285,4263.38947801988,4345.15868638092,3844.52914458428,3800.39309900259,3712.44977058105
"CTDP1",3416.12643428759,3197.54210851491,3138.35875434309,1969.89979806377,2017.5967802696,2107.34596461156
"CTDSP1",5074.59018051102,4775.4456690923,4796.08205526706,4389.76926726265,4168.7626853654,4449.41678687027
"CTDSP2",7175.58812835925,7212.9294501063,7090.86898651198,9459.62298861875,9013.80693958773,9264.72820477874
"CTDSPL",281.558673248534,322.64355613027,299.295435559311,73.2849627255868,75.9235025327932,98.3773300432915
"CTDSPL2",8847.11999865751,9015.5598656998,8731.05323544666,5701.57010005066,5465.08619157347,5650.65576424099
"CTF1",12.4741184350616,14.4467263938927,7.3550863180927,19.0540903086526,14.0599078764432,31.0665252768289
"CTGF",26.7302537894177,4.01297955385907,4.52620696498012,47040.1518742997,47502.804751351,47932.1966660051
"CTGLF11P",1.78201691929452,4.81557546463089,0.565775870622515,23.4511880721878,44.9917052046182,27.614689134959
"CTH",404.517840679855,353.94479665037,457.712679333615,133.378632160568,137.787097189143,103.555084256096
"CTHRC1",241.166289744524,205.464553157585,206.508192777218,8.79419552707042,1.40599078764432,1.72591807093494
"CTIF",2106.93800424588,1919.00682265541,1936.65080514087,1550.70981127342,1449.57650206129,1591.29646140201
"CTNNA1",4308.32290521437,4245.7323679829,4489.43153338966,18215.7103350719,18318.6539722178,18684.7890359416
"CTNNA2",1.18801127952968,0.802595910771815,1.69732761186755,19.0540903086526,19.6838710270205,22.4369349221542
"CTNNAL1",2177.03066973813,2219.17769328407,2286.30029318558,4559.79038078601,4375.44333114912,4710.03041558144
"CTNNAP1",5.94005639764839,4.01297955385907,2.82887935311258,8.79419552707042,11.2479263011545,5.17775421280481
"CTNNB1",12076.7286620589,11947.4427277492,12228.1138917644,33082.2978735844,33354.3194552862,33686.4689085081
"CTNNBIP1",487.678630246933,451.05890185376,420.937247743151,998.141192322493,949.043781659915,949.254939014216
"CTNNBL1",5450.00174484239,5209.65005681985,5355.63439131273,3684.76792584251,3574.02858219186,3677.93140916235
"CTNND1",1631.13948679425,1777.74994235957,1752.77364718855,9355.55834154841,9567.76730991959,9307.87615655212
"CTNND2",2.97002819882419,4.01297955385907,5.65775870622515,0,1.40599078764432,1.72591807093494
"CTNS",2591.64660629399,2488.8499193034,2410.77098472254,1023.05807964919,1002.4714315904,1001.03248114226
"CTPS1",18638.7089645411,18315.2386838128,19075.1334780381,13673.50834534,13101.0221592698,13791.8113048411
"CTPS2",719.34082975522,758.453135679365,721.364235043707,2153.11220487774,2120.23410776763,2140.13840795932
"CTR9",6889.87141563236,6804.40813152345,7154.80165989233,5302.89990282346,4970.17743432267,5050.03627555563
"CTRC",9.50409023623742,13.6441304831209,12.4470691536953,2.93139850902347,1.40599078764432,3.45183614186988
"CTRL",5.34605075788355,0.802595910771815,1.13155174124503,0,0,0
"CTSA",4345.15125487979,4377.35809734948,4509.23368886145,2569.37079315907,2601.08295714199,2644.10648467232
"CTSB",6090.93383014866,5764.24383116317,6208.82440421148,2711.54362084671,2813.38756607628,2640.65464853045
"CTSC",5277.14610367083,5260.21359919848,5464.26335847225,7919.17307212691,7856.67652135645,8191.20716465721
"CTSD",823.291816714066,829.884171738057,874.689495982409,908.733537797277,922.329956694673,1021.74349799348
"CTSF",61.7765865355432,48.1557546463089,60.5380181566091,139.241429178615,113.88525379919,155.332626384144
"CTSG",98.0109305611984,122.797174348088,102.971208453298,1.46569925451174,1.40599078764432,1.72591807093494
"CTSH",0.594005639764839,0,1.69732761186755,193.472301595549,161.688940579097,141.525281816665
"CTSK",286.904724006417,295.355295164028,271.006642028185,118.721639615451,172.936866880251,182.947315519103
"CTSL",4.75204511811871,5.6181713754027,2.26310348249006,0,0,0
"CTSLP1",4.15803947835387,4.01297955385907,3.39465522373509,0,0,0
"CTSO",688.452536487448,662.141626386747,664.220872110833,1423.1939761309,1467.85438230067,1444.59342537254
"CTSS",2586.89456117587,2468.7850215341,2535.80745213011,435.312678589986,411.955300779785,448.738698443084
"CTSV",223.346120551579,178.978888102115,203.679313424105,0,0,1.72591807093494
"CTSW",5.94005639764839,2.40778773231545,3.96043109435761,1.46569925451174,2.81198157528864,1.72591807093494
"CTSZ",18.41417483271,12.841534572349,18.1048278599205,0,2.81198157528864,0
"CTTN",46.3324399016574,45.7479669139935,37.341207461086,3044.25735162088,2910.40093042374,3134.26721681785
"CTTNBP2NL",402.735823760561,436.612175459867,443.568282568052,1058.23486175747,956.073735598137,1020.01757992255
